FPIS,Observed,Expected,OE,RR,date
54947,149,142.18,1.05,1.05,2022-01-21
54948,1,14.63,0.068,0.068,2022-01-21
54949,154,206.02,0.75,0.75,2022-01-21
54950,116,169.07,0.69,0.69,2022-01-21
54840,260,267.72,0.97,0.97,2022-01-21
54639,83,165.11,0.5,0.5,2022-01-21
54839,2,15.3,0.13,0.13,2022-01-21
54837,164,228.76,0.72,0.72,2022-01-21
54703,2882,2659.67,1.08,1.08,2022-01-21
54720,532,472.1,1.13,1.13,2022-01-21
54721,68,81.34,0.84,0.84,2022-01-21
54722,181,234.98,0.77,0.77,2022-01-21
54723,62,69.32,0.89,0.89,2022-01-21
54724,381,452.47,0.84,0.84,2022-01-21
54725,138,174.74,0.79,0.79,2022-01-21
54726,91,109.26,0.83,0.83,2022-01-21
54727,249,309.06,0.81,0.81,2022-01-21
54701,2480,2492.13,1.0,1.0,2022-01-21
54728,250,379.42,0.66,0.66,2022-01-21
54730,244,298.15,0.82,0.82,2022-01-21
54731,39,43.96,0.89,0.89,2022-01-21
54732,122,182.24,0.67,0.67,2022-01-21
54733,50,72.01,0.69,0.69,2022-01-21
54734,25,50.0,0.5,0.5,2022-01-21
54736,204,254.49,0.8,0.8,2022-01-21
54737,14,32.38,0.43,0.43,2022-01-21
54738,188,199.62,0.94,0.94,2022-01-21
54739,331,328.57,1.01,1.01,2022-01-21
54729,2023,1994.6,1.01,1.01,2022-01-21
54740,93,121.27,0.77,0.77,2022-01-21
54670,64,105.11,0.61,0.61,2022-01-21
54667,256,293.76,0.87,0.87,2022-01-21
54643,0,0.18,0.0,0.0,2022-01-21
54644,77,98.83,0.78,0.78,2022-01-21
54645,0,4.88,0.0,0.0,2022-01-21
54646,233,253.82,0.92,0.92,2022-01-21
54648,49,103.89,0.47,0.47,2022-01-21
54650,1842,1500.01,1.23,1.23,2022-01-21
54651,36,88.59,0.41,0.41,2022-01-21
54652,41,70.12,0.58,0.58,2022-01-21
54653,91,59.45,1.53,1.53,2022-01-21
54669,534,481.98,1.11,1.11,2022-01-21
54654,5,6.04,0.83,0.83,2022-01-21
54656,1255,1077.36,1.16,1.17,2022-01-21
54657,0,22.93,0.0,0.0,2022-01-21
54658,140,158.4,0.88,0.88,2022-01-21
54659,53,80.6,0.66,0.66,2022-01-21
54660,882,968.65,0.91,0.91,2022-01-21
54661,251,226.69,1.11,1.11,2022-01-21
54664,76,101.52,0.75,0.75,2022-01-21
54665,393,496.12,0.79,0.79,2022-01-21
54666,119,169.87,0.7,0.7,2022-01-21
54655,81,110.72,0.73,0.73,2022-01-21
54741,68,118.95,0.57,0.57,2022-01-21
54742,250,306.87,0.81,0.81,2022-01-21
54745,88,119.99,0.73,0.73,2022-01-21
54801,288,401.98,0.72,0.72,2022-01-21
54805,76,89.08,0.85,0.85,2022-01-21
54806,260,697.51,0.37,0.37,2022-01-21
54810,114,140.36,0.81,0.81,2022-01-21
54812,342,340.89,1.0,1.0,2022-01-21
54813,19,38.47,0.49,0.49,2022-01-21
54814,63,165.72,0.38,0.38,2022-01-21
54817,89,125.84,0.71,0.71,2022-01-21
54819,101,139.07,0.73,0.73,2022-01-21
54773,160,209.68,0.76,0.76,2022-01-21
54820,8,53.53,0.15,0.15,2022-01-21
54822,201,278.03,0.72,0.72,2022-01-21
54824,110,134.62,0.82,0.82,2022-01-21
54826,39,44.69,0.87,0.87,2022-01-21
54827,0,17.62,0.0,0.0,2022-01-21
54828,21,42.74,0.49,0.49,2022-01-21
54829,249,311.07,0.8,0.8,2022-01-21
54830,95,171.15,0.56,0.55,2022-01-21
54832,15,21.1,0.71,0.71,2022-01-21
54835,24,53.17,0.45,0.45,2022-01-21
54821,43,71.82,0.6,0.6,2022-01-21
54772,71,65.12,1.09,1.09,2022-01-21
54771,153,266.87,0.57,0.57,2022-01-21
54770,107,131.21,0.82,0.82,2022-01-21
54746,43,44.26,0.97,0.97,2022-01-21
54747,143,153.22,0.93,0.93,2022-01-21
54748,77,62.25,1.24,1.24,2022-01-21
54749,83,84.14,0.99,0.99,2022-01-21
54750,43,61.15,0.7,0.7,2022-01-21
54751,1342,1585.92,0.85,0.85,2022-01-21
54754,64,113.89,0.56,0.56,2022-01-21
54755,397,431.8,0.92,0.92,2022-01-21
54756,35,55.54,0.63,0.63,2022-01-21
54757,145,215.96,0.67,0.67,2022-01-21
54758,211,274.67,0.77,0.77,2022-01-21
54759,46,88.65,0.52,0.52,2022-01-21
54760,0,14.27,0.0,0.0,2022-01-21
54761,48,69.87,0.69,0.69,2022-01-21
54762,39,77.37,0.5,0.5,2022-01-21
54763,45,68.78,0.65,0.65,2022-01-21
54765,0,0.55,0.0,0.0,2022-01-21
54766,48,109.81,0.44,0.44,2022-01-21
54767,141,219.74,0.64,0.64,2022-01-21
54768,253,374.97,0.67,0.67,2022-01-21
54769,0,39.27,0.0,0.0,2022-01-21
54838,34,67.43,0.5,0.5,2022-01-21
54161,125,170.23,0.73,0.73,2022-01-21
54160,5,19.94,0.25,0.25,2022-01-21
54159,57,70.12,0.81,0.81,2022-01-21
53190,605,1173.14,0.52,0.51,2022-01-21
53191,122,173.77,0.7,0.7,2022-01-21
53195,0,9.39,0.0,0.0,2022-01-21
53202,1700,1519.46,1.12,1.12,2022-01-21
53203,156,105.24,1.48,1.48,2022-01-21
53204,3308,2358.23,1.4,1.41,2022-01-21
53205,797,543.13,1.47,1.47,2022-01-21
53206,1650,1373.07,1.2,1.2,2022-01-21
53189,1169,1631.7,0.72,0.72,2022-01-21
53207,2695,2249.16,1.2,1.2,2022-01-21
53209,3786,2842.22,1.33,1.34,2022-01-21
53210,2220,1633.59,1.36,1.36,2022-01-21
53211,1951,2161.85,0.9,0.9,2022-01-21
53212,2022,1862.42,1.09,1.09,2022-01-21
53213,2042,1686.88,1.21,1.21,2022-01-21
53214,2851,2167.09,1.32,1.32,2022-01-21
53215,5120,3658.87,1.4,1.41,2022-01-21
53216,2731,2047.59,1.33,1.34,2022-01-21
53217,2392,1747.49,1.37,1.37,2022-01-21
53208,2371,1838.94,1.29,1.29,2022-01-21
53218,3418,2559.19,1.34,1.34,2022-01-21
53188,1823,2178.49,0.84,0.84,2022-01-21
53185,975,1165.34,0.84,0.84,2022-01-21
53146,519,492.77,1.05,1.05,2022-01-21
53147,654,1027.85,0.64,0.64,2022-01-21
53149,1151,1234.78,0.93,0.93,2022-01-21
53150,1685,1574.51,1.07,1.07,2022-01-21
53151,2460,1921.5,1.28,1.28,2022-01-21
53153,111,150.29,0.74,0.74,2022-01-21
53154,2906,2198.98,1.32,1.32,2022-01-21
53156,146,181.27,0.81,0.81,2022-01-21
53158,949,1021.26,0.93,0.93,2022-01-21
53186,1581,2016.0,0.78,0.78,2022-01-21
53167,6,42.68,0.14,0.14,2022-01-21
53170,120,134.81,0.89,0.89,2022-01-21
53172,1577,1277.77,1.23,1.24,2022-01-21
53177,404,492.58,0.82,0.82,2022-01-21
53178,141,167.97,0.84,0.84,2022-01-21
53179,287,435.52,0.66,0.66,2022-01-21
53181,283,454.84,0.62,0.62,2022-01-21
53182,476,602.88,0.79,0.79,2022-01-21
53183,204,179.56,1.14,1.14,2022-01-21
53184,201,254.98,0.79,0.79,2022-01-21
53168,485,537.4,0.9,0.9,2022-01-21
53219,2755,2126.54,1.3,1.3,2022-01-21
53220,2072,1607.19,1.29,1.29,2022-01-21
53221,3382,2445.48,1.38,1.39,2022-01-21
53515,115,139.07,0.83,0.83,2022-01-21
53516,115,138.28,0.83,0.83,2022-01-21
53517,122,117.37,1.04,1.04,2022-01-21
53518,40,84.93,0.47,0.47,2022-01-21
53520,353,396.92,0.89,0.89,2022-01-21
53521,209,227.97,0.92,0.92,2022-01-21
53522,42,60.73,0.69,0.69,2022-01-21
53523,277,315.95,0.88,0.88,2022-01-21
53525,148,245.83,0.6,0.6,2022-01-21
53511,3219,3003.19,1.07,1.07,2022-01-21
53526,31,37.8,0.82,0.82,2022-01-21
53528,316,381.56,0.83,0.83,2022-01-21
53529,153,126.09,1.21,1.21,2022-01-21
53530,192,271.75,0.71,0.71,2022-01-21
53531,342,281.93,1.21,1.21,2022-01-21
53532,1054,957.0,1.1,1.1,2022-01-21
53533,371,430.82,0.86,0.86,2022-01-21
53534,871,734.09,1.19,1.19,2022-01-21
53536,538,531.24,1.01,1.01,2022-01-21
53537,9,51.4,0.18,0.18,2022-01-21
53527,838,667.63,1.26,1.26,2022-01-21
53510,36,90.36,0.4,0.4,2022-01-21
53508,247,349.55,0.71,0.71,2022-01-21
53507,123,131.03,0.94,0.94,2022-01-21
53222,2164,1607.62,1.35,1.35,2022-01-21
53223,2651,1783.03,1.49,1.49,2022-01-21
53224,1675,1360.14,1.23,1.23,2022-01-21
53225,2014,1618.84,1.24,1.25,2022-01-21
53226,1535,1154.79,1.33,1.33,2022-01-21
53227,1769,1439.46,1.23,1.23,2022-01-21
53228,1092,896.46,1.22,1.22,2022-01-21
53233,1338,923.28,1.45,1.45,2022-01-21
53235,714,580.38,1.23,1.23,2022-01-21
53295,97,10.55,9.2,9.2,2022-01-21
53402,1957,2045.82,0.96,0.96,2022-01-21
53403,1808,1605.91,1.13,1.13,2022-01-21
53404,1029,914.32,1.13,1.13,2022-01-21
53405,1600,1551.16,1.03,1.03,2022-01-21
53406,1450,1595.0,0.91,0.91,2022-01-21
53501,0,11.65,0.0,0.0,2022-01-21
53502,135,153.34,0.88,0.88,2022-01-21
53503,93,119.69,0.78,0.78,2022-01-21
53504,90,124.32,0.72,0.72,2022-01-21
53505,18,21.77,0.83,0.83,2022-01-21
53506,37,63.59,0.58,0.58,2022-01-21
53144,1654,1613.23,1.03,1.03,2022-01-21
53538,851,1129.67,0.75,0.75,2022-01-21
53143,1415,1409.34,1.0,1.0,2022-01-21
53140,1832,1809.07,1.01,1.01,2022-01-21
53032,269,295.04,0.91,0.91,2022-01-21
53033,327,287.72,1.14,1.14,2022-01-21
53034,90,105.78,0.85,0.85,2022-01-21
53035,113,146.51,0.77,0.77,2022-01-21
53036,195,182.55,1.07,1.07,2022-01-21
53037,602,608.61,0.99,0.99,2022-01-21
53038,226,260.96,0.87,0.87,2022-01-21
53039,225,280.1,0.8,0.8,2022-01-21
53040,464,496.61,0.93,0.93,2022-01-21
53042,341,401.62,0.85,0.85,2022-01-21
53045,1343,1308.92,1.03,1.03,2022-01-21
53046,95,73.96,1.28,1.28,2022-01-21
53047,0,7.74,0.0,0.0,2022-01-21
53048,195,202.06,0.97,0.97,2022-01-21
53049,166,180.47,0.92,0.92,2022-01-21
53050,465,411.19,1.13,1.13,2022-01-21
53051,2534,2269.28,1.12,1.12,2022-01-21
53057,125,92.37,1.35,1.35,2022-01-21
53058,188,202.0,0.93,0.93,2022-01-21
53044,167,142.31,1.17,1.17,2022-01-21
53059,84,111.7,0.75,0.75,2022-01-21
53029,1502,1311.73,1.15,1.15,2022-01-21
53024,1121,1052.97,1.06,1.06,2022-01-21
53002,134,140.54,0.95,0.95,2022-01-21
53003,0,9.82,0.0,0.0,2022-01-21
53004,185,203.28,0.91,0.91,2022-01-21
53005,1288,1226.98,1.05,1.05,2022-01-21
53006,118,103.89,1.14,1.14,2022-01-21
53007,119,111.03,1.07,1.07,2022-01-21
53010,386,465.51,0.83,0.83,2022-01-21
53011,101,131.03,0.77,0.77,2022-01-21
53012,1065,1117.9,0.95,0.95,2022-01-21
53027,1510,1419.34,1.06,1.06,2022-01-21
53013,196,202.79,0.97,0.97,2022-01-21
53015,124,162.24,0.76,0.76,2022-01-21
53016,1,24.08,0.042,0.042,2022-01-21
53017,354,340.95,1.04,1.04,2022-01-21
53018,485,463.5,1.05,1.05,2022-01-21
53019,149,112.61,1.32,1.32,2022-01-21
53020,133,232.12,0.57,0.57,2022-01-21
53021,284,295.28,0.96,0.96,2022-01-21
53022,1432,1182.65,1.21,1.21,2022-01-21
53023,64,151.57,0.42,0.42,2022-01-21
53014,354,472.22,0.75,0.75,2022-01-21
53061,248,301.44,0.82,0.82,2022-01-21
53063,73,102.25,0.71,0.71,2022-01-21
53065,140,134.62,1.04,1.04,2022-01-21
53103,221,221.08,1.0,1.0,2022-01-21
53104,236,331.5,0.71,0.71,2022-01-21
53105,1238,1815.78,0.68,0.68,2022-01-21
53108,164,208.34,0.79,0.79,2022-01-21
53110,1568,1114.0,1.41,1.41,2022-01-21
53114,71,176.88,0.4,0.4,2022-01-21
53115,514,975.41,0.53,0.53,2022-01-21
53118,415,433.63,0.96,0.96,2022-01-21
53119,303,359.42,0.84,0.84,2022-01-21
53098,590,712.45,0.83,0.83,2022-01-21
53120,461,578.31,0.8,0.8,2022-01-21
53122,419,375.15,1.12,1.12,2022-01-21
53125,72,106.15,0.68,0.68,2022-01-21
53126,324,422.71,0.77,0.77,2022-01-21
53128,312,551.91,0.57,0.56,2022-01-21
53129,1185,862.62,1.37,1.37,2022-01-21
53130,517,461.18,1.12,1.12,2022-01-21
53132,2845,2181.66,1.3,1.31,2022-01-21
53137,55,103.04,0.53,0.53,2022-01-21
53139,136,141.7,0.96,0.96,2022-01-21
53121,800,1155.34,0.69,0.69,2022-01-21
53097,397,385.21,1.03,1.03,2022-01-21
53095,1728,1667.62,1.04,1.04,2022-01-21
53094,994,1176.8,0.84,0.84,2022-01-21
53066,2316,2155.75,1.07,1.07,2022-01-21
53069,36,41.77,0.86,0.86,2022-01-21
53070,210,301.2,0.7,0.7,2022-01-21
53072,1554,1584.27,0.98,0.98,2022-01-21
53073,804,900.97,0.89,0.89,2022-01-21
53074,885,784.82,1.13,1.13,2022-01-21
53075,154,198.22,0.78,0.78,2022-01-21
53076,227,270.77,0.84,0.84,2022-01-21
53078,70,104.57,0.67,0.67,2022-01-21
53079,77,91.94,0.84,0.84,2022-01-21
53080,323,348.63,0.93,0.93,2022-01-21
53081,2850,2572.91,1.11,1.11,2022-01-21
53083,1472,1248.62,1.18,1.18,2022-01-21
53085,733,703.42,1.04,1.04,2022-01-21
53086,618,504.78,1.22,1.22,2022-01-21
53088,7,24.75,0.28,0.28,2022-01-21
53089,1339,1166.25,1.15,1.15,2022-01-21
53090,1375,1322.28,1.04,1.04,2022-01-21
53091,115,117.98,0.97,0.97,2022-01-21
53092,1473,1279.35,1.15,1.15,2022-01-21
53093,77,124.14,0.62,0.62,2022-01-21
53142,1624,2039.3,0.8,0.8,2022-01-21
53540,0,12.38,0.0,0.0,2022-01-21
53001,80,114.75,0.7,0.7,2022-01-21
53543,71,105.97,0.67,0.67,2022-01-21
53963,998,846.7,1.18,1.18,2022-01-21
53964,119,219.86,0.54,0.54,2022-01-21
53965,503,637.15,0.79,0.79,2022-01-21
53968,108,138.89,0.78,0.78,2022-01-21
53969,20,26.71,0.75,0.75,2022-01-21
54001,491,483.38,1.02,1.02,2022-01-21
54002,355,387.84,0.92,0.92,2022-01-21
54003,37,64.51,0.57,0.57,2022-01-21
54004,107,134.56,0.8,0.8,2022-01-21
53961,49,48.65,1.01,1.01,2022-01-21
54005,154,189.44,0.81,0.81,2022-01-21
54007,77,62.19,1.24,1.24,2022-01-21
54009,144,159.44,0.9,0.9,2022-01-21
54011,365,421.61,0.87,0.87,2022-01-21
54013,130,204.19,0.64,0.64,2022-01-21
54014,135,130.11,1.04,1.04,2022-01-21
54015,177,224.8,0.79,0.79,2022-01-21
54016,1623,1949.36,0.83,0.83,2022-01-21
54017,1176,1097.17,1.07,1.07,2022-01-21
54006,26,36.46,0.71,0.71,2022-01-21
53541,19,56.76,0.33,0.33,2022-01-21
53960,176,210.11,0.84,0.84,2022-01-21
53956,155,196.81,0.79,0.79,2022-01-21
53932,248,162.0,1.53,1.53,2022-01-21
53933,175,271.63,0.64,0.64,2022-01-21
53934,177,267.6,0.66,0.66,2022-01-21
53935,15,15.49,0.97,0.97,2022-01-21
53936,43,142.25,0.3,0.3,2022-01-21
53937,15,71.03,0.21,0.21,2022-01-21
53939,6,15.61,0.38,0.38,2022-01-21
53941,137,191.14,0.72,0.72,2022-01-21
53943,41,63.84,0.64,0.64,2022-01-21
53959,733,853.53,0.86,0.86,2022-01-21
53944,119,127.86,0.93,0.93,2022-01-21
53947,0,10.79,0.0,0.0,2022-01-21
53948,430,490.76,0.88,0.88,2022-01-21
53949,278,371.8,0.75,0.75,2022-01-21
53950,739,340.22,2.17,2.17,2022-01-21
53951,163,136.15,1.2,1.2,2022-01-21
53952,113,196.27,0.58,0.58,2022-01-21
53953,7,15.18,0.46,0.46,2022-01-21
53954,380,406.31,0.94,0.94,2022-01-21
53955,391,346.07,1.13,1.13,2022-01-21
53946,133,248.7,0.53,0.53,2022-01-21
54021,401,406.01,0.99,0.99,2022-01-21
54022,1059,1435.07,0.74,0.74,2022-01-21
54023,196,255.53,0.77,0.77,2022-01-21
54127,0,4.69,0.0,0.0,2022-01-21
54128,84,106.64,0.79,0.79,2022-01-21
54129,152,185.78,0.82,0.82,2022-01-21
54130,1147,1575.31,0.73,0.73,2022-01-21
54135,376,203.16,1.85,1.85,2022-01-21
54136,314,384.0,0.82,0.82,2022-01-21
54137,42,69.75,0.6,0.6,2022-01-21
54138,41,54.57,0.75,0.75,2022-01-21
54139,115,196.39,0.59,0.59,2022-01-21
54126,192,235.96,0.81,0.81,2022-01-21
54140,374,584.65,0.64,0.64,2022-01-21
54143,776,907.55,0.86,0.85,2022-01-21
54149,48,72.07,0.67,0.67,2022-01-21
54150,70,66.28,1.06,1.06,2022-01-21
54151,94,197.42,0.48,0.48,2022-01-21
54153,293,430.09,0.68,0.68,2022-01-21
54154,266,344.85,0.77,0.77,2022-01-21
54155,571,449.29,1.27,1.27,2022-01-21
54156,33,98.53,0.33,0.33,2022-01-21
54157,318,356.25,0.89,0.89,2022-01-21
54141,164,137.61,1.19,1.19,2022-01-21
54125,4,30.85,0.13,0.13,2022-01-21
54124,154,209.74,0.73,0.73,2022-01-21
54123,10,16.04,0.62,0.62,2022-01-21
54024,221,289.49,0.76,0.76,2022-01-21
54025,388,443.5,0.87,0.87,2022-01-21
54026,132,123.04,1.07,1.07,2022-01-21
54027,47,63.71,0.74,0.74,2022-01-21
54028,143,149.26,0.96,0.96,2022-01-21
54082,76,100.91,0.75,0.75,2022-01-21
54101,175,166.02,1.05,1.05,2022-01-21
54102,25,47.19,0.53,0.53,2022-01-21
54103,12,28.72,0.42,0.42,2022-01-21
54104,28,71.88,0.39,0.39,2022-01-21
54106,218,319.0,0.68,0.68,2022-01-21
54107,122,220.71,0.55,0.55,2022-01-21
54110,201,328.94,0.61,0.61,2022-01-21
54111,73,140.42,0.52,0.52,2022-01-21
54112,115,143.22,0.8,0.8,2022-01-21
54113,181,218.09,0.83,0.83,2022-01-21
54114,242,321.01,0.75,0.75,2022-01-21
54115,3312,2783.75,1.19,1.19,2022-01-21
54119,5,42.5,0.12,0.12,2022-01-21
54120,0,15.18,0.0,0.0,2022-01-21
54121,92,184.19,0.5,0.5,2022-01-21
53931,16,13.41,1.19,1.19,2022-01-21
53930,82,83.71,0.98,0.98,2022-01-21
54020,364,426.92,0.85,0.85,2022-01-21
53928,7,6.77,1.03,1.03,2022-01-21
53573,114,190.17,0.6,0.6,2022-01-21
53574,170,233.95,0.73,0.73,2022-01-21
53575,1001,997.3,1.0,1.0,2022-01-21
53576,113,140.23,0.81,0.81,2022-01-21
53577,66,84.57,0.78,0.78,2022-01-21
53578,449,388.57,1.16,1.16,2022-01-21
53579,91,107.61,0.85,0.85,2022-01-21
53580,11,36.34,0.3,0.3,2022-01-21
53581,393,608.61,0.65,0.65,2022-01-21
53571,17,6.83,2.49,2.49,2022-01-21
53582,62,70.97,0.87,0.87,2022-01-21
53585,82,130.36,0.63,0.63,2022-01-21
53586,73,139.07,0.52,0.52,2022-01-21
53587,43,72.31,0.59,0.59,2022-01-21
53588,161,243.76,0.66,0.66,2022-01-21
53589,1461,1230.15,1.19,1.19,2022-01-21
53590,2836,2464.26,1.15,1.15,2022-01-21
53593,1376,1443.55,0.95,0.95,2022-01-21
53594,329,310.83,1.06,1.06,2022-01-21
53597,1371,1185.58,1.16,1.16,2022-01-21
53583,377,366.74,1.03,1.03,2022-01-21
53598,300,165.41,1.81,1.81,2022-01-21
53570,167,149.13,1.12,1.12,2022-01-21
53566,904,924.44,0.98,0.98,2022-01-21
53929,124,161.39,0.77,0.77,2022-01-21
53544,37,50.48,0.73,0.73,2022-01-21
53545,1279,1415.01,0.9,0.9,2022-01-21
53546,1777,1840.41,0.97,0.97,2022-01-21
53548,1012,1173.26,0.86,0.86,2022-01-21
53549,558,628.98,0.89,0.89,2022-01-21
53550,62,74.38,0.83,0.83,2022-01-21
53551,437,527.76,0.83,0.83,2022-01-21
53553,20,36.7,0.54,0.54,2022-01-21
53569,44,77.25,0.57,0.57,2022-01-21
53554,51,70.24,0.73,0.73,2022-01-21
53556,141,161.09,0.88,0.88,2022-01-21
53557,23,21.22,1.08,1.08,2022-01-21
53558,915,750.25,1.22,1.22,2022-01-21
53559,338,384.24,0.88,0.88,2022-01-21
53560,179,225.1,0.8,0.8,2022-01-21
53561,132,120.11,1.1,1.1,2022-01-21
53562,1512,1605.67,0.94,0.94,2022-01-21
53563,700,691.96,1.01,1.01,2022-01-21
53565,182,284.86,0.64,0.64,2022-01-21
53555,598,532.15,1.12,1.12,2022-01-21
53599,0,3.05,0.0,0.0,2022-01-21
53572,720,649.89,1.11,1.11,2022-01-21
53703,2210,2119.72,1.04,1.04,2022-01-21
53813,313,358.94,0.87,0.87,2022-01-21
53816,41,51.28,0.8,0.8,2022-01-21
53817,3,10.12,0.3,0.3,2022-01-21
53818,612,986.45,0.62,0.62,2022-01-21
53820,99,136.27,0.73,0.73,2022-01-21
53821,474,491.3,0.96,0.96,2022-01-21
53825,18,34.81,0.52,0.52,2022-01-21
53826,48,79.75,0.6,0.6,2022-01-21
53827,0,15.91,0.0,0.0,2022-01-21
53901,907,899.38,1.01,1.01,2022-01-21
53910,149,203.95,0.73,0.73,2022-01-21
53911,114,75.42,1.51,1.51,2022-01-21
53913,1419,1268.13,1.12,1.12,2022-01-21
53916,1514,1375.02,1.1,1.1,2022-01-21
53919,163,168.34,0.97,0.97,2022-01-21
53920,22,23.96,0.92,0.92,2022-01-21
53922,70,52.62,1.33,1.33,2022-01-21
53923,76,130.42,0.58,0.58,2022-01-21
53924,41,87.62,0.47,0.47,2022-01-21
53925,680,479.11,1.42,1.42,2022-01-21
53702,6,10.37,0.58,0.58,2022-01-21
53811,111,201.02,0.55,0.55,2022-01-21
53810,17,22.74,0.75,0.75,2022-01-21
53926,31,101.52,0.31,0.31,2022-01-21
53704,3422,2810.15,1.22,1.22,2022-01-21
53705,1046,1563.48,0.67,0.67,2022-01-21
53706,107,371.74,0.29,0.29,2022-01-21
53711,2877,3052.33,0.94,0.94,2022-01-21
53713,2050,1356.91,1.51,1.51,2022-01-21
53714,1199,984.5,1.22,1.22,2022-01-21
53809,171,258.88,0.66,0.66,2022-01-21
53716,1142,1126.74,1.01,1.01,2022-01-21
53717,589,777.26,0.76,0.76,2022-01-21
53718,1237,900.42,1.37,1.38,2022-01-21
53719,1697,1919.79,0.88,0.88,2022-01-21
53715,687,823.6,0.83,0.83,2022-01-21
53801,38,52.5,0.72,0.72,2022-01-21
53802,0,2.68,0.0,0.0,2022-01-21
53803,70,73.84,0.95,0.95,2022-01-21
53804,54,81.34,0.66,0.66,2022-01-21
53805,306,312.05,0.98,0.98,2022-01-21
53806,87,104.26,0.83,0.83,2022-01-21
53807,172,309.55,0.56,0.56,2022-01-21
53808,41,74.75,0.55,0.55,2022-01-21
53726,251,342.17,0.73,0.73,2022-01-21
54521,439,498.24,0.88,0.88,2022-01-22
54520,252,270.23,0.93,0.93,2022-01-22
54519,47,79.83,0.59,0.59,2022-01-22
54512,33,54.5,0.61,0.61,2022-01-22
54515,9,28.23,0.32,0.32,2022-01-22
54514,48,112.84,0.43,0.43,2022-01-22
54513,21,24.82,0.85,0.85,2022-01-22
54517,0,6.62,0.0,0.0,2022-01-22
54524,30,39.82,0.75,0.75,2022-01-22
54539,49,79.7,0.61,0.61,2022-01-22
54526,54,46.25,1.17,1.17,2022-01-22
54527,56,53.99,1.04,1.04,2022-01-22
54529,51,75.61,0.67,0.67,2022-01-22
54530,53,52.42,1.01,1.01,2022-01-22
54531,43,87.14,0.49,0.49,2022-01-22
54534,153,143.52,1.07,1.07,2022-01-22
54536,1,10.65,0.094,0.094,2022-01-22
54537,23,31.19,0.74,0.74,2022-01-22
54538,160,186.56,0.86,0.86,2022-01-22
54511,53,77.68,0.68,0.68,2022-01-22
54525,8,15.56,0.51,0.51,2022-01-22
54501,940,1257.57,0.75,0.75,2022-01-22
54485,10,23.94,0.42,0.42,2022-01-22
54498,65,149.45,0.43,0.43,2022-01-22
54470,91,128.65,0.71,0.71,2022-01-22
54471,154,112.15,1.37,1.37,2022-01-22
54473,119,167.28,0.71,0.71,2022-01-22
54474,403,244.08,1.65,1.65,2022-01-22
54475,89,99.23,0.9,0.9,2022-01-22
54476,1554,1198.66,1.3,1.3,2022-01-22
54479,255,250.57,1.02,1.02,2022-01-22
54480,78,88.84,0.88,0.88,2022-01-22
54481,1297,1802.81,0.72,0.72,2022-01-22
54499,154,188.01,0.82,0.82,2022-01-22
54482,447,629.41,0.71,0.71,2022-01-22
54486,74,120.78,0.61,0.61,2022-01-22
54487,315,597.85,0.53,0.53,2022-01-22
54488,40,76.61,0.52,0.52,2022-01-22
54489,83,104.59,0.79,0.79,2022-01-22
54490,30,48.01,0.62,0.62,2022-01-22
54491,44,97.97,0.45,0.45,2022-01-22
54493,21,37.8,0.56,0.56,2022-01-22
54494,1893,1674.47,1.13,1.13,2022-01-22
54495,608,461.57,1.32,1.32,2022-01-22
54484,275,322.02,0.85,0.85,2022-01-22
54540,35,57.71,0.61,0.61,2022-01-22
54635,61,113.03,0.54,0.54,2022-01-22
54542,7,25.33,0.28,0.28,2022-01-22
54612,278,318.93,0.87,0.87,2022-01-22
54613,58,104.78,0.55,0.55,2022-01-22
54614,196,167.97,1.17,1.17,2022-01-22
54615,694,663.56,1.05,1.05,2022-01-22
54616,128,166.96,0.77,0.77,2022-01-22
54618,119,144.85,0.82,0.82,2022-01-22
54619,101,245.47,0.41,0.41,2022-01-22
54621,82,92.36,0.89,0.89,2022-01-22
54622,94,118.57,0.79,0.79,2022-01-22
54611,63,71.95,0.88,0.88,2022-01-22
54623,113,134.96,0.84,0.84,2022-01-22
54625,3,15.12,0.2,0.2,2022-01-22
54626,52,84.43,0.62,0.62,2022-01-22
54627,121,107.55,1.13,1.13,2022-01-22
54628,32,62.12,0.52,0.52,2022-01-22
54629,105,164.19,0.64,0.64,2022-01-22
54630,242,262.92,0.92,0.92,2022-01-22
54631,85,107.49,0.79,0.79,2022-01-22
54632,49,71.32,0.69,0.69,2022-01-22
54634,130,282.39,0.46,0.46,2022-01-22
54624,62,89.59,0.69,0.69,2022-01-22
54541,83,82.35,1.01,1.01,2022-01-22
54610,67,103.89,0.64,0.64,2022-01-22
54601,3138,3174.66,0.99,0.99,2022-01-22
54545,36,50.91,0.71,0.71,2022-01-22
54546,33,70.5,0.47,0.47,2022-01-22
54547,48,86.0,0.56,0.56,2022-01-22
54548,184,305.76,0.6,0.6,2022-01-22
54550,32,41.2,0.78,0.78,2022-01-22
54552,191,256.49,0.74,0.74,2022-01-22
54554,45,65.71,0.68,0.68,2022-01-22
54555,214,300.91,0.71,0.71,2022-01-22
54556,56,73.02,0.77,0.77,2022-01-22
54603,1130,887.73,1.27,1.27,2022-01-22
54557,25,52.8,0.47,0.47,2022-01-22
54559,16,56.26,0.28,0.28,2022-01-22
54560,33,35.79,0.92,0.92,2022-01-22
54562,100,117.06,0.85,0.85,2022-01-22
54563,33,49.21,0.67,0.67,2022-01-22
54564,15,24.89,0.6,0.6,2022-01-22
