FPIS,Observed,Expected,OE,RR,date
53073,545,587.17,0.93,0.93,2022-01-11
53074,623,511.47,1.22,1.22,2022-01-11
53075,110,129.18,0.85,0.85,2022-01-11
53076,168,176.47,0.95,0.95,2022-01-11
53078,47,68.15,0.69,0.69,2022-01-11
53079,61,59.92,1.02,1.02,2022-01-11
53080,230,227.21,1.01,1.01,2022-01-11
53081,1771,1676.8,1.06,1.06,2022-01-11
53083,900,813.74,1.11,1.11,2022-01-11
53085,486,458.43,1.06,1.06,2022-01-11
53086,461,328.97,1.4,1.4,2022-01-11
53088,0,16.13,0.0,0.0,2022-01-11
53089,740,760.06,0.97,0.97,2022-01-11
53090,986,861.74,1.14,1.14,2022-01-11
53091,91,76.89,1.18,1.18,2022-01-11
53092,1144,833.77,1.37,1.37,2022-01-11
53093,57,80.9,0.7,0.7,2022-01-11
53142,1039,1329.03,0.78,0.78,2022-01-11
53540,0,8.07,0.0,0.0,2022-01-11
53001,61,74.78,0.82,0.82,2022-01-11
53543,57,69.06,0.83,0.83,2022-01-11
53963,620,551.81,1.12,1.12,2022-01-11
53964,86,143.29,0.6,0.6,2022-01-11
53965,370,415.24,0.89,0.89,2022-01-11
53968,69,90.52,0.76,0.76,2022-01-11
53969,4,17.4,0.23,0.23,2022-01-11
54001,386,315.02,1.23,1.23,2022-01-11
54002,295,252.76,1.17,1.17,2022-01-11
54003,30,42.04,0.71,0.71,2022-01-11
54004,92,87.7,1.05,1.05,2022-01-11
53961,35,31.71,1.1,1.1,2022-01-11
54005,122,123.46,0.99,0.99,2022-01-11
54007,68,40.53,1.68,1.68,2022-01-11
54009,96,103.91,0.92,0.92,2022-01-11
54011,258,274.77,0.94,0.94,2022-01-11
54013,97,133.07,0.73,0.73,2022-01-11
54014,104,84.8,1.23,1.23,2022-01-11
54015,129,146.5,0.88,0.88,2022-01-11
54016,1234,1270.42,0.97,0.97,2022-01-11
54017,964,715.04,1.35,1.35,2022-01-11
54006,26,23.76,1.09,1.09,2022-01-11
53541,18,36.99,0.49,0.49,2022-01-11
53960,113,136.93,0.83,0.83,2022-01-11
53956,84,128.27,0.65,0.65,2022-01-11
53932,157,105.58,1.49,1.49,2022-01-11
53933,128,177.02,0.72,0.72,2022-01-11
53934,116,174.4,0.67,0.66,2022-01-11
53935,5,10.09,0.5,0.5,2022-01-11
53936,30,92.7,0.32,0.32,2022-01-11
53937,8,46.29,0.17,0.17,2022-01-11
53939,2,10.17,0.2,0.2,2022-01-11
53941,113,124.57,0.91,0.91,2022-01-11
53943,28,41.6,0.67,0.67,2022-01-11
53959,527,556.26,0.95,0.95,2022-01-11
53944,84,83.33,1.01,1.01,2022-01-11
53947,0,7.03,0.0,0.0,2022-01-11
53948,363,319.83,1.13,1.14,2022-01-11
53949,202,242.31,0.83,0.83,2022-01-11
53950,309,221.72,1.39,1.39,2022-01-11
53951,107,88.73,1.21,1.21,2022-01-11
53952,89,127.91,0.7,0.7,2022-01-11
53953,0,9.89,0.0,0.0,2022-01-11
53954,276,264.8,1.04,1.04,2022-01-11
53955,236,225.54,1.05,1.05,2022-01-11
53946,125,162.08,0.77,0.77,2022-01-11
54021,304,264.6,1.15,1.15,2022-01-11
54022,826,935.25,0.88,0.88,2022-01-11
54023,158,166.53,0.95,0.95,2022-01-11
54127,0,3.06,0.0,0.0,2022-01-11
54128,44,69.5,0.63,0.63,2022-01-11
54129,110,121.07,0.91,0.91,2022-01-11
54130,706,1026.64,0.69,0.69,2022-01-11
54135,200,132.4,1.51,1.51,2022-01-11
54136,195,250.25,0.78,0.78,2022-01-11
54137,25,45.46,0.55,0.55,2022-01-11
54138,25,35.56,0.7,0.7,2022-01-11
54139,60,127.99,0.47,0.47,2022-01-11
54126,137,153.78,0.89,0.89,2022-01-11
54140,254,381.02,0.67,0.67,2022-01-11
54143,590,591.46,1.0,1.0,2022-01-11
54149,39,46.97,0.83,0.83,2022-01-11
54150,39,43.19,0.9,0.9,2022-01-11
54151,62,128.66,0.48,0.48,2022-01-11
54153,190,280.29,0.68,0.68,2022-01-11
54154,165,224.74,0.73,0.73,2022-01-11
54155,385,292.81,1.31,1.32,2022-01-11
54156,12,64.21,0.19,0.19,2022-01-11
54157,224,232.17,0.96,0.96,2022-01-11
54141,119,89.68,1.33,1.33,2022-01-11
54125,0,20.11,0.0,0.0,2022-01-11
54124,106,136.69,0.78,0.78,2022-01-11
54123,10,10.45,0.96,0.96,2022-01-11
54024,165,188.66,0.87,0.87,2022-01-11
54025,320,289.04,1.11,1.11,2022-01-11
54026,102,80.19,1.27,1.27,2022-01-11
54027,46,41.52,1.11,1.11,2022-01-11
54028,118,97.27,1.21,1.21,2022-01-11
54082,62,65.76,0.94,0.94,2022-01-11
54101,138,108.2,1.28,1.28,2022-01-11
54102,13,30.76,0.42,0.42,2022-01-11
54103,3,18.72,0.16,0.16,2022-01-11
54104,20,46.85,0.43,0.43,2022-01-11
54106,159,207.9,0.76,0.76,2022-01-11
54107,66,143.84,0.46,0.46,2022-01-11
54110,144,214.37,0.67,0.67,2022-01-11
54111,53,91.51,0.58,0.58,2022-01-11
54112,92,93.34,0.99,0.99,2022-01-11
54113,116,142.13,0.82,0.82,2022-01-11
54114,177,209.21,0.85,0.85,2022-01-11
54115,2277,1814.2,1.26,1.26,2022-01-11
54119,0,27.7,0.0,0.0,2022-01-11
54120,0,9.89,0.0,0.0,2022-01-11
54121,67,120.04,0.56,0.56,2022-01-11
53931,9,8.74,1.03,1.03,2022-01-11
53930,70,54.56,1.28,1.28,2022-01-11
54020,295,278.23,1.06,1.06,2022-01-11
53928,3,4.41,0.68,0.68,2022-01-11
53573,82,123.93,0.66,0.66,2022-01-11
53574,103,152.46,0.68,0.68,2022-01-11
53575,435,649.95,0.67,0.67,2022-01-11
53576,77,91.39,0.84,0.84,2022-01-11
53577,48,55.11,0.87,0.87,2022-01-11
53578,268,253.23,1.06,1.06,2022-01-11
53579,69,70.13,0.98,0.98,2022-01-11
53580,6,23.68,0.25,0.25,2022-01-11
53581,233,396.64,0.59,0.59,2022-01-11
53571,0,4.45,0.0,0.0,2022-01-11
53582,52,46.25,1.12,1.12,2022-01-11
53585,68,84.95,0.8,0.8,2022-01-11
53586,65,90.64,0.72,0.72,2022-01-11
53587,25,47.13,0.53,0.53,2022-01-11
53588,115,158.86,0.72,0.72,2022-01-11
53589,628,801.7,0.78,0.78,2022-01-11
53590,1063,1605.99,0.66,0.66,2022-01-11
53593,564,940.78,0.6,0.6,2022-01-11
53594,199,202.57,0.98,0.98,2022-01-11
53597,621,772.66,0.8,0.8,2022-01-11
53583,227,239.01,0.95,0.95,2022-01-11
53598,111,107.8,1.03,1.03,2022-01-11
53570,120,97.19,1.23,1.23,2022-01-11
53566,643,602.47,1.07,1.07,2022-01-11
53929,104,105.18,0.99,0.99,2022-01-11
53544,21,32.9,0.64,0.64,2022-01-11
53545,851,922.18,0.92,0.92,2022-01-11
53546,1195,1199.41,1.0,1.0,2022-01-11
53548,703,764.63,0.92,0.92,2022-01-11
53549,374,409.91,0.91,0.91,2022-01-11
53550,42,48.48,0.87,0.87,2022-01-11
53551,339,343.95,0.99,0.99,2022-01-11
53553,25,23.92,1.05,1.05,2022-01-11
53569,33,50.34,0.66,0.66,2022-01-11
53554,37,45.78,0.81,0.81,2022-01-11
53556,93,104.98,0.89,0.89,2022-01-11
53557,15,13.83,1.08,1.08,2022-01-11
53558,321,488.94,0.66,0.66,2022-01-11
53559,157,250.41,0.63,0.63,2022-01-11
53560,64,146.7,0.44,0.44,2022-01-11
53561,71,78.28,0.91,0.91,2022-01-11
53562,551,1046.43,0.53,0.53,2022-01-11
53563,451,450.96,1.0,1.0,2022-01-11
53565,137,185.64,0.74,0.74,2022-01-11
53555,344,346.81,0.99,0.99,2022-01-11
53599,0,1.99,0.0,0.0,2022-01-11
53572,346,423.54,0.82,0.82,2022-01-11
53703,1302,1381.44,0.94,0.94,2022-01-11
53813,245,233.92,1.05,1.05,2022-01-11
53816,34,33.42,1.02,1.02,2022-01-11
53817,3,6.6,0.45,0.45,2022-01-11
53818,444,642.88,0.69,0.69,2022-01-11
53820,74,88.81,0.83,0.83,2022-01-11
53821,320,320.19,1.0,1.0,2022-01-11
53825,20,22.69,0.88,0.88,2022-01-11
53826,35,51.97,0.67,0.67,2022-01-11
53827,0,10.37,0.0,0.0,2022-01-11
53901,655,586.14,1.12,1.12,2022-01-11
53910,90,132.92,0.68,0.68,2022-01-11
53911,64,49.15,1.3,1.3,2022-01-11
53913,944,826.46,1.14,1.14,2022-01-11
53916,1035,896.11,1.15,1.16,2022-01-11
53919,105,109.71,0.96,0.96,2022-01-11
53920,18,15.62,1.15,1.15,2022-01-11
53922,44,34.29,1.28,1.28,2022-01-11
53923,56,84.99,0.66,0.66,2022-01-11
53924,36,57.1,0.63,0.63,2022-01-11
53925,437,312.24,1.4,1.4,2022-01-11
53702,0,6.76,0.0,0.0,2022-01-11
53811,87,131.01,0.66,0.66,2022-01-11
53810,13,14.82,0.88,0.88,2022-01-11
53926,27,66.16,0.41,0.41,2022-01-11
53704,1455,1831.41,0.79,0.79,2022-01-11
53705,475,1018.94,0.47,0.47,2022-01-11
53706,91,242.27,0.38,0.38,2022-01-11
53711,1192,1989.24,0.6,0.6,2022-01-11
53713,882,884.31,1.0,1.0,2022-01-11
53714,525,641.61,0.82,0.82,2022-01-11
53809,151,168.72,0.89,0.89,2022-01-11
53716,454,734.31,0.62,0.62,2022-01-11
53717,250,506.55,0.49,0.49,2022-01-11
53718,445,586.81,0.76,0.76,2022-01-11
53719,649,1251.15,0.52,0.52,2022-01-11
53715,409,536.75,0.76,0.76,2022-01-11
53801,26,34.21,0.76,0.76,2022-01-11
53802,0,1.75,0.0,0.0,2022-01-11
53803,52,48.12,1.08,1.08,2022-01-11
53804,50,53.01,0.94,0.94,2022-01-11
53805,232,203.37,1.14,1.14,2022-01-11
53806,76,67.95,1.12,1.12,2022-01-11
53807,126,201.74,0.62,0.62,2022-01-11
53808,29,48.72,0.6,0.6,2022-01-11
53726,142,223.0,0.64,0.64,2022-01-11
54524,24,25.9,0.93,0.93,2022-01-12
54521,302,324.11,0.93,0.93,2022-01-12
54520,157,175.79,0.89,0.89,2022-01-12
54513,12,16.15,0.74,0.74,2022-01-12
54517,0,4.3,0.0,0.0,2022-01-12
54515,14,18.36,0.76,0.76,2022-01-12
54514,43,73.4,0.59,0.59,2022-01-12
54519,27,51.93,0.52,0.52,2022-01-12
54525,0,10.12,0.0,0.0,2022-01-12
54540,16,37.54,0.43,0.43,2022-01-12
54527,52,35.12,1.48,1.48,2022-01-12
54529,31,49.18,0.63,0.63,2022-01-12
54530,50,34.1,1.47,1.47,2022-01-12
54531,34,56.68,0.6,0.6,2022-01-12
54534,60,93.36,0.64,0.64,2022-01-12
54536,0,6.93,0.0,0.0,2022-01-12
54537,21,20.29,1.04,1.04,2022-01-12
54538,81,121.36,0.67,0.67,2022-01-12
54539,28,51.85,0.54,0.54,2022-01-12
54512,26,35.45,0.73,0.73,2022-01-12
54526,36,30.08,1.2,1.2,2022-01-12
54511,37,50.53,0.73,0.73,2022-01-12
54486,59,78.57,0.75,0.75,2022-01-12
54499,96,122.3,0.78,0.78,2022-01-12
54471,100,72.95,1.37,1.37,2022-01-12
54473,83,108.82,0.76,0.76,2022-01-12
54474,339,158.78,2.14,2.14,2022-01-12
54475,73,64.55,1.13,1.13,2022-01-12
54476,1180,779.74,1.51,1.52,2022-01-12
54479,179,163.0,1.1,1.1,2022-01-12
54480,55,57.79,0.95,0.95,2022-01-12
54481,1121,1172.75,0.96,0.96,2022-01-12
54482,377,409.44,0.92,0.92,2022-01-12
54501,612,818.06,0.75,0.75,2022-01-12
54484,223,209.48,1.06,1.06,2022-01-12
54487,216,388.91,0.56,0.55,2022-01-12
54488,32,49.84,0.64,0.64,2022-01-12
54489,61,68.04,0.9,0.9,2022-01-12
54490,14,31.23,0.45,0.45,2022-01-12
54491,27,63.73,0.42,0.42,2022-01-12
54493,11,24.59,0.45,0.45,2022-01-12
54494,1446,1089.26,1.33,1.33,2022-01-12
54495,438,300.26,1.46,1.46,2022-01-12
54498,60,97.22,0.62,0.62,2022-01-12
54485,0,15.57,0.0,0.0,2022-01-12
54541,63,53.57,1.18,1.18,2022-01-12
54636,891,597.85,1.49,1.49,2022-01-12
54545,16,33.12,0.48,0.48,2022-01-12
54613,42,68.16,0.62,0.62,2022-01-12
54614,126,109.27,1.15,1.15,2022-01-12
54615,517,431.66,1.2,1.2,2022-01-12
54616,85,108.61,0.78,0.78,2022-01-12
54618,115,94.22,1.22,1.22,2022-01-12
54619,93,159.68,0.58,0.58,2022-01-12
54621,55,60.08,0.92,0.92,2022-01-12
54622,62,77.13,0.8,0.8,2022-01-12
54623,90,87.79,1.03,1.03,2022-01-12
54612,187,207.47,0.9,0.9,2022-01-12
54624,47,58.28,0.81,0.81,2022-01-12
54626,37,54.92,0.67,0.67,2022-01-12
54627,98,69.96,1.4,1.4,2022-01-12
54628,27,40.41,0.67,0.67,2022-01-12
54629,85,106.81,0.8,0.8,2022-01-12
54630,174,171.03,1.02,1.02,2022-01-12
54631,56,69.92,0.8,0.8,2022-01-12
54632,27,46.4,0.58,0.58,2022-01-12
54634,93,183.7,0.51,0.51,2022-01-12
54635,54,73.53,0.73,0.73,2022-01-12
54625,0,9.84,0.0,0.0,2022-01-12
54542,0,16.48,0.0,0.0,2022-01-12
54611,40,46.81,0.85,0.85,2022-01-12
54603,736,577.48,1.27,1.28,2022-01-12
54546,23,45.86,0.5,0.5,2022-01-12
54547,23,55.94,0.41,0.41,2022-01-12
54548,108,198.9,0.54,0.54,2022-01-12
54550,10,26.8,0.37,0.37,2022-01-12
54552,157,166.85,0.94,0.94,2022-01-12
54554,25,42.75,0.58,0.58,2022-01-12
54555,200,195.75,1.02,1.02,2022-01-12
54556,41,47.5,0.86,0.86,2022-01-12
54557,13,34.35,0.38,0.38,2022-01-12
54610,47,67.58,0.7,0.7,2022-01-12
54558,60,81.97,0.73,0.73,2022-01-12
54560,23,23.28,0.99,0.99,2022-01-12
54562,47,76.15,0.62,0.62,2022-01-12
54563,28,32.01,0.87,0.87,2022-01-12
54564,5,16.19,0.31,0.31,2022-01-12
54565,0,1.6,0.0,0.0,2022-01-12
54566,80,51.6,1.55,1.55,2022-01-12
54568,135,209.39,0.64,0.64,2022-01-12
54601,2107,2065.16,1.02,1.02,2022-01-12
54559,6,36.6,0.16,0.16,2022-01-12
54470,66,83.69,0.79,0.79,2022-01-12
54165,257,313.17,0.82,0.82,2022-01-12
54467,662,577.89,1.15,1.15,2022-01-12
54227,53,63.98,0.83,0.83,2022-01-12
54228,93,113.49,0.82,0.82,2022-01-12
54229,191,207.63,0.92,0.92,2022-01-12
54230,118,194.27,0.61,0.61,2022-01-12
54232,26,34.43,0.76,0.76,2022-01-12
54234,103,67.38,1.53,1.53,2022-01-12
54235,813,690.19,1.18,1.18,2022-01-12
54241,598,574.37,1.04,1.04,2022-01-12
54245,64,84.68,0.76,0.76,2022-01-12
54220,1553,1598.75,0.97,0.97,2022-01-12
54246,19,34.84,0.55,0.55,2022-01-12
54301,1089,881.22,1.24,1.24,2022-01-12
54302,1151,1296.48,0.89,0.89,2022-01-12
54303,1235,1123.65,1.1,1.1,2022-01-12
54304,1298,1119.51,1.16,1.16,2022-01-12
54307,25,48.08,0.52,0.52,2022-01-12
54311,1511,1487.31,1.02,1.02,2022-01-12
54313,1981,1591.74,1.24,1.25,2022-01-12
54401,1674,1252.06,1.34,1.34,2022-01-12
54403,1303,1005.16,1.3,1.3,2022-01-12
54247,74,81.48,0.91,0.91,2022-01-12
54217,295,298.41,0.99,0.99,2022-01-12
54216,204,255.99,0.8,0.8,2022-01-12
54214,4,10.53,0.38,0.38,2022-01-12
54637,0,7.99,0.0,0.0,2022-01-12
54166,647,681.17,0.95,0.95,2022-01-12
54169,84,113.77,0.74,0.74,2022-01-12
54170,142,145.87,0.97,0.97,2022-01-12
54171,190,150.58,1.26,1.26,2022-01-12
54173,182,181.4,1.0,1.0,2022-01-12
54174,94,123.28,0.76,0.76,2022-01-12
54175,32,38.36,0.83,0.83,2022-01-12
54177,90,114.14,0.79,0.79,2022-01-12
54180,112,143.04,0.78,0.78,2022-01-12
54201,150,210.5,0.71,0.71,2022-01-12
54202,67,52.95,1.27,1.27,2022-01-12
54204,82,65.9,1.24,1.24,2022-01-12
54205,60,86.07,0.7,0.7,2022-01-12
54207,0,5.98,0.0,0.0,2022-01-12
54208,215,263.99,0.81,0.81,2022-01-12
54209,51,54.35,0.94,0.94,2022-01-12
54210,17,31.07,0.55,0.55,2022-01-12
54211,0,10.62,0.0,0.0,2022-01-12
54212,34,42.42,0.8,0.8,2022-01-12
54213,77,55.21,1.39,1.39,2022-01-12
54405,88,125.46,0.7,0.7,2022-01-12
54469,74,70.37,1.05,1.05,2022-01-12
54406,148,140.29,1.05,1.05,2022-01-12
54408,46,40.86,1.13,1.13,2022-01-12
54442,32,47.54,0.67,0.67,2022-01-12
54443,109,87.79,1.24,1.24,2022-01-12
54446,65,126.73,0.51,0.51,2022-01-12
54447,8,17.99,0.44,0.44,2022-01-12
54448,199,180.17,1.1,1.1,2022-01-12
54449,1367,1048.16,1.3,1.31,2022-01-12
54450,6,18.65,0.32,0.32,2022-01-12
54451,375,467.4,0.8,0.8,2022-01-12
54452,682,754.41,0.9,0.9,2022-01-12
54441,54,37.83,1.43,1.43,2022-01-12
54454,47,55.41,0.85,0.85,2022-01-12
54456,203,241.73,0.84,0.84,2022-01-12
54457,457,334.23,1.37,1.37,2022-01-12
54458,0,4.02,0.0,0.0,2022-01-12
54459,24,50.74,0.47,0.47,2022-01-12
54460,75,108.77,0.69,0.69,2022-01-12
54462,1,14.63,0.068,0.068,2022-01-12
54463,32,24.43,1.31,1.31,2022-01-12
54465,5,20.29,0.25,0.25,2022-01-12
54466,139,113.16,1.23,1.23,2022-01-12
54455,985,744.86,1.32,1.32,2022-01-12
54440,147,121.4,1.21,1.21,2022-01-12
54437,66,124.96,0.53,0.53,2022-01-12
54436,57,98.2,0.58,0.58,2022-01-12
54409,457,528.71,0.86,0.86,2022-01-12
54410,109,106.32,1.03,1.03,2022-01-12
54411,175,214.19,0.82,0.82,2022-01-12
54412,105,83.45,1.26,1.26,2022-01-12
54413,0,6.11,0.0,0.0,2022-01-12
54414,124,144.27,0.86,0.86,2022-01-12
54416,57,73.12,0.78,0.78,2022-01-12
54417,0,1.6,0.0,0.0,2022-01-12
54418,35,39.59,0.88,0.88,2022-01-12
54420,55,51.97,1.06,1.06,2022-01-12
54421,115,150.37,0.76,0.76,2022-01-12
54422,23,53.53,0.43,0.43,2022-01-12
54423,102,96.19,1.06,1.06,2022-01-12
54424,46,62.75,0.73,0.73,2022-01-12
54425,51,85.86,0.59,0.59,2022-01-12
54426,179,185.79,0.96,0.96,2022-01-12
54427,32,48.57,0.66,0.66,2022-01-12
54428,20,41.23,0.49,0.49,2022-01-12
54430,0,6.39,0.0,0.0,2022-01-12
54433,43,76.4,0.56,0.56,2022-01-12
54435,55,83.28,0.66,0.66,2022-01-12
54407,49,60.17,0.81,0.81,2022-01-12
54638,54,68.86,0.78,0.78,2022-01-12
54836,24,43.44,0.55,0.55,2022-01-12
54642,82,88.04,0.93,0.93,2022-01-12
54871,132,123.04,1.07,1.07,2022-01-12
54872,87,109.92,0.79,0.79,2022-01-12
54873,55,119.06,0.46,0.46,2022-01-12
54874,64,159.84,0.4,0.4,2022-01-12
54875,33,43.44,0.76,0.76,2022-01-12
54876,60,53.98,1.11,1.11,2022-01-12
54880,646,1226.03,0.53,0.53,2022-01-12
54888,46,53.4,0.86,0.86,2022-01-12
54889,113,108.53,1.04,1.04,2022-01-12
54870,50,63.45,0.79,0.79,2022-01-12
54891,77,139.35,0.55,0.55,2022-01-12
54895,36,39.76,0.91,0.91,2022-01-12
54896,53,58.49,0.91,0.91,2022-01-12
54901,1805,1548.91,1.17,1.17,2022-01-12
54902,1287,918.68,1.4,1.4,2022-01-12
54904,1137,881.88,1.29,1.29,2022-01-12
54909,53,87.67,0.6,0.6,2022-01-12
54911,1050,1079.88,0.97,0.97,2022-01-12
54913,804,881.59,0.91,0.91,2022-01-12
54914,1176,1266.03,0.93,0.93,2022-01-12
54893,114,151.89,0.75,0.75,2022-01-12
54915,1598,1776.87,0.9,0.9,2022-01-12
54868,680,624.9,1.09,1.09,2022-01-12
54865,6,18.07,0.33,0.33,2022-01-12
54841,0,11.6,0.0,0.0,2022-01-12
54842,0,6.64,0.0,0.0,2022-01-12
54843,437,483.22,0.9,0.9,2022-01-12
54844,0,10.9,0.0,0.0,2022-01-12
54845,6,5.08,1.18,1.18,2022-01-12
54846,1,20.33,0.049,0.049,2022-01-12
54847,37,85.37,0.43,0.43,2022-01-12
54848,202,236.24,0.86,0.85,2022-01-12
54849,28,70.99,0.39,0.39,2022-01-12
54867,6,17.71,0.34,0.34,2022-01-12
54850,0,9.71,0.0,0.0,2022-01-12
54854,4,40.08,0.1,0.1,2022-01-12
54855,8,35.9,0.22,0.22,2022-01-12
54856,42,67.09,0.63,0.63,2022-01-12
54857,0,2.42,0.0,0.0,2022-01-12
54858,50,68.53,0.73,0.73,2022-01-12
54859,51,72.54,0.7,0.7,2022-01-12
54861,0,8.4,0.0,0.0,2022-01-12
54862,2,8.98,0.22,0.22,2022-01-12
54864,13,51.19,0.25,0.25,2022-01-12
54853,161,168.53,0.96,0.96,2022-01-12
54921,38,44.96,0.85,0.85,2022-01-12
54922,37,55.21,0.67,0.67,2022-01-12
54923,351,367.56,0.95,0.95,2022-01-12
54962,34,46.89,0.73,0.73,2022-01-12
54963,377,289.48,1.3,1.3,2022-01-12
54964,46,39.88,1.15,1.15,2022-01-12
54965,39,55.41,0.7,0.7,2022-01-12
54966,46,81.11,0.57,0.57,2022-01-12
54967,16,14.47,1.11,1.11,2022-01-12
54968,85,112.22,0.76,0.76,2022-01-12
54970,101,156.73,0.64,0.64,2022-01-12
54971,361,438.42,0.82,0.82,2022-01-12
54961,511,557.48,0.92,0.92,2022-01-12
54974,74,61.89,1.2,1.2,2022-01-12
54979,72,53.77,1.34,1.34,2022-01-12
54980,3,4.47,0.67,0.67,2022-01-12
54981,622,623.34,1.0,1.0,2022-01-12
54982,183,285.13,0.64,0.64,2022-01-12
54983,150,182.18,0.82,0.82,2022-01-12
54984,76,127.91,0.59,0.59,2022-01-12
54985,0,42.34,0.0,0.0,2022-01-12
54986,216,216.57,1.0,1.0,2022-01-12
54162,393,374.07,1.05,1.05,2022-01-12
54977,41,61.56,0.67,0.67,2022-01-12
54960,67,102.18,0.66,0.66,2022-01-12
54956,1883,1804.87,1.04,1.04,2022-01-12
54952,919,1109.51,0.83,0.83,2022-01-12
54927,12,19.26,0.62,0.62,2022-01-12
54928,6,16.56,0.36,0.36,2022-01-12
54929,259,355.46,0.73,0.73,2022-01-12
54930,23,70.08,0.33,0.33,2022-01-12
54931,0,11.07,0.0,0.0,2022-01-12
54932,76,51.48,1.48,1.48,2022-01-12
54933,0,15.66,0.0,0.0,2022-01-12
54934,2,19.26,0.1,0.1,2022-01-12
54935,2428,1727.77,1.41,1.41,2022-01-12
54937,1037,810.11,1.28,1.28,2022-01-12
54940,117,167.75,0.7,0.7,2022-01-12
54941,78,94.8,0.82,0.82,2022-01-12
54942,390,409.28,0.95,0.95,2022-01-12
54943,41,81.64,0.5,0.5,2022-01-12
54944,317,370.47,0.86,0.86,2022-01-12
54945,104,136.81,0.76,0.76,2022-01-12
54946,0,3.65,0.0,0.0,2022-01-12
54947,111,95.58,1.16,1.16,2022-01-12
54948,1,9.84,0.1,0.1,2022-01-12
54949,119,138.49,0.86,0.86,2022-01-12
54950,98,113.65,0.86,0.86,2022-01-12
54840,211,179.97,1.17,1.17,2022-01-12
54639,68,110.99,0.61,0.61,2022-01-12
54839,6,10.29,0.58,0.58,2022-01-12
54837,138,153.78,0.9,0.9,2022-01-12
54703,1967,1787.86,1.1,1.1,2022-01-12
54720,379,317.35,1.19,1.19,2022-01-12
54721,52,54.67,0.95,0.95,2022-01-12
54722,159,157.96,1.01,1.01,2022-01-12
54723,54,46.6,1.16,1.16,2022-01-12
54724,272,304.15,0.89,0.89,2022-01-12
54725,117,117.46,1.0,1.0,2022-01-12
54726,60,73.45,0.82,0.82,2022-01-12
54727,160,207.75,0.77,0.77,2022-01-12
54701,1674,1675.23,1.0,1.0,2022-01-12
54728,198,255.05,0.78,0.78,2022-01-12
54730,194,200.42,0.97,0.97,2022-01-12
54731,30,29.55,1.02,1.02,2022-01-12
54732,98,122.5,0.8,0.8,2022-01-12
54733,43,48.4,0.89,0.89,2022-01-12
54734,24,33.61,0.71,0.71,2022-01-12
54736,166,171.07,0.97,0.97,2022-01-12
54737,5,21.76,0.23,0.23,2022-01-12
54738,117,134.19,0.87,0.87,2022-01-12
54739,229,220.87,1.04,1.04,2022-01-12
54729,1329,1340.79,0.99,0.99,2022-01-12
54740,72,81.52,0.88,0.88,2022-01-12
54670,55,70.66,0.78,0.78,2022-01-12
54667,195,197.47,0.99,0.99,2022-01-12
54643,0,0.12,0.0,0.0,2022-01-12
54644,35,66.44,0.53,0.53,2022-01-12
54645,0,3.28,0.0,0.0,2022-01-12
54646,154,170.62,0.9,0.9,2022-01-12
54648,43,69.84,0.62,0.62,2022-01-12
54650,1227,1008.32,1.22,1.22,2022-01-12
54651,33,59.55,0.55,0.55,2022-01-12
54652,33,47.13,0.7,0.7,2022-01-12
54653,64,39.96,1.6,1.6,2022-01-12
54669,349,323.99,1.08,1.08,2022-01-12
54654,2,4.06,0.49,0.49,2022-01-12
54656,852,724.21,1.18,1.18,2022-01-12
54657,0,15.41,0.0,0.0,2022-01-12
54658,94,106.48,0.88,0.88,2022-01-12
54659,36,54.18,0.66,0.66,2022-01-12
54660,694,651.13,1.07,1.07,2022-01-12
54661,163,152.38,1.07,1.07,2022-01-12
54664,56,68.24,0.82,0.82,2022-01-12
54665,297,333.5,0.89,0.89,2022-01-12
54666,97,114.18,0.85,0.85,2022-01-12
54655,68,74.43,0.91,0.91,2022-01-12
54741,42,79.96,0.53,0.53,2022-01-12
54742,163,206.28,0.79,0.79,2022-01-12
54745,71,80.66,0.88,0.88,2022-01-12
54801,233,270.22,0.86,0.86,2022-01-12
54805,54,59.88,0.9,0.9,2022-01-12
54806,203,468.87,0.43,0.43,2022-01-12
54810,101,94.35,1.07,1.07,2022-01-12
54812,271,229.15,1.18,1.18,2022-01-12
54813,17,25.86,0.66,0.66,2022-01-12
54814,25,111.4,0.22,0.22,2022-01-12
54817,70,84.59,0.83,0.83,2022-01-12
54819,85,93.49,0.91,0.91,2022-01-12
54773,121,140.95,0.86,0.86,2022-01-12
54820,3,35.99,0.083,0.083,2022-01-12
54822,160,186.89,0.86,0.86,2022-01-12
54824,106,90.5,1.17,1.17,2022-01-12
54826,18,30.04,0.6,0.6,2022-01-12
54827,0,11.84,0.0,0.0,2022-01-12
54828,21,28.73,0.73,0.73,2022-01-12
54829,183,209.11,0.88,0.88,2022-01-12
54830,72,115.05,0.63,0.63,2022-01-12
54832,5,14.18,0.35,0.35,2022-01-12
54835,14,35.74,0.39,0.39,2022-01-12
54821,29,48.28,0.6,0.6,2022-01-12
54772,62,43.77,1.42,1.42,2022-01-12
54771,135,179.39,0.75,0.75,2022-01-12
54770,75,88.2,0.85,0.85,2022-01-12
54746,32,29.76,1.08,1.08,2022-01-12
54747,98,103.0,0.95,0.95,2022-01-12
54748,51,41.85,1.22,1.22,2022-01-12
54749,63,56.56,1.11,1.11,2022-01-12
54750,41,41.11,1.0,1.0,2022-01-12
54751,991,1066.07,0.93,0.93,2022-01-12
54754,46,76.56,0.6,0.6,2022-01-12
