ID,RR_C,RR_L,date
54217,1.3,0.99,2022-01-01
54241,1.3,1.58,2022-01-01
54422,1.3,1.3,2022-01-01
54160,1.3,0.0,2022-01-01
53572,1.3,1.28,2022-01-01
53029,1.3,1.78,2022-01-01
53517,1.3,1.77,2022-01-01
53593,1.3,1.02,2022-01-01
53523,1.3,0.82,2022-01-01
53021,1.3,1.14,2022-01-01
54656,1.3,1.01,2022-01-01
54421,1.3,0.93,2022-01-01
53015,1.3,0.96,2022-01-01
53085,1.3,1.03,2022-01-01
54615,1.3,1.7,2022-01-01
54247,1.3,1.71,2022-01-01
53540,1.3,0.0,2022-01-01
54227,1.3,1.36,2022-01-01
53031,1.3,0.0,2022-01-01
53556,1.3,0.64,2022-01-01
54311,1.3,1.38,2022-01-01
54639,1.3,0.63,2022-01-01
53063,1.3,1.27,2022-01-01
54456,1.3,0.94,2022-01-01
54488,1.3,0.0,2022-01-01
53581,1.3,0.43,2022-01-01
53558,1.3,1.11,2022-01-01
53095,1.3,1.49,2022-01-01
54446,1.3,0.14,2022-01-01
53013,1.3,1.02,2022-01-01
54411,1.3,0.65,2022-01-01
54754,1.3,1.37,2022-01-01
53080,1.3,1.49,2022-01-01
53017,1.3,1.07,2022-01-01
53589,1.3,1.33,2022-01-01
54174,1.3,0.57,2022-01-01
53549,1.3,0.78,2022-01-01
53069,1.3,2.49,2022-01-01
53575,1.3,0.94,2022-01-01
54214,1.3,0.0,2022-01-01
54405,1.3,1.25,2022-01-01
53044,1.3,2.01,2022-01-01
54208,1.3,0.53,2022-01-01
54101,1.3,0.94,2022-01-01
54664,1.3,1.02,2022-01-01
53083,1.3,0.85,2022-01-01
53076,1.3,1.44,2022-01-01
53033,1.3,2.16,2022-01-01
54220,1.3,1.5,2022-01-01
53066,1.3,1.77,2022-01-01
54154,1.3,0.9,2022-01-01
54430,1.3,0.0,2022-01-01
54619,1.3,0.44,2022-01-01
53037,1.3,1.36,2022-01-01
54141,1.3,1.51,2022-01-01
53061,1.3,1.64,2022-01-01
53711,1.3,1.29,2022-01-01
53529,1.3,0.62,2022-01-01
53939,1.3,0.0,2022-01-01
54971,1.3,1.27,2022-01-01
54977,1.3,1.13,2022-01-01
54986,1.3,1.13,2022-01-01
53934,1.3,0.97,2022-01-01
54467,1.3,2.29,2022-01-01
54980,1.3,0.0,2022-01-01
54963,1.3,1.81,2022-01-01
53952,1.3,0.53,2022-01-01
53936,1.3,0.0,2022-01-01
53946,1.3,0.52,2022-01-01
54983,1.3,1.24,2022-01-01
53947,1.3,0.0,2022-01-01
54406,1.3,1.74,2022-01-01
54934,1.3,0.0,2022-01-01
53953,1.3,0.0,2022-01-01
54941,1.3,1.1,2022-01-01
54921,1.3,0.0,2022-01-01
53949,1.3,0.98,2022-01-01
54946,1.3,0.0,2022-01-01
54981,1.3,1.26,2022-01-01
54968,1.3,0.93,2022-01-01
54940,1.3,0.94,2022-01-01
54923,1.3,1.47,2022-01-01
53926,1.3,0.0,2022-01-01
53930,1.3,0.93,2022-01-01
54945,1.3,1.4,2022-01-01
53923,1.3,0.2,2022-01-01
54482,1.3,1.79,2022-01-01
53935,1.3,0.0,2022-01-01
54481,1.3,1.61,2022-01-01
54961,1.3,1.22,2022-01-01
53919,1.3,0.92,2022-01-01
54469,1.3,1.24,2022-01-01
54949,1.3,1.39,2022-01-01
54931,1.3,0.0,2022-01-01
53910,1.3,1.02,2022-01-01
54904,1.3,1.64,2022-01-01
54927,1.3,0.0,2022-01-01
54457,1.3,1.15,2022-01-01
54962,1.3,1.49,2022-01-01
54407,1.3,1.16,2022-01-01
53931,1.3,0.0,2022-01-01
54613,1.3,0.51,2022-01-01
54947,1.3,1.64,2022-01-01
54964,1.3,0.87,2022-01-01
54458,1.3,0.0,2022-01-01
54494,1.3,1.54,2022-01-01
53920,1.3,0.0,2022-01-01
54423,1.3,1.99,2022-01-01
54967,1.3,4.82,2022-01-01
54909,1.3,0.8,2022-01-01
53220,2.95,2.48,2022-01-01
53110,2.95,2.81,2022-01-01
53218,2.95,3.36,2022-01-01
53221,2.95,2.52,2022-01-01
53209,2.95,3.63,2022-01-01
53214,2.95,2.53,2022-01-01
53219,2.95,2.46,2022-01-01
53235,2.95,2.35,2022-01-01
53213,2.95,3.08,2022-01-01
53207,2.95,2.4,2022-01-01
53226,2.95,3.01,2022-01-01
53216,2.95,3.96,2022-01-01
53210,2.95,3.66,2022-01-01
53215,2.95,2.47,2022-01-01
53208,2.95,3.13,2022-01-01
53206,2.95,3.53,2022-01-01
53211,2.95,2.11,2022-01-01
53204,2.95,2.56,2022-01-01
53212,2.95,2.91,2022-01-01
53233,2.95,3.18,2022-01-01
53205,2.95,3.72,2022-01-01
54166,1.3,1.18,2022-01-01
53295,2.95,12.65,2022-01-01
53964,1.3,0.59,2022-01-01
53222,2.95,3.32,2022-01-01
53227,2.95,2.35,2022-01-01
54943,1.3,0.0,2022-01-01
54965,1.3,0.0,2022-01-01
54966,1.3,0.86,2022-01-01
54930,1.3,0.0,2022-01-01
54970,1.3,0.89,2022-01-01
54960,1.3,1.37,2022-01-01
54984,1.3,0.55,2022-01-01
54982,1.3,0.98,2022-01-01
53092,2.95,2.26,2022-01-01
53132,2.95,2.77,2022-01-01
53217,2.95,3.72,2022-01-01
53154,2.95,2.12,2022-01-01
53224,2.95,2.9,2022-01-01
53130,2.95,2.09,2022-01-01
53005,2.95,1.6,2022-01-01
53007,2.95,1.34,2022-01-01
53122,2.95,2.17,2022-01-01
53223,2.95,3.47,2022-01-01
53172,2.95,2.07,2022-01-01
53228,2.95,2.12,2022-01-01
53129,2.95,3.44,2022-01-01
53225,2.95,2.97,2022-01-01
53151,2.95,2.12,2022-01-01
53965,1.3,1.47,2022-01-01
53203,2.95,3.24,2022-01-01
53032,1.3,1.14,2022-01-01
54129,1.3,0.56,2022-01-01
53929,1.3,1.29,2022-01-01
53048,1.3,1.03,2022-01-01
53050,1.3,1.01,2022-01-01
53555,1.3,1.41,2022-01-01
54412,1.3,1.67,2022-01-01
53961,1.3,1.07,2022-01-01
54948,1.3,0.0,2022-01-01
53925,1.3,2.17,2022-01-01
54427,1.3,1.44,2022-01-01
53911,1.3,2.06,2022-01-01
54455,1.3,1.31,2022-01-01
53959,1.3,0.91,2022-01-01
54440,1.3,1.15,2022-01-01
54169,1.3,1.23,2022-01-01
54140,1.3,0.58,2022-01-01
54113,1.3,0.95,2022-01-01
54637,1.3,0.0,2022-01-01
54933,1.3,0.0,2022-01-01
54928,1.3,0.0,2022-01-01
54106,1.3,0.73,2022-01-01
53954,1.3,1.41,2022-01-01
53941,1.3,0.81,2022-01-01
54130,1.3,0.69,2022-01-01
54466,1.3,0.62,2022-01-01
53091,1.3,1.76,2022-01-01
54416,1.3,0.95,2022-01-01
54180,1.3,0.85,2022-01-01
53079,1.3,1.98,2022-01-01
53579,1.3,0.0,2022-01-01
54474,1.3,2.31,2022-01-01
54123,1.3,0.0,2022-01-01
54638,1.3,0.0,2022-01-01
54666,1.3,0.61,2022-01-01
54476,1.3,1.81,2022-01-01
54618,1.3,0.74,2022-01-01
53578,1.3,1.6,2022-01-01
53532,1.3,1.08,2022-01-01
53039,1.3,0.74,2022-01-01
54441,1.3,0.92,2022-01-01
53557,1.3,0.0,2022-01-01
53057,1.3,1.12,2022-01-01
53014,1.3,1.32,2022-01-01
53968,1.3,0.19,2022-01-01
53019,1.3,1.61,2022-01-01
53951,1.3,1.52,2022-01-01
53571,1.3,0.0,2022-01-01
54165,1.3,1.39,2022-01-01
54499,1.3,1.14,2022-01-01
53049,1.3,1.01,2022-01-01
53088,1.3,0.0,2022-01-01
53948,1.3,0.9,2022-01-01
54914,1.3,0.99,2022-01-01
54922,1.3,0.32,2022-01-01
53944,1.3,1.42,2022-01-01
53963,1.3,2.48,2022-01-01
54473,1.3,1.28,2022-01-01
53933,1.3,0.67,2022-01-01
54979,1.3,1.3,2022-01-01
53561,1.3,1.3,2022-01-01
54942,1.3,1.45,2022-01-01
53950,1.3,0.92,2022-01-01
54646,1.3,0.82,2022-01-01
53956,1.3,1.05,2022-01-01
54956,1.3,1.19,2022-01-01
54985,1.3,0.0,2022-01-01
54902,1.3,1.73,2022-01-01
54901,1.3,1.51,2022-01-01
54932,1.3,2.03,2022-01-01
54475,1.3,1.08,2022-01-01
54944,1.3,1.08,2022-01-01
54974,1.3,1.69,2022-01-01
53901,1.3,1.1,2022-01-01
54495,1.3,1.86,2022-01-01
54443,1.3,2.19,2022-01-01
53969,1.3,0.0,2022-01-01
54413,1.3,0.0,2022-01-01
54489,1.3,1.03,2022-01-01
53006,1.3,1.5,2022-01-01
54410,1.3,1.31,2022-01-01
54952,1.3,1.12,2022-01-01
54937,1.3,1.72,2022-01-01
54913,1.3,1.13,2022-01-01
54915,1.3,0.95,2022-01-01
53916,1.3,1.47,2022-01-01
53922,1.3,1.97,2022-01-01
54929,1.3,0.25,2022-01-01
54911,1.3,1.15,2022-01-01
54136,1.3,0.88,2022-01-01
54950,1.3,1.07,2022-01-01
54454,1.3,0.94,2022-01-01
54170,1.3,0.96,2022-01-01
54486,1.3,1.55,2022-01-01
53955,1.3,1.95,2022-01-01
53932,1.3,2.56,2022-01-01
53913,1.3,1.17,2022-01-01
53928,1.3,0.0,2022-01-01
53960,1.3,1.61,2022-01-01
53065,1.3,1.54,2022-01-01
54935,1.3,1.82,2022-01-01
53703,1.31,1.64,2022-01-02
54648,1.31,0.0,2022-01-02
54301,1.31,1.8,2022-01-02
53792,1.31,0.0,2022-01-02
53027,1.31,1.39,2022-01-02
54303,1.31,1.57,2022-01-02
54245,1.31,0.81,2022-01-02
54479,1.31,0.84,2022-01-02
54230,1.31,0.63,2022-01-02
53706,1.31,0.16,2022-01-02
53073,1.31,0.74,2022-01-02
54307,1.31,0.0,2022-01-02
54417,1.31,0.0,2022-01-02
53528,1.31,0.59,2022-01-02
54111,1.31,0.72,2022-01-02
54232,1.31,0.0,2022-01-02
54651,1.31,0.0,2022-01-02
54135,1.31,2.7,2022-01-02
53718,1.31,1.67,2022-01-02
54643,1.31,0.0,2022-01-02
53714,1.31,1.63,2022-01-02
53562,1.31,1.15,2022-01-02
54313,1.31,1.89,2022-01-02
53001,1.31,1.42,2022-01-02
54160,1.31,0.0,2022-01-02
53726,1.31,1.01,2022-01-02
53093,1.31,0.82,2022-01-02
53719,1.31,0.93,2022-01-02
53038,1.31,0.86,2022-01-02
53086,1.31,1.73,2022-01-02
54409,1.31,1.11,2022-01-02
53503,1.31,0.51,2022-01-02
53588,1.31,1.0,2022-01-02
53036,1.31,2.23,2022-01-02
54302,1.31,0.84,2022-01-02
53713,1.31,2.04,2022-01-02
53705,1.31,0.81,2022-01-02
53003,1.31,0.0,2022-01-02
53551,1.31,0.85,2022-01-02
53531,1.31,1.8,2022-01-02
53715,1.31,1.14,2022-01-02
53527,1.31,1.25,2022-01-02
53717,1.31,1.02,2022-01-02
53515,1.31,1.32,2022-01-02
53094,1.31,1.33,2022-01-02
53090,1.31,1.26,2022-01-02
54137,1.31,1.46,2022-01-02
53716,1.31,1.21,2022-01-02
54127,1.31,0.0,2022-01-02
54403,1.31,1.29,2022-01-02
54449,1.31,1.17,2022-01-02
54426,1.31,0.74,2022-01-02
53594,1.31,1.18,2022-01-02
53924,1.31,0.0,2022-01-02
53002,1.31,1.3,2022-01-02
54155,1.31,2.22,2022-01-02
53023,1.31,0.0,2022-01-02
53597,1.31,1.39,2022-01-02
53583,1.31,1.05,2022-01-02
54670,1.31,0.0,2022-01-02
54414,1.31,0.95,2022-01-02
53034,1.31,0.96,2022-01-02
54484,1.31,0.65,2022-01-02
54110,1.31,0.99,2022-01-02
54471,1.31,2.06,2022-01-02
54107,1.31,0.0,2022-01-02
54128,1.31,0.76,2022-01-02
53016,1.31,0.0,2022-01-02
53035,1.31,1.39,2022-01-02
53598,1.31,2.46,2022-01-02
54660,1.31,0.76,2022-01-02
53010,1.31,1.53,2022-01-02
53943,1.31,0.0,2022-01-02
54171,1.31,1.73,2022-01-02
53590,1.31,0.92,2022-01-02
54304,1.31,1.47,2022-01-02
53559,1.31,1.01,2022-01-02
53098,1.31,1.14,2022-01-02
54150,1.31,2.15,2022-01-02
53011,1.31,0.62,2022-01-02
53040,1.31,1.15,2022-01-02
53078,1.31,0.97,2022-01-02
53059,1.31,1.46,2022-01-02
54408,1.31,0.33,2022-01-02
53042,1.31,1.27,2022-01-02
54450,1.31,0.0,2022-01-02
54634,1.31,0.37,2022-01-02
53020,1.31,0.18,2022-01-02
54115,1.31,1.72,2022-01-02
53047,1.31,0.0,2022-01-02
54448,1.31,1.14,2022-01-02
54401,1.31,1.53,2022-01-02
53560,1.31,0.9,2022-01-02
54207,1.31,0.0,2022-01-02
54436,1.31,0.0,2022-01-02
53704,1.31,1.46,2022-01-02
54162,1.31,1.21,2022-01-02
54420,1.31,1.32,2022-01-02
54126,1.31,0.86,2022-01-02
53937,1.31,0.0,2022-01-02
53577,1.31,0.96,2022-01-02
53711,1.31,1.25,2022-01-02
53029,1.31,1.75,2022-01-02
53075,1.31,1.13,2022-01-02
54480,1.31,1.18,2022-01-02
53074,1.31,1.56,2022-01-02
54667,1.31,0.69,2022-01-02
53089,1.31,1.95,2022-01-02
54425,1.31,0.16,2022-01-02
53022,1.31,2.12,2022-01-02
54228,1.31,1.2,2022-01-02
53538,1.31,1.08,2022-01-02
54653,1.31,2.05,2022-01-02
54437,1.31,0.44,2022-01-02
54452,1.31,1.09,2022-01-02
53012,1.31,1.6,2022-01-02
54418,1.31,0.0,2022-01-02
53081,1.31,0.92,2022-01-02
53506,1.31,0.0,2022-01-02
53582,1.31,2.87,2022-01-02
53004,1.31,1.8,2022-01-02
53178,1.31,2.42,2022-01-02
54229,1.31,0.72,2022-01-02
53070,1.31,0.88,2022-01-02
53137,1.31,0.0,2022-01-02
53018,1.31,1.71,2022-01-02
54424,1.31,0.22,2022-01-02
53508,1.31,0.58,2022-01-02
54614,1.31,0.63,2022-01-02
53183,1.31,1.7,2022-01-02
53518,1.31,0.0,2022-01-02
53051,1.31,1.56,2022-01-02
54493,1.31,0.0,2022-01-02
54611,1.31,0.0,2022-01-02
54460,1.31,1.13,2022-01-02
53118,1.31,1.41,2022-01-02
53533,1.31,1.32,2022-01-02
53097,1.31,2.48,2022-01-02
54139,1.31,0.72,2022-01-02
53507,1.31,1.4,2022-01-02
53072,1.31,1.72,2022-01-02
53521,1.31,0.98,2022-01-02
53534,1.31,1.39,2022-01-02
53046,1.31,2.75,2022-01-02
53024,1.31,2.16,2022-01-02
54491,1.31,0.86,2022-01-02
53573,1.31,0.53,2022-01-02
54746,1.31,0.46,2022-01-02
54652,1.31,0.0,2022-01-02
54217,1.31,1.01,2022-01-02
54241,1.31,1.55,2022-01-02
54422,1.31,1.28,2022-01-02
53058,1.31,1.51,2022-01-02
53572,1.31,1.22,2022-01-02
53013,1.31,1.0,2022-01-02
53517,1.31,1.73,2022-01-02
53523,1.31,0.84,2022-01-02
53021,1.31,1.1,2022-01-02
54656,1.31,1.13,2022-01-02
54421,1.31,0.91,2022-01-02
53015,1.31,0.88,2022-01-02
53085,1.31,1.01,2022-01-02
54615,1.31,1.71,2022-01-02
54247,1.31,1.68,2022-01-02
54227,1.31,1.28,2022-01-02
53540,1.31,0.0,2022-01-02
54446,1.31,0.22,2022-01-02
53556,1.31,0.76,2022-01-02
54311,1.31,1.37,2022-01-02
54639,1.31,0.62,2022-01-02
53063,1.31,1.19,2022-01-02
54456,1.31,0.96,2022-01-02
54488,1.31,0.0,2022-01-02
53581,1.31,0.43,2022-01-02
53558,1.31,1.06,2022-01-02
53095,1.31,1.45,2022-01-02
54173,1.31,1.21,2022-01-02
53031,1.31,0.0,2022-01-02
54124,1.31,0.97,2022-01-02
54411,1.31,0.64,2022-01-02
54754,1.31,1.43,2022-01-02
53080,1.31,1.46,2022-01-02
53017,1.31,1.07,2022-01-02
53589,1.31,1.29,2022-01-02
54174,1.31,0.55,2022-01-02
53549,1.31,0.84,2022-01-02
53069,1.31,2.43,2022-01-02
53575,1.31,0.92,2022-01-02
54214,1.31,0.0,2022-01-02
54405,1.31,1.31,2022-01-02
53044,1.31,2.0,2022-01-02
54208,1.31,0.52,2022-01-02
54101,1.31,0.98,2022-01-02
54664,1.31,1.0,2022-01-02
53083,1.31,0.9,2022-01-02
53076,1.31,1.43,2022-01-02
53033,1.31,2.19,2022-01-02
54220,1.31,1.48,2022-01-02
53066,1.31,1.76,2022-01-02
54154,1.31,0.88,2022-01-02
54430,1.31,0.0,2022-01-02
54619,1.31,0.43,2022-01-02
53037,1.31,1.37,2022-01-02
54141,1.31,1.48,2022-01-02
53061,1.31,1.55,2022-01-02
53593,1.31,1.0,2022-01-02
53529,1.31,0.65,2022-01-02
54971,1.31,1.28,2022-01-02
54977,1.31,1.11,2022-01-02
54986,1.31,1.26,2022-01-02
53934,1.31,0.99,2022-01-02
54467,1.31,2.3,2022-01-02
54980,1.31,0.0,2022-01-02
54963,1.31,1.84,2022-01-02
53952,1.31,0.52,2022-01-02
53936,1.31,0.0,2022-01-02
54983,1.31,1.28,2022-01-02
53939,1.31,0.0,2022-01-02
54940,1.31,0.98,2022-01-02
54406,1.31,1.75,2022-01-02
54934,1.31,0.0,2022-01-02
53953,1.31,0.0,2022-01-02
54941,1.31,1.15,2022-01-02
54921,1.31,0.0,2022-01-02
53949,1.31,0.98,2022-01-02
54946,1.31,0.0,2022-01-02
54981,1.31,1.25,2022-01-02
54968,1.31,0.97,2022-01-02
54923,1.31,1.49,2022-01-02
53947,1.31,0.0,2022-01-02
54967,1.31,4.72,2022-01-02
53946,1.31,0.57,2022-01-02
53910,1.31,1.0,2022-01-02
53923,1.31,0.16,2022-01-02
54482,1.31,1.8,2022-01-02
53935,1.31,0.0,2022-01-02
54481,1.31,1.64,2022-01-02
54961,1.31,1.25,2022-01-02
53919,1.31,0.85,2022-01-02
54469,1.31,1.17,2022-01-02
54949,1.31,1.38,2022-01-02
54931,1.31,0.0,2022-01-02
54904,1.31,1.75,2022-01-02
53926,1.31,0.0,2022-01-02
53920,1.31,0.0,2022-01-02
54457,1.31,1.23,2022-01-02
54962,1.31,1.46,2022-01-02
54407,1.31,1.14,2022-01-02
53931,1.31,0.0,2022-01-02
54613,1.31,0.6,2022-01-02
54947,1.31,1.72,2022-01-02
54964,1.31,1.03,2022-01-02
54458,1.31,0.0,2022-01-02
54494,1.31,1.62,2022-01-02
53930,1.31,0.97,2022-01-02
54927,1.31,0.0,2022-01-02
54945,1.31,1.4,2022-01-02
53964,1.31,0.55,2022-01-02
54943,1.31,0.0,2022-01-02
53110,3.23,3.09,2022-01-02
53218,3.23,3.66,2022-01-02
53221,3.23,2.76,2022-01-02
53209,3.23,3.97,2022-01-02
53214,3.23,2.76,2022-01-02
53219,3.23,2.72,2022-01-02
53235,3.23,2.6,2022-01-02
53213,3.23,3.23,2022-01-02
53207,3.23,2.66,2022-01-02
53216,3.23,4.37,2022-01-02
53220,3.23,2.6,2022-01-02
53295,3.23,15.15,2022-01-02
53215,3.23,2.84,2022-01-02
53208,3.23,3.4,2022-01-02
53206,3.23,3.89,2022-01-02
53211,3.23,2.29,2022-01-02
53204,3.23,2.89,2022-01-02
53212,3.23,3.18,2022-01-02
53233,3.23,3.62,2022-01-02
53205,3.23,4.2,2022-01-02
53202,3.23,3.23,2022-01-02
54166,1.31,1.18,2022-01-02
53210,3.23,4.05,2022-01-02
54909,1.31,0.78,2022-01-02
53226,3.23,3.05,2022-01-02
53217,3.23,3.87,2022-01-02
54965,1.31,0.0,2022-01-02
54966,1.31,0.84,2022-01-02
54930,1.31,0.0,2022-01-02
54970,1.31,0.87,2022-01-02
54960,1.31,1.34,2022-01-02
54984,1.31,0.53,2022-01-02
54982,1.31,0.96,2022-01-02
53092,3.23,2.31,2022-01-02
53132,3.23,2.9,2022-01-02
53154,3.23,2.26,2022-01-02
53222,3.23,3.57,2022-01-02
53151,3.23,2.26,2022-01-02
53130,3.23,2.3,2022-01-02
53005,3.23,1.71,2022-01-02
53007,3.23,1.57,2022-01-02
53122,3.23,2.32,2022-01-02
53223,3.23,3.78,2022-01-02
53172,3.23,2.21,2022-01-02
53228,3.23,2.16,2022-01-02
53129,3.23,3.81,2022-01-02
53225,3.23,3.23,2022-01-02
53227,3.23,2.61,2022-01-02
53224,3.23,3.13,2022-01-02
54423,1.31,1.99,2022-01-02
53203,3.23,3.45,2022-01-02
53954,1.31,1.4,2022-01-02
54129,1.31,0.77,2022-01-02
53965,1.31,1.4,2022-01-02
53048,1.31,1.01,2022-01-02
53050,1.31,0.99,2022-01-02
53555,1.31,1.45,2022-01-02
54412,1.31,1.47,2022-01-02
53961,1.31,1.25,2022-01-02
54948,1.31,0.0,2022-01-02
53925,1.31,2.12,2022-01-02
54427,1.31,1.41,2022-01-02
53032,1.31,1.1,2022-01-02
53911,1.31,2.16,2022-01-02
53049,1.31,1.01,2022-01-02
53959,1.31,0.86,2022-01-02
54440,1.31,1.24,2022-01-02
54169,1.31,1.2,2022-01-02
54140,1.31,0.59,2022-01-02
54113,1.31,0.93,2022-01-02
54637,1.31,0.0,2022-01-02
54933,1.31,0.0,2022-01-02
54928,1.31,0.0,2022-01-02
54106,1.31,0.77,2022-01-02
54455,1.31,1.36,2022-01-02
54618,1.31,0.73,2022-01-02
53941,1.31,0.85,2022-01-02
54466,1.31,0.6,2022-01-02
53091,1.31,1.72,2022-01-02
54416,1.31,0.93,2022-01-02
54180,1.31,0.86,2022-01-02
53079,1.31,1.99,2022-01-02
53579,1.31,0.0,2022-01-02
54474,1.31,2.41,2022-01-02
54123,1.31,0.0,2022-01-02
54638,1.31,0.2,2022-01-02
54666,1.31,0.6,2022-01-02
54476,1.31,1.86,2022-01-02
54130,1.31,0.71,2022-01-02
53578,1.31,1.62,2022-01-02
53532,1.31,1.04,2022-01-02
53039,1.31,0.73,2022-01-02
54441,1.31,0.72,2022-01-02
53557,1.31,0.0,2022-01-02
53057,1.31,1.32,2022-01-02
53014,1.31,1.25,2022-01-02
53968,1.31,0.29,2022-01-02
53019,1.31,1.63,2022-01-02
53951,1.31,1.34,2022-01-02
53571,1.31,0.0,2022-01-02
54165,1.31,1.35,2022-01-02
54499,1.31,1.12,2022-01-02
53929,1.31,1.26,2022-01-02
53088,1.31,0.0,2022-01-02
53948,1.31,0.95,2022-01-02
