ID,Observed,Expected,OE,RR_L,date
53944,87,85.95,1.01,1.01,2022-01-12
54020,300,286.98,1.05,1.05,2022-01-12
54021,311,272.92,1.14,1.14,2022-01-12
54022,848,964.67,0.88,0.88,2022-01-12
54126,139,158.61,0.88,0.88,2022-01-12
54127,0,3.16,0.0,0.0,2022-01-12
54128,46,71.68,0.64,0.64,2022-01-12
54129,114,124.88,0.91,0.91,2022-01-12
54130,740,1058.93,0.7,0.7,2022-01-12
54135,219,136.56,1.6,1.6,2022-01-12
54136,206,258.12,0.8,0.8,2022-01-12
54137,25,46.89,0.53,0.53,2022-01-12
54138,27,36.68,0.74,0.74,2022-01-12
54125,0,20.74,0.0,0.0,2022-01-12
54139,64,132.01,0.48,0.48,2022-01-12
54141,124,92.5,1.34,1.34,2022-01-12
54143,609,610.06,1.0,1.0,2022-01-12
54149,40,48.44,0.83,0.83,2022-01-12
54150,43,44.55,0.97,0.97,2022-01-12
54151,63,132.71,0.47,0.47,2022-01-12
54153,200,289.11,0.69,0.69,2022-01-12
54154,174,231.81,0.75,0.75,2022-01-12
54155,400,302.02,1.32,1.32,2022-01-12
54156,14,66.23,0.21,0.21,2022-01-12
54140,266,393.01,0.68,0.68,2022-01-12
54124,109,140.99,0.77,0.77,2022-01-12
54123,10,10.78,0.93,0.93,2022-01-12
54121,68,123.82,0.55,0.55,2022-01-12
54023,161,171.77,0.94,0.94,2022-01-12
54024,167,194.6,0.86,0.86,2022-01-12
54025,325,298.13,1.09,1.09,2022-01-12
54026,104,82.71,1.26,1.26,2022-01-12
54027,46,42.83,1.07,1.07,2022-01-12
54028,120,100.33,1.2,1.2,2022-01-12
54082,63,67.83,0.93,0.93,2022-01-12
54101,141,111.6,1.26,1.26,2022-01-12
54102,14,31.72,0.44,0.44,2022-01-12
54103,3,19.3,0.16,0.16,2022-01-12
54104,21,48.32,0.43,0.43,2022-01-12
54106,164,214.43,0.76,0.76,2022-01-12
54107,69,148.37,0.47,0.46,2022-01-12
54110,150,221.11,0.68,0.68,2022-01-12
54111,54,94.39,0.57,0.57,2022-01-12
54112,95,96.27,0.99,0.99,2022-01-12
54113,122,146.6,0.83,0.83,2022-01-12
54114,184,215.79,0.85,0.85,2022-01-12
54115,2351,1871.26,1.26,1.26,2022-01-12
54119,0,28.57,0.0,0.0,2022-01-12
54120,0,10.21,0.0,0.0,2022-01-12
53930,72,56.27,1.28,1.28,2022-01-12
53929,104,108.49,0.96,0.96,2022-01-12
54017,974,737.53,1.32,1.32,2022-01-12
53926,27,68.24,0.4,0.4,2022-01-12
53572,351,436.86,0.8,0.8,2022-01-12
53573,85,127.83,0.66,0.66,2022-01-12
53574,107,157.26,0.68,0.68,2022-01-12
53575,445,670.39,0.66,0.66,2022-01-12
53576,79,94.27,0.84,0.84,2022-01-12
53577,50,56.85,0.88,0.88,2022-01-12
53578,286,261.2,1.09,1.1,2022-01-12
53579,71,72.34,0.98,0.98,2022-01-12
53580,5,24.43,0.2,0.2,2022-01-12
53570,126,100.25,1.26,1.26,2022-01-12
53581,244,409.11,0.6,0.6,2022-01-12
53583,238,246.53,0.97,0.97,2022-01-12
53585,69,87.63,0.79,0.79,2022-01-12
53586,64,93.49,0.68,0.68,2022-01-12
53587,26,48.61,0.53,0.53,2022-01-12
53588,120,163.86,0.73,0.73,2022-01-12
53589,642,826.92,0.78,0.78,2022-01-12
53590,1092,1656.5,0.66,0.66,2022-01-12
53593,577,970.36,0.59,0.59,2022-01-12
53594,203,208.94,0.97,0.97,2022-01-12
53582,52,47.71,1.09,1.09,2022-01-12
53597,636,796.96,0.8,0.8,2022-01-12
53569,33,51.93,0.64,0.64,2022-01-12
53565,140,191.48,0.73,0.73,2022-01-12
53928,4,4.55,0.88,0.88,2022-01-12
53543,59,71.23,0.83,0.83,2022-01-12
53544,22,33.94,0.65,0.65,2022-01-12
53545,887,951.18,0.93,0.93,2022-01-12
53546,1235,1237.14,1.0,1.0,2022-01-12
53548,723,788.68,0.92,0.92,2022-01-12
53549,387,422.8,0.92,0.92,2022-01-12
53550,42,50.0,0.84,0.84,2022-01-12
53551,337,354.77,0.95,0.95,2022-01-12
53566,657,621.42,1.06,1.06,2022-01-12
53553,25,24.67,1.01,1.01,2022-01-12
53555,363,357.72,1.01,1.01,2022-01-12
53556,96,108.28,0.89,0.89,2022-01-12
53557,17,14.26,1.19,1.19,2022-01-12
53558,329,504.32,0.65,0.65,2022-01-12
53559,157,258.29,0.61,0.61,2022-01-12
53560,67,151.32,0.44,0.44,2022-01-12
53561,75,80.74,0.93,0.93,2022-01-12
53562,570,1079.34,0.53,0.53,2022-01-12
53563,464,465.14,1.0,1.0,2022-01-12
53554,38,47.21,0.8,0.8,2022-01-12
53598,114,111.19,1.03,1.03,2022-01-12
53571,1,4.59,0.22,0.22,2022-01-12
53702,0,6.97,0.0,0.0,2022-01-12
53811,89,135.13,0.66,0.66,2022-01-12
53813,251,241.28,1.04,1.04,2022-01-12
53816,35,34.47,1.02,1.02,2022-01-12
53817,3,6.8,0.44,0.44,2022-01-12
53818,462,663.1,0.7,0.7,2022-01-12
53820,76,91.6,0.83,0.83,2022-01-12
53821,337,330.26,1.02,1.02,2022-01-12
53825,20,23.4,0.85,0.85,2022-01-12
53826,37,53.61,0.69,0.69,2022-01-12
53827,0,10.7,0.0,0.0,2022-01-12
53901,686,604.57,1.13,1.14,2022-01-12
53910,94,137.1,0.69,0.69,2022-01-12
53911,68,50.7,1.34,1.34,2022-01-12
53913,984,852.45,1.15,1.15,2022-01-12
53916,1079,924.3,1.17,1.17,2022-01-12
53919,110,113.16,0.97,0.97,2022-01-12
53920,19,16.11,1.18,1.18,2022-01-12
53922,47,35.37,1.33,1.33,2022-01-12
53923,58,87.67,0.66,0.66,2022-01-12
53924,36,58.9,0.61,0.61,2022-01-12
53599,0,2.05,0.0,0.0,2022-01-12
53810,13,15.29,0.85,0.85,2022-01-12
53809,153,174.02,0.88,0.88,2022-01-12
53925,459,322.06,1.43,1.43,2022-01-12
53703,1347,1424.89,0.95,0.95,2022-01-12
53704,1494,1889.0,0.79,0.79,2022-01-12
53705,498,1050.98,0.47,0.47,2022-01-12
53706,93,249.89,0.37,0.37,2022-01-12
53711,1238,2051.8,0.6,0.6,2022-01-12
53713,909,912.12,1.0,1.0,2022-01-12
53808,30,50.25,0.6,0.6,2022-01-12
53715,424,553.63,0.77,0.77,2022-01-12
53716,465,757.41,0.61,0.61,2022-01-12
53717,256,522.48,0.49,0.49,2022-01-12
53718,464,605.27,0.77,0.77,2022-01-12
53714,539,661.79,0.81,0.81,2022-01-12
53726,148,230.01,0.64,0.64,2022-01-12
53801,28,35.29,0.79,0.79,2022-01-12
53802,0,1.8,0.0,0.0,2022-01-12
53803,52,49.63,1.05,1.05,2022-01-12
53804,50,54.67,0.91,0.91,2022-01-12
53805,240,209.76,1.14,1.14,2022-01-12
53806,77,70.08,1.1,1.1,2022-01-12
53807,129,208.08,0.62,0.62,2022-01-12
53719,673,1290.5,0.52,0.52,2022-01-12
54521,313,335.28,0.93,0.93,2022-01-13
54520,161,181.84,0.89,0.89,2022-01-13
54519,28,53.72,0.52,0.52,2022-01-13
54512,27,36.67,0.74,0.74,2022-01-13
54515,13,18.99,0.68,0.68,2022-01-13
54514,43,75.93,0.57,0.57,2022-01-13
54513,12,16.7,0.72,0.72,2022-01-13
54517,0,4.45,0.0,0.0,2022-01-13
54524,25,26.8,0.93,0.93,2022-01-13
54539,30,53.63,0.56,0.56,2022-01-13
54526,38,31.12,1.22,1.22,2022-01-13
54527,52,36.34,1.43,1.43,2022-01-13
54529,34,50.88,0.67,0.67,2022-01-13
54530,51,35.28,1.45,1.45,2022-01-13
54531,35,58.64,0.6,0.6,2022-01-13
54534,67,96.58,0.69,0.69,2022-01-13
54536,0,7.17,0.0,0.0,2022-01-13
54537,22,20.99,1.05,1.05,2022-01-13
54538,88,125.54,0.7,0.7,2022-01-13
54511,39,52.28,0.75,0.75,2022-01-13
54525,0,10.47,0.0,0.0,2022-01-13
54501,636,846.26,0.75,0.75,2022-01-13
54485,1,16.11,0.062,0.062,2022-01-13
54498,60,100.57,0.6,0.6,2022-01-13
54470,68,86.58,0.79,0.79,2022-01-13
54471,105,75.47,1.39,1.39,2022-01-13
54473,86,112.57,0.76,0.76,2022-01-13
54474,346,164.25,2.11,2.11,2022-01-13
54475,75,66.78,1.12,1.12,2022-01-13
54476,1224,806.62,1.52,1.52,2022-01-13
54479,187,168.62,1.11,1.11,2022-01-13
54480,58,59.78,0.97,0.97,2022-01-13
54481,1144,1213.17,0.94,0.94,2022-01-13
54499,99,126.52,0.78,0.78,2022-01-13
54482,388,423.56,0.92,0.92,2022-01-13
54486,59,81.28,0.73,0.73,2022-01-13
54487,225,402.31,0.56,0.56,2022-01-13
54488,32,51.56,0.62,0.62,2022-01-13
54489,63,70.38,0.9,0.9,2022-01-13
54490,16,32.31,0.5,0.5,2022-01-13
54491,28,65.93,0.42,0.42,2022-01-13
54493,12,25.44,0.47,0.47,2022-01-13
54494,1482,1126.81,1.32,1.32,2022-01-13
54495,454,310.61,1.46,1.46,2022-01-13
54484,228,216.7,1.05,1.05,2022-01-13
54540,18,38.84,0.46,0.46,2022-01-13
54635,55,76.06,0.72,0.72,2022-01-13
54542,0,17.04,0.0,0.0,2022-01-13
54612,197,214.62,0.92,0.92,2022-01-13
54613,42,70.51,0.6,0.6,2022-01-13
54614,135,113.03,1.19,1.19,2022-01-13
54615,529,446.53,1.18,1.19,2022-01-13
54616,88,112.35,0.78,0.78,2022-01-13
54618,115,97.47,1.18,1.18,2022-01-13
54619,92,165.18,0.56,0.56,2022-01-13
54621,58,62.16,0.93,0.93,2022-01-13
54622,63,79.79,0.79,0.79,2022-01-13
54611,43,48.42,0.89,0.89,2022-01-13
54623,92,90.82,1.01,1.01,2022-01-13
54625,0,10.18,0.0,0.0,2022-01-13
54626,38,56.81,0.67,0.67,2022-01-13
54627,100,72.37,1.38,1.38,2022-01-13
54628,28,41.8,0.67,0.67,2022-01-13
54629,85,110.49,0.77,0.77,2022-01-13
54630,179,176.93,1.01,1.01,2022-01-13
54631,58,72.33,0.8,0.8,2022-01-13
54632,28,47.99,0.58,0.58,2022-01-13
54634,95,190.03,0.5,0.5,2022-01-13
54624,47,60.29,0.78,0.78,2022-01-13
54541,65,55.41,1.17,1.17,2022-01-13
54610,50,69.91,0.72,0.72,2022-01-13
54601,2226,2136.35,1.04,1.04,2022-01-13
54545,19,34.26,0.55,0.55,2022-01-13
54546,23,47.44,0.48,0.48,2022-01-13
54547,24,57.87,0.41,0.41,2022-01-13
54548,116,205.76,0.56,0.56,2022-01-13
54550,12,27.73,0.43,0.43,2022-01-13
54552,158,172.6,0.92,0.92,2022-01-13
54554,26,44.22,0.59,0.59,2022-01-13
54555,202,202.49,1.0,1.0,2022-01-13
54556,42,49.14,0.85,0.85,2022-01-13
54603,777,597.39,1.3,1.3,2022-01-13
54557,15,35.53,0.42,0.42,2022-01-13
54559,7,37.86,0.18,0.18,2022-01-13
54560,24,24.08,1.0,1.0,2022-01-13
54562,53,78.78,0.67,0.67,2022-01-13
54563,27,33.11,0.82,0.82,2022-01-13
54564,6,16.75,0.36,0.36,2022-01-13
54565,0,1.65,0.0,0.0,2022-01-13
54566,80,53.38,1.5,1.5,2022-01-13
54568,143,216.61,0.66,0.66,2022-01-13
54558,63,84.8,0.74,0.74,2022-01-13
54469,74,72.8,1.02,1.02,2022-01-13
54162,408,386.97,1.05,1.05,2022-01-13
54466,145,117.06,1.24,1.24,2022-01-13
54220,1611,1653.86,0.97,0.97,2022-01-13
54227,55,66.18,0.83,0.83,2022-01-13
54228,97,117.4,0.83,0.83,2022-01-13
54229,194,214.79,0.9,0.9,2022-01-13
54230,122,200.97,0.61,0.61,2022-01-13
54232,27,35.61,0.76,0.76,2022-01-13
54234,111,69.7,1.59,1.59,2022-01-13
54235,852,713.98,1.19,1.19,2022-01-13
54241,620,594.16,1.04,1.04,2022-01-13
54217,302,308.7,0.98,0.98,2022-01-13
54245,67,87.59,0.76,0.76,2022-01-13
54247,78,84.29,0.93,0.93,2022-01-13
54301,1124,911.6,1.23,1.23,2022-01-13
54302,1199,1341.17,0.89,0.89,2022-01-13
54303,1281,1162.38,1.1,1.1,2022-01-13
54304,1348,1158.1,1.16,1.16,2022-01-13
54307,25,49.73,0.5,0.5,2022-01-13
54311,1578,1538.58,1.03,1.03,2022-01-13
54313,2056,1646.61,1.25,1.25,2022-01-13
54401,1741,1295.21,1.34,1.35,2022-01-13
54246,20,36.04,0.55,0.55,2022-01-13
54216,214,264.82,0.81,0.81,2022-01-13
54214,5,10.9,0.46,0.46,2022-01-13
54213,79,57.11,1.38,1.38,2022-01-13
54636,938,618.46,1.52,1.52,2022-01-13
54165,268,323.96,0.83,0.83,2022-01-13
54166,674,704.65,0.96,0.96,2022-01-13
54169,89,117.7,0.76,0.76,2022-01-13
54170,147,150.89,0.97,0.97,2022-01-13
54171,205,155.77,1.32,1.32,2022-01-13
54173,189,187.65,1.01,1.01,2022-01-13
54174,100,127.53,0.78,0.78,2022-01-13
54175,34,39.68,0.86,0.86,2022-01-13
54177,90,118.08,0.76,0.76,2022-01-13
54180,114,147.97,0.77,0.77,2022-01-13
54201,159,217.76,0.73,0.73,2022-01-13
54202,70,54.78,1.28,1.28,2022-01-13
54204,85,68.18,1.25,1.25,2022-01-13
54205,63,89.04,0.71,0.71,2022-01-13
54207,0,6.19,0.0,0.0,2022-01-13
54208,222,273.08,0.81,0.81,2022-01-13
54209,54,56.22,0.96,0.96,2022-01-13
54210,19,32.14,0.59,0.59,2022-01-13
54211,0,10.98,0.0,0.0,2022-01-13
54212,37,43.88,0.84,0.84,2022-01-13
54403,1340,1039.81,1.29,1.29,2022-01-13
54467,678,597.81,1.13,1.13,2022-01-13
54405,94,129.78,0.72,0.72,2022-01-13
54407,52,62.24,0.84,0.84,2022-01-13
54441,54,39.13,1.38,1.38,2022-01-13
54442,33,49.18,0.67,0.67,2022-01-13
54443,111,90.82,1.22,1.22,2022-01-13
54446,68,131.09,0.52,0.52,2022-01-13
54447,8,18.61,0.43,0.43,2022-01-13
54448,202,186.38,1.08,1.08,2022-01-13
54449,1411,1084.28,1.3,1.3,2022-01-13
54450,7,19.29,0.36,0.36,2022-01-13
54451,387,483.51,0.8,0.8,2022-01-13
54440,151,125.58,1.2,1.2,2022-01-13
54452,704,780.42,0.9,0.9,2022-01-13
54455,1009,770.54,1.31,1.31,2022-01-13
54456,208,250.06,0.83,0.83,2022-01-13
54457,470,345.75,1.36,1.36,2022-01-13
54458,0,4.15,0.0,0.0,2022-01-13
54459,24,52.49,0.46,0.46,2022-01-13
54460,77,112.52,0.68,0.68,2022-01-13
54462,1,15.14,0.066,0.066,2022-01-13
54463,32,25.27,1.27,1.27,2022-01-13
54465,6,20.99,0.29,0.29,2022-01-13
54454,48,57.32,0.84,0.84,2022-01-13
54437,69,129.27,0.53,0.53,2022-01-13
54436,60,101.59,0.59,0.59,2022-01-13
54435,56,86.15,0.65,0.65,2022-01-13
54408,49,42.27,1.16,1.16,2022-01-13
54409,482,546.93,0.88,0.88,2022-01-13
54410,111,109.98,1.01,1.01,2022-01-13
54411,179,221.57,0.81,0.81,2022-01-13
54412,106,86.32,1.23,1.23,2022-01-13
54413,0,6.32,0.0,0.0,2022-01-13
54414,128,149.24,0.86,0.86,2022-01-13
54416,58,75.64,0.77,0.77,2022-01-13
54417,0,1.65,0.0,0.0,2022-01-13
54418,37,40.96,0.9,0.9,2022-01-13
54420,56,53.76,1.04,1.04,2022-01-13
54421,118,155.56,0.76,0.76,2022-01-13
54422,24,55.37,0.43,0.43,2022-01-13
54423,105,99.51,1.06,1.06,2022-01-13
54424,48,64.91,0.74,0.74,2022-01-13
54425,52,88.82,0.59,0.59,2022-01-13
54426,184,192.19,0.96,0.96,2022-01-13
54427,33,50.24,0.66,0.66,2022-01-13
54428,21,42.65,0.49,0.49,2022-01-13
54430,0,6.61,0.0,0.0,2022-01-13
54433,45,79.03,0.57,0.57,2022-01-13
54406,152,145.13,1.05,1.05,2022-01-13
54637,0,8.27,0.0,0.0,2022-01-13
54835,15,36.97,0.41,0.41,2022-01-13
54639,69,114.81,0.6,0.6,2022-01-13
54870,50,65.63,0.76,0.76,2022-01-13
54871,129,127.28,1.01,1.01,2022-01-13
54872,89,113.71,0.78,0.78,2022-01-13
54873,56,123.17,0.45,0.45,2022-01-13
54874,64,165.35,0.39,0.39,2022-01-13
54875,33,44.94,0.73,0.73,2022-01-13
54876,61,55.84,1.09,1.09,2022-01-13
54880,666,1268.29,0.53,0.52,2022-01-13
54888,46,55.24,0.83,0.83,2022-01-13
54868,691,646.44,1.07,1.07,2022-01-13
54889,115,112.27,1.02,1.02,2022-01-13
54893,115,157.13,0.73,0.73,2022-01-13
54895,36,41.13,0.88,0.88,2022-01-13
54896,53,60.5,0.88,0.88,2022-01-13
54901,1921,1602.3,1.2,1.2,2022-01-13
54902,1355,950.35,1.43,1.43,2022-01-13
54904,1198,912.28,1.31,1.31,2022-01-13
54909,56,90.69,0.62,0.62,2022-01-13
54911,1106,1117.1,0.99,0.99,2022-01-13
54913,840,911.98,0.92,0.92,2022-01-13
54891,77,144.15,0.53,0.53,2022-01-13
54914,1248,1309.67,0.95,0.95,2022-01-13
54867,7,18.32,0.38,0.38,2022-01-13
54864,14,52.95,0.26,0.26,2022-01-13
54840,215,186.17,1.15,1.15,2022-01-13
54841,0,12.0,0.0,0.0,2022-01-13
54842,0,6.87,0.0,0.0,2022-01-13
54843,446,499.87,0.89,0.89,2022-01-13
54844,0,11.28,0.0,0.0,2022-01-13
54845,6,5.26,1.14,1.14,2022-01-13
54846,2,21.03,0.095,0.095,2022-01-13
54847,37,88.31,0.42,0.42,2022-01-13
54848,206,244.38,0.84,0.84,2022-01-13
54865,6,18.7,0.32,0.32,2022-01-13
54849,29,73.43,0.39,0.39,2022-01-13
54853,165,174.34,0.95,0.95,2022-01-13
54854,3,41.47,0.072,0.072,2022-01-13
54855,8,37.14,0.22,0.22,2022-01-13
54856,43,69.41,0.62,0.62,2022-01-13
54857,0,2.5,0.0,0.0,2022-01-13
54858,51,70.89,0.72,0.72,2022-01-13
54859,50,75.04,0.67,0.67,2022-01-13
54861,0,8.69,0.0,0.0,2022-01-13
54862,2,9.29,0.22,0.22,2022-01-13
54850,0,10.05,0.0,0.0,2022-01-13
54915,1679,1838.12,0.91,0.91,2022-01-13
54921,39,46.51,0.84,0.84,2022-01-13
54922,39,57.11,0.68,0.68,2022-01-13
54961,527,576.7,0.91,0.91,2022-01-13
54962,35,48.5,0.72,0.72,2022-01-13
54963,402,299.46,1.34,1.34,2022-01-13
54964,48,41.25,1.16,1.16,2022-01-13
54965,42,57.32,0.73,0.73,2022-01-13
54966,49,83.91,0.58,0.58,2022-01-13
54967,16,14.97,1.07,1.07,2022-01-13
54968,88,116.09,0.76,0.76,2022-01-13
54970,107,162.13,0.66,0.66,2022-01-13
54960,70,105.7,0.66,0.66,2022-01-13
54971,385,453.53,0.85,0.85,2022-01-13
54977,42,63.68,0.66,0.66,2022-01-13
54979,77,55.63,1.38,1.38,2022-01-13
54980,3,4.62,0.65,0.65,2022-01-13
54981,637,644.83,0.99,0.99,2022-01-13
54982,192,294.96,0.65,0.65,2022-01-13
54983,156,188.46,0.83,0.83,2022-01-13
54984,78,132.32,0.59,0.59,2022-01-13
54985,0,43.8,0.0,0.0,2022-01-13
54161,91,118.37,0.77,0.77,2022-01-13
54974,77,64.02,1.2,1.2,2022-01-13
54956,1977,1867.08,1.06,1.06,2022-01-13
54952,969,1147.75,0.84,0.84,2022-01-13
54950,101,117.57,0.86,0.86,2022-01-13
54923,369,380.22,0.97,0.97,2022-01-13
54927,13,19.93,0.65,0.65,2022-01-13
54928,7,17.13,0.41,0.41,2022-01-13
54929,268,367.72,0.73,0.73,2022-01-13
54930,24,72.5,0.33,0.33,2022-01-13
54931,0,11.45,0.0,0.0,2022-01-13
54932,77,53.25,1.45,1.45,2022-01-13
54933,0,16.2,0.0,0.0,2022-01-13
54934,2,19.93,0.1,0.1,2022-01-13
54935,2545,1787.33,1.42,1.43,2022-01-13
54937,1091,838.04,1.3,1.3,2022-01-13
54940,122,173.53,0.7,0.7,2022-01-13
54941,80,98.07,0.82,0.82,2022-01-13
54942,406,423.39,0.96,0.96,2022-01-13
54943,43,84.46,0.51,0.51,2022-01-13
54944,334,383.23,0.87,0.87,2022-01-13
54945,108,141.52,0.76,0.76,2022-01-13
54946,0,3.77,0.0,0.0,2022-01-13
54947,114,98.87,1.15,1.15,2022-01-13
54948,1,10.18,0.098,0.098,2022-01-13
54949,123,143.26,0.86,0.86,2022-01-13
54839,5,10.64,0.47,0.47,2022-01-13
54638,55,71.23,0.77,0.77,2022-01-13
54838,32,46.89,0.68,0.68,2022-01-13
54836,24,44.94,0.53,0.53,2022-01-13
54701,1766,1732.97,1.02,1.02,2022-01-13
54703,2061,1849.48,1.11,1.12,2022-01-13
54720,396,328.29,1.21,1.21,2022-01-13
54721,54,56.56,0.95,0.95,2022-01-13
54722,160,163.4,0.98,0.98,2022-01-13
54723,55,48.21,1.14,1.14,2022-01-13
54724,284,314.63,0.9,0.9,2022-01-13
54725,118,121.51,0.97,0.97,2022-01-13
54726,64,75.98,0.84,0.84,2022-01-13
54670,56,73.09,0.77,0.77,2022-01-13
54727,167,214.91,0.78,0.78,2022-01-13
54729,1398,1387.01,1.01,1.01,2022-01-13
54730,197,207.33,0.95,0.95,2022-01-13
54731,31,30.57,1.01,1.01,2022-01-13
54732,100,126.73,0.79,0.79,2022-01-13
54733,43,50.07,0.86,0.86,2022-01-13
54734,24,34.77,0.69,0.69,2022-01-13
54736,170,176.97,0.96,0.96,2022-01-13
54737,6,22.51,0.27,0.27,2022-01-13
54738,124,138.81,0.89,0.89,2022-01-13
54728,204,263.84,0.77,0.77,2022-01-13
54739,240,228.48,1.05,1.05,2022-01-13
54669,364,335.16,1.09,1.09,2022-01-13
54666,99,118.12,0.84,0.84,2022-01-13
54642,85,91.07,0.93,0.93,2022-01-13
54643,0,0.13,0.0,0.0,2022-01-13
54644,39,68.73,0.57,0.57,2022-01-13
54645,0,3.39,0.0,0.0,2022-01-13
54646,159,176.5,0.9,0.9,2022-01-13
54648,44,72.25,0.61,0.61,2022-01-13
54650,1291,1043.07,1.24,1.24,2022-01-13
54651,32,61.6,0.52,0.52,2022-01-13
54652,34,48.76,0.7,0.7,2022-01-13
54667,200,204.27,0.98,0.98,2022-01-13
54653,66,41.34,1.6,1.6,2022-01-13
54655,68,76.99,0.88,0.88,2022-01-13
54656,893,749.17,1.19,1.19,2022-01-13
54657,0,15.94,0.0,0.0,2022-01-13
54658,99,110.15,0.9,0.9,2022-01-13
54659,37,56.05,0.66,0.66,2022-01-13
54660,707,673.58,1.05,1.05,2022-01-13
54661,172,157.64,1.09,1.09,2022-01-13
54664,57,70.59,0.81,0.81,2022-01-13
54665,304,344.99,0.88,0.88,2022-01-13
54654,2,4.2,0.48,0.48,2022-01-13
54740,73,84.33,0.87,0.87,2022-01-13
54741,43,82.72,0.52,0.52,2022-01-13
54742,172,213.39,0.81,0.81,2022-01-13
54773,124,145.81,0.85,0.85,2022-01-13
54801,238,279.53,0.85,0.85,2022-01-13
54805,57,61.94,0.92,0.92,2022-01-13
54806,207,485.03,0.43,0.43,2022-01-13
54810,102,97.6,1.05,1.05,2022-01-13
54812,278,237.05,1.17,1.17,2022-01-13
54813,17,26.75,0.64,0.64,2022-01-13
54814,28,115.24,0.24,0.24,2022-01-13
54817,72,87.51,0.82,0.82,2022-01-13
54772,62,45.28,1.37,1.37,2022-01-13
54819,87,96.71,0.9,0.9,2022-01-13
54821,30,49.94,0.6,0.6,2022-01-13
54822,163,193.33,0.84,0.84,2022-01-13
54824,105,93.61,1.12,1.12,2022-01-13
54826,19,31.08,0.61,0.61,2022-01-13
54827,0,12.25,0.0,0.0,2022-01-13
54828,21,29.72,0.71,0.71,2022-01-13
54829,185,216.31,0.86,0.86,2022-01-13
54830,73,119.01,0.61,0.61,2022-01-13
54832,5,14.67,0.34,0.34,2022-01-13
54820,4,37.23,0.11,0.11,2022-01-13
54771,136,185.58,0.73,0.73,2022-01-13
54770,78,91.24,0.85,0.85,2022-01-13
54769,3,27.3,0.11,0.11,2022-01-13
54745,74,83.44,0.89,0.89,2022-01-13
54746,33,30.78,1.07,1.07,2022-01-13
54747,101,106.55,0.95,0.95,2022-01-13
54748,53,43.29,1.22,1.22,2022-01-13
54749,65,58.51,1.11,1.11,2022-01-13
54750,42,42.53,0.99,0.99,2022-01-13
54751,1025,1102.81,0.93,0.93,2022-01-13
54754,47,79.2,0.59,0.59,2022-01-13
54755,318,300.26,1.06,1.06,2022-01-13
54756,30,38.62,0.78,0.78,2022-01-13
54757,104,150.17,0.69,0.69,2022-01-13
54758,166,191.0,0.87,0.87,2022-01-13
54759,43,61.65,0.7,0.7,2022-01-13
54760,0,9.92,0.0,0.0,2022-01-13
54761,33,48.59,0.68,0.68,2022-01-13
54762,34,53.8,0.63,0.63,2022-01-13
54763,40,47.82,0.84,0.84,2022-01-13
54765,0,0.38,0.0,0.0,2022-01-13
54766,32,76.36,0.42,0.42,2022-01-13
54767,129,152.8,0.84,0.84,2022-01-13
54768,199,260.75,0.76,0.76,2022-01-13
54837,141,159.08,0.89,0.89,2022-01-13
54986,224,224.03,1.0,1.0,2022-01-13
54160,0,13.86,0.0,0.0,2022-01-13
54157,239,247.73,0.96,0.96,2022-01-13
53189,572,1134.65,0.5,0.5,2022-01-13
53190,440,815.78,0.54,0.54,2022-01-13
53191,89,120.83,0.74,0.74,2022-01-13
53192,0,0.38,0.0,0.0,2022-01-13
53195,0,6.53,0.0,0.0,2022-01-13
53202,1076,1056.6,1.02,1.02,2022-01-13
53203,98,73.18,1.34,1.34,2022-01-13
53204,2060,1639.87,1.26,1.26,2022-01-13
53205,558,377.68,1.48,1.48,2022-01-13
53188,919,1514.88,0.61,0.61,2022-01-13
53206,1212,954.8,1.27,1.27,2022-01-13
53208,1561,1278.76,1.22,1.22,2022-01-13
53209,2899,1976.42,1.47,1.47,2022-01-13
53210,1514,1135.97,1.33,1.33,2022-01-13
53211,1426,1503.3,0.95,0.95,2022-01-13
53212,1407,1295.09,1.09,1.09,2022-01-13
53213,1643,1173.02,1.4,1.4,2022-01-13
53214,2064,1506.95,1.37,1.37,2022-01-13
53215,3190,2544.3,1.25,1.26,2022-01-13
53216,1956,1423.85,1.37,1.38,2022-01-13
53207,1682,1564.02,1.08,1.08,2022-01-13
53217,2023,1215.17,1.66,1.67,2022-01-13
53186,745,1401.89,0.53,0.53,2022-01-13
53184,162,177.31,0.91,0.91,2022-01-13
53144,1140,1121.81,1.02,1.02,2022-01-13
53146,270,342.66,0.79,0.79,2022-01-13
53147,469,714.74,0.66,0.66,2022-01-13
53149,602,858.64,0.7,0.7,2022-01-13
53150,780,1094.88,0.71,0.71,2022-01-13
53151,1230,1336.17,0.92,0.92,2022-01-13
53153,63,104.51,0.6,0.6,2022-01-13
53154,2346,1529.12,1.53,1.54,2022-01-13
53156,128,126.05,1.02,1.02,2022-01-13
53185,819,810.35,1.01,1.01,2022-01-13
53158,662,710.16,0.93,0.93,2022-01-13
53168,340,373.7,0.91,0.91,2022-01-13
53170,84,93.74,0.9,0.9,2022-01-13
53172,1196,888.53,1.35,1.35,2022-01-13
53177,325,342.53,0.95,0.95,2022-01-13
53178,115,116.81,0.98,0.98,2022-01-13
53179,206,302.85,0.68,0.68,2022-01-13
53181,205,316.29,0.65,0.65,2022-01-13
53182,356,419.23,0.85,0.85,2022-01-13
53183,94,124.86,0.75,0.75,2022-01-13
