ID,Observed,Expected,OE,RR_L,date
53205,106,199.39,0.53,0.53,2021-12-09
53188,597,799.77,0.75,0.75,2021-12-09
53206,311,504.08,0.62,0.62,2021-12-09
53208,423,675.11,0.63,0.63,2021-12-09
53209,607,1043.44,0.58,0.58,2021-12-09
53210,437,599.73,0.73,0.73,2021-12-09
53211,303,793.66,0.38,0.38,2021-12-09
53212,424,683.73,0.62,0.62,2021-12-09
53213,431,619.29,0.7,0.69,2021-12-09
53214,570,795.58,0.72,0.72,2021-12-09
53215,850,1343.25,0.63,0.63,2021-12-09
53216,423,751.71,0.56,0.56,2021-12-09
53207,479,825.71,0.58,0.58,2021-12-09
53217,372,641.54,0.58,0.58,2021-12-09
53186,484,740.12,0.65,0.65,2021-12-09
53184,68,93.61,0.73,0.73,2021-12-09
53144,502,592.25,0.85,0.85,2021-12-09
53146,169,180.9,0.93,0.93,2021-12-09
53147,223,377.34,0.59,0.59,2021-12-09
53149,545,453.31,1.2,1.2,2021-12-09
53150,570,578.04,0.99,0.99,2021-12-09
53151,617,705.42,0.87,0.87,2021-12-09
53153,85,55.18,1.54,1.54,2021-12-09
53154,696,807.29,0.86,0.86,2021-12-09
53156,55,66.55,0.83,0.83,2021-12-09
53185,405,427.82,0.95,0.95,2021-12-09
53158,273,374.93,0.73,0.73,2021-12-09
53168,174,197.29,0.88,0.88,2021-12-09
53170,69,49.49,1.39,1.39,2021-12-09
53172,368,469.1,0.78,0.78,2021-12-09
53177,126,180.84,0.7,0.7,2021-12-09
53178,41,61.67,0.66,0.66,2021-12-09
53179,131,159.89,0.82,0.82,2021-12-09
53181,153,166.98,0.92,0.92,2021-12-09
53182,164,221.33,0.74,0.74,2021-12-09
53183,74,65.92,1.12,1.12,2021-12-09
53167,0,15.67,0.0,0.0,2021-12-09
53218,587,939.53,0.62,0.62,2021-12-09
53219,534,780.7,0.68,0.68,2021-12-09
53220,392,590.03,0.66,0.66,2021-12-09
53511,1014,1102.53,0.92,0.92,2021-12-09
53515,18,51.06,0.35,0.35,2021-12-09
53516,36,50.77,0.71,0.71,2021-12-09
53517,47,43.09,1.09,1.09,2021-12-09
53518,26,31.18,0.83,0.83,2021-12-09
53520,234,145.72,1.61,1.61,2021-12-09
53521,48,83.69,0.57,0.57,2021-12-09
53522,21,22.29,0.94,0.94,2021-12-09
53523,105,115.99,0.91,0.91,2021-12-09
53510,28,33.17,0.84,0.84,2021-12-09
53525,77,90.25,0.85,0.85,2021-12-09
53527,170,245.1,0.69,0.69,2021-12-09
53528,107,140.08,0.76,0.76,2021-12-09
53529,31,46.29,0.67,0.67,2021-12-09
53530,94,99.76,0.94,0.94,2021-12-09
53531,99,103.5,0.96,0.96,2021-12-09
53532,307,351.33,0.87,0.87,2021-12-09
53533,163,158.16,1.03,1.03,2021-12-09
53534,192,269.5,0.71,0.71,2021-12-09
53536,166,195.03,0.85,0.85,2021-12-09
53526,14,13.88,1.01,1.01,2021-12-09
53508,66,128.33,0.51,0.51,2021-12-09
53507,21,48.1,0.44,0.44,2021-12-09
53506,6,23.35,0.26,0.26,2021-12-09
53221,587,897.79,0.65,0.65,2021-12-09
53222,387,590.19,0.66,0.65,2021-12-09
53223,404,654.59,0.62,0.62,2021-12-09
53224,347,499.34,0.69,0.69,2021-12-09
53225,426,594.31,0.72,0.72,2021-12-09
53226,285,423.95,0.67,0.67,2021-12-09
53227,374,528.46,0.71,0.71,2021-12-09
53228,292,329.11,0.89,0.89,2021-12-09
53233,186,338.96,0.55,0.55,2021-12-09
53235,138,213.07,0.65,0.65,2021-12-09
53295,12,3.87,3.1,3.1,2021-12-09
53402,695,751.06,0.93,0.92,2021-12-09
53403,452,589.56,0.77,0.77,2021-12-09
53404,286,335.67,0.85,0.85,2021-12-09
53405,561,569.46,0.99,0.99,2021-12-09
53406,510,585.56,0.87,0.87,2021-12-09
53501,0,4.28,0.0,0.0,2021-12-09
53502,56,56.29,0.99,0.99,2021-12-09
53503,22,43.94,0.5,0.5,2021-12-09
53504,69,45.64,1.51,1.51,2021-12-09
53505,11,7.99,1.38,1.38,2021-12-09
53143,446,517.4,0.86,0.86,2021-12-09
53537,0,18.87,0.0,0.0,2021-12-09
53142,634,748.67,0.85,0.85,2021-12-09
53139,61,52.02,1.17,1.17,2021-12-09
53032,113,108.31,1.04,1.04,2021-12-09
53033,116,105.63,1.1,1.1,2021-12-09
53034,80,38.84,2.06,2.06,2021-12-09
53035,63,53.79,1.17,1.17,2021-12-09
53036,75,67.02,1.12,1.12,2021-12-09
53037,269,223.43,1.2,1.2,2021-12-09
53038,99,95.8,1.03,1.03,2021-12-09
53039,147,102.83,1.43,1.43,2021-12-09
53029,504,481.56,1.05,1.05,2021-12-09
53040,259,182.32,1.42,1.42,2021-12-09
53044,60,52.24,1.15,1.15,2021-12-09
53045,405,480.53,0.84,0.84,2021-12-09
53046,23,27.15,0.85,0.85,2021-12-09
53047,0,2.84,0.0,0.0,2021-12-09
53048,91,74.18,1.23,1.23,2021-12-09
53049,65,66.26,0.98,0.98,2021-12-09
53050,185,150.96,1.23,1.23,2021-12-09
53051,846,833.1,1.02,1.02,2021-12-09
53057,44,33.91,1.3,1.3,2021-12-09
53042,220,147.44,1.49,1.49,2021-12-09
53058,65,74.16,0.88,0.88,2021-12-09
53027,592,521.07,1.14,1.14,2021-12-09
53023,41,55.65,0.74,0.74,2021-12-09
53001,57,42.13,1.35,1.35,2021-12-09
53002,64,51.59,1.24,1.24,2021-12-09
53003,0,3.6,0.0,0.0,2021-12-09
53004,84,74.63,1.13,1.13,2021-12-09
53005,368,450.45,0.82,0.82,2021-12-09
53006,61,38.14,1.6,1.6,2021-12-09
53007,31,40.76,0.76,0.76,2021-12-09
53010,176,170.9,1.03,1.03,2021-12-09
53011,82,48.1,1.7,1.71,2021-12-09
53024,350,386.57,0.91,0.91,2021-12-09
53012,366,410.4,0.89,0.89,2021-12-09
53014,249,173.36,1.44,1.44,2021-12-09
53015,81,59.56,1.36,1.36,2021-12-09
53016,7,8.84,0.79,0.79,2021-12-09
53017,153,125.17,1.22,1.22,2021-12-09
53018,154,170.16,0.91,0.9,2021-12-09
53019,57,41.34,1.38,1.38,2021-12-09
53020,78,85.21,0.92,0.92,2021-12-09
53021,91,108.4,0.84,0.84,2021-12-09
53022,449,434.18,1.03,1.03,2021-12-09
53013,114,74.45,1.53,1.53,2021-12-09
53059,44,41.01,1.07,1.07,2021-12-09
53061,169,110.66,1.53,1.53,2021-12-09
53063,39,37.54,1.04,1.04,2021-12-09
53098,238,261.55,0.91,0.91,2021-12-09
53103,88,81.16,1.08,1.08,2021-12-09
53104,87,121.7,0.71,0.71,2021-12-09
53105,552,666.61,0.83,0.83,2021-12-09
53108,58,76.49,0.76,0.76,2021-12-09
53110,302,408.97,0.74,0.74,2021-12-09
53114,52,64.94,0.8,0.8,2021-12-09
53115,277,358.09,0.77,0.77,2021-12-09
53118,145,159.19,0.91,0.91,2021-12-09
53097,75,141.42,0.53,0.53,2021-12-09
53119,139,131.95,1.05,1.05,2021-12-09
53121,386,424.15,0.91,0.91,2021-12-09
53122,173,137.73,1.26,1.26,2021-12-09
53125,22,38.97,0.56,0.56,2021-12-09
53126,155,155.19,1.0,1.0,2021-12-09
53128,196,202.62,0.97,0.97,2021-12-09
53129,295,316.68,0.93,0.93,2021-12-09
53130,161,169.31,0.95,0.95,2021-12-09
53132,614,800.93,0.77,0.77,2021-12-09
53137,34,37.83,0.9,0.9,2021-12-09
53120,221,212.31,1.04,1.04,2021-12-09
53095,747,612.22,1.22,1.22,2021-12-09
53094,401,432.03,0.93,0.93,2021-12-09
53093,55,45.57,1.21,1.21,2021-12-09
53065,29,49.42,0.59,0.59,2021-12-09
53066,781,791.42,0.99,0.99,2021-12-09
53069,7,15.33,0.46,0.46,2021-12-09
53070,137,110.58,1.24,1.24,2021-12-09
53072,567,581.62,0.97,0.97,2021-12-09
53073,419,330.76,1.27,1.27,2021-12-09
53074,233,288.12,0.81,0.81,2021-12-09
53075,99,72.77,1.36,1.36,2021-12-09
53076,77,99.41,0.77,0.77,2021-12-09
53078,31,38.39,0.81,0.81,2021-12-09
53079,45,33.75,1.33,1.33,2021-12-09
53080,94,127.99,0.73,0.73,2021-12-09
53081,1172,944.57,1.24,1.24,2021-12-09
53083,554,458.4,1.21,1.21,2021-12-09
53085,318,258.24,1.23,1.23,2021-12-09
53086,320,185.31,1.73,1.73,2021-12-09
53088,0,9.09,0.0,0.0,2021-12-09
53089,460,428.16,1.07,1.07,2021-12-09
53090,578,485.44,1.19,1.19,2021-12-09
53091,71,43.31,1.64,1.64,2021-12-09
53092,319,469.68,0.68,0.68,2021-12-09
53140,552,664.15,0.83,0.83,2021-12-09
53538,363,414.73,0.88,0.87,2021-12-09
54159,52,25.74,2.02,2.02,2021-12-09
53541,19,20.84,0.91,0.91,2021-12-09
53961,21,17.86,1.18,1.18,2021-12-09
53963,295,310.84,0.95,0.95,2021-12-09
53964,77,80.72,0.95,0.95,2021-12-09
53965,344,233.91,1.47,1.47,2021-12-09
53968,69,50.99,1.35,1.35,2021-12-09
53969,6,9.8,0.61,0.61,2021-12-09
54001,326,177.46,1.84,1.84,2021-12-09
54002,246,142.38,1.73,1.73,2021-12-09
54003,22,23.68,0.93,0.93,2021-12-09
53960,65,77.13,0.84,0.84,2021-12-09
54004,116,49.4,2.35,2.35,2021-12-09
54006,23,13.39,1.72,1.72,2021-12-09
54007,49,22.83,2.15,2.15,2021-12-09
54009,116,58.53,1.98,1.98,2021-12-09
54011,245,154.78,1.58,1.58,2021-12-09
54013,113,74.96,1.51,1.51,2021-12-09
54014,96,47.77,2.01,2.01,2021-12-09
54015,164,82.53,1.99,1.99,2021-12-09
54016,946,715.65,1.32,1.32,2021-12-09
54005,116,69.55,1.67,1.67,2021-12-09
53540,0,4.54,0.0,0.0,2021-12-09
53959,447,313.35,1.43,1.43,2021-12-09
53955,85,127.05,0.67,0.67,2021-12-09
53931,3,4.92,0.61,0.61,2021-12-09
53932,43,59.47,0.72,0.72,2021-12-09
53933,82,99.72,0.82,0.82,2021-12-09
53934,67,98.24,0.68,0.68,2021-12-09
53935,4,5.69,0.7,0.7,2021-12-09
53936,38,52.22,0.73,0.73,2021-12-09
53937,25,26.08,0.96,0.96,2021-12-09
53939,6,5.73,1.05,1.05,2021-12-09
53941,102,70.17,1.45,1.45,2021-12-09
53956,77,72.25,1.07,1.07,2021-12-09
53943,25,23.44,1.07,1.07,2021-12-09
53946,104,91.3,1.14,1.14,2021-12-09
53947,0,3.96,0.0,0.0,2021-12-09
53948,316,180.17,1.75,1.76,2021-12-09
53949,177,136.5,1.3,1.3,2021-12-09
53950,193,124.9,1.55,1.55,2021-12-09
53951,73,49.98,1.46,1.46,2021-12-09
53952,84,72.05,1.17,1.17,2021-12-09
53953,5,5.57,0.9,0.9,2021-12-09
53954,185,149.16,1.24,1.24,2021-12-09
53944,44,46.94,0.94,0.94,2021-12-09
54020,342,156.73,2.18,2.19,2021-12-09
54021,216,149.05,1.45,1.45,2021-12-09
54022,673,526.84,1.28,1.28,2021-12-09
54126,114,86.62,1.32,1.32,2021-12-09
54127,0,1.72,0.0,0.0,2021-12-09
54128,27,39.15,0.69,0.69,2021-12-09
54129,70,68.2,1.03,1.03,2021-12-09
54130,518,578.33,0.9,0.9,2021-12-09
54135,33,74.58,0.44,0.44,2021-12-09
54136,146,140.97,1.04,1.04,2021-12-09
54137,31,25.61,1.21,1.21,2021-12-09
54138,7,20.03,0.35,0.35,2021-12-09
54125,0,11.33,0.0,0.0,2021-12-09
54139,58,72.1,0.8,0.8,2021-12-09
54141,68,50.52,1.35,1.35,2021-12-09
54143,620,333.18,1.86,1.86,2021-12-09
54149,22,26.46,0.83,0.83,2021-12-09
54150,2,24.33,0.082,0.082,2021-12-09
54151,50,72.48,0.69,0.69,2021-12-09
54153,149,157.89,0.94,0.94,2021-12-09
54154,97,126.6,0.77,0.77,2021-12-09
54155,184,164.95,1.12,1.12,2021-12-09
54156,25,36.17,0.69,0.69,2021-12-09
54140,158,214.64,0.74,0.74,2021-12-09
54124,74,77.0,0.96,0.96,2021-12-09
54123,5,5.89,0.85,0.85,2021-12-09
54121,59,67.62,0.87,0.87,2021-12-09
54023,213,93.81,2.27,2.27,2021-12-09
54024,171,106.28,1.61,1.61,2021-12-09
54025,322,162.82,1.98,1.98,2021-12-09
54026,90,45.17,1.99,1.99,2021-12-09
54027,53,23.39,2.27,2.27,2021-12-09
54028,100,54.8,1.82,1.83,2021-12-09
54082,49,37.05,1.32,1.32,2021-12-09
54101,71,60.95,1.16,1.16,2021-12-09
54102,16,17.32,0.92,0.92,2021-12-09
54103,0,10.54,0.0,0.0,2021-12-09
54104,18,26.39,0.68,0.68,2021-12-09
54106,128,117.11,1.09,1.09,2021-12-09
54107,54,81.03,0.67,0.67,2021-12-09
54110,116,120.76,0.96,0.96,2021-12-09
54111,43,51.55,0.83,0.83,2021-12-09
54112,73,52.58,1.39,1.39,2021-12-09
54113,75,80.07,0.94,0.94,2021-12-09
54114,168,117.85,1.43,1.43,2021-12-09
54115,1328,1021.97,1.3,1.3,2021-12-09
54119,0,15.6,0.0,0.0,2021-12-09
54120,0,5.57,0.0,0.0,2021-12-09
53930,43,30.73,1.4,1.4,2021-12-09
53929,95,59.25,1.6,1.6,2021-12-09
54017,944,402.79,2.34,2.35,2021-12-09
53926,19,37.27,0.51,0.51,2021-12-09
53572,117,238.59,0.49,0.49,2021-12-09
53573,52,69.81,0.74,0.74,2021-12-09
53574,50,85.89,0.58,0.58,2021-12-09
53575,251,366.13,0.69,0.68,2021-12-09
53576,47,51.48,0.91,0.91,2021-12-09
53577,18,31.05,0.58,0.58,2021-12-09
53578,105,142.65,0.74,0.74,2021-12-09
53579,62,39.51,1.57,1.57,2021-12-09
53580,17,13.34,1.27,1.27,2021-12-09
53570,54,54.75,0.99,0.99,2021-12-09
53581,194,223.43,0.87,0.87,2021-12-09
53583,111,134.64,0.82,0.82,2021-12-09
53585,41,47.86,0.86,0.86,2021-12-09
53586,89,51.06,1.74,1.74,2021-12-09
53587,23,26.55,0.87,0.87,2021-12-09
53588,71,89.49,0.79,0.79,2021-12-09
53589,335,451.61,0.74,0.74,2021-12-09
53590,549,904.68,0.61,0.61,2021-12-09
53593,313,529.96,0.59,0.59,2021-12-09
53594,160,114.11,1.4,1.4,2021-12-09
53582,8,26.05,0.31,0.31,2021-12-09
53597,359,435.25,0.82,0.82,2021-12-09
53569,12,28.36,0.42,0.42,2021-12-09
53565,89,104.58,0.85,0.85,2021-12-09
53928,0,2.48,0.0,0.0,2021-12-09
53543,34,38.9,0.87,0.87,2021-12-09
53544,2,18.53,0.11,0.11,2021-12-09
53545,441,519.48,0.85,0.85,2021-12-09
53546,615,675.65,0.91,0.91,2021-12-09
53548,414,430.73,0.96,0.96,2021-12-09
53549,276,230.91,1.2,1.2,2021-12-09
53550,40,27.31,1.46,1.46,2021-12-09
53551,268,193.75,1.38,1.38,2021-12-09
53566,556,339.38,1.64,1.64,2021-12-09
53553,27,13.47,2.0,2.0,2021-12-09
53555,124,195.36,0.63,0.63,2021-12-09
53556,58,59.14,0.98,0.98,2021-12-09
53557,0,7.79,0.0,0.0,2021-12-09
53558,196,275.43,0.71,0.71,2021-12-09
53559,123,141.06,0.87,0.87,2021-12-09
53560,52,82.64,0.63,0.63,2021-12-09
53561,28,44.1,0.63,0.63,2021-12-09
53562,282,589.47,0.48,0.48,2021-12-09
53563,210,254.03,0.83,0.83,2021-12-09
53554,9,25.79,0.35,0.35,2021-12-09
53598,58,60.73,0.96,0.96,2021-12-09
53571,0,2.51,0.0,0.0,2021-12-09
53702,0,3.81,0.0,0.0,2021-12-09
53811,67,73.8,0.91,0.91,2021-12-09
53813,133,131.77,1.01,1.01,2021-12-09
53816,9,18.82,0.48,0.48,2021-12-09
53817,1,3.72,0.27,0.27,2021-12-09
53818,267,362.15,0.74,0.74,2021-12-09
53820,43,50.03,0.86,0.86,2021-12-09
53821,197,180.37,1.09,1.09,2021-12-09
53825,9,12.78,0.7,0.7,2021-12-09
53826,32,29.28,1.09,1.09,2021-12-09
53827,0,5.84,0.0,0.0,2021-12-09
53901,430,330.18,1.3,1.3,2021-12-09
53910,55,74.87,0.73,0.73,2021-12-09
53911,26,27.69,0.94,0.94,2021-12-09
53913,585,465.56,1.26,1.26,2021-12-09
53916,745,504.8,1.48,1.48,2021-12-09
53919,53,61.8,0.86,0.86,2021-12-09
53920,16,8.8,1.82,1.82,2021-12-09
53922,28,19.32,1.45,1.45,2021-12-09
53923,60,47.88,1.25,1.25,2021-12-09
53924,50,32.17,1.55,1.55,2021-12-09
53599,0,1.12,0.0,0.0,2021-12-09
53810,8,8.35,0.96,0.96,2021-12-09
53809,86,95.04,0.9,0.9,2021-12-09
53925,181,175.89,1.03,1.03,2021-12-09
53703,382,778.19,0.49,0.49,2021-12-09
53704,608,1031.66,0.59,0.59,2021-12-09
53705,178,573.98,0.31,0.31,2021-12-09
53706,39,136.47,0.29,0.29,2021-12-09
53711,470,1120.57,0.42,0.42,2021-12-09
53713,345,498.15,0.69,0.69,2021-12-09
53808,24,27.44,0.87,0.87,2021-12-09
53715,154,302.36,0.51,0.51,2021-12-09
53716,239,413.65,0.58,0.58,2021-12-09
53717,100,285.35,0.35,0.35,2021-12-09
53718,225,330.56,0.68,0.68,2021-12-09
53714,217,361.43,0.6,0.6,2021-12-09
53726,50,125.62,0.4,0.4,2021-12-09
53801,15,19.27,0.78,0.78,2021-12-09
53802,0,0.98,0.0,0.0,2021-12-09
53803,40,27.11,1.48,1.48,2021-12-09
53804,34,29.86,1.14,1.14,2021-12-09
53805,155,114.56,1.35,1.35,2021-12-09
53806,70,38.28,1.83,1.83,2021-12-09
53807,101,113.64,0.89,0.89,2021-12-09
53719,310,704.8,0.44,0.44,2021-12-09
54521,223,179.05,1.25,1.25,2021-12-10
54520,118,97.11,1.22,1.22,2021-12-10
54519,30,28.69,1.05,1.05,2021-12-10
54512,8,19.58,0.41,0.41,2021-12-10
54515,6,10.14,0.59,0.59,2021-12-10
54514,38,40.55,0.94,0.94,2021-12-10
54513,6,8.92,0.67,0.67,2021-12-10
54517,0,2.38,0.0,0.0,2021-12-10
54524,13,14.31,0.91,0.91,2021-12-10
54539,34,28.64,1.19,1.19,2021-12-10
54526,7,16.62,0.42,0.42,2021-12-10
54527,35,19.4,1.8,1.8,2021-12-10
54529,19,27.17,0.7,0.7,2021-12-10
54530,18,18.84,0.96,0.96,2021-12-10
54531,19,31.31,0.61,0.61,2021-12-10
54534,33,51.58,0.64,0.64,2021-12-10
54536,0,3.83,0.0,0.0,2021-12-10
54537,7,11.21,0.62,0.62,2021-12-10
54538,55,67.04,0.82,0.82,2021-12-10
54511,36,27.92,1.29,1.29,2021-12-10
54525,0,5.59,0.0,0.0,2021-12-10
54501,620,451.92,1.37,1.37,2021-12-10
54485,3,8.6,0.35,0.35,2021-12-10
54498,45,53.7,0.84,0.84,2021-12-10
54470,70,46.23,1.51,1.51,2021-12-10
54471,70,40.3,1.74,1.74,2021-12-10
54473,57,60.11,0.95,0.95,2021-12-10
54474,189,87.71,2.15,2.16,2021-12-10
54475,45,35.66,1.26,1.26,2021-12-10
54476,769,430.75,1.79,1.79,2021-12-10
54479,112,90.04,1.24,1.24,2021-12-10
54480,42,31.92,1.32,1.32,2021-12-10
54481,643,647.85,0.99,0.99,2021-12-10
54499,79,67.56,1.17,1.17,2021-12-10
54482,208,226.19,0.92,0.92,2021-12-10
54486,22,43.4,0.51,0.51,2021-12-10
54487,139,214.84,0.65,0.65,2021-12-10
54488,45,27.53,1.63,1.63,2021-12-10
54489,45,37.58,1.2,1.2,2021-12-10
54490,18,17.25,1.04,1.04,2021-12-10
54491,14,35.21,0.4,0.4,2021-12-10
54493,3,13.58,0.22,0.22,2021-12-10
54494,1023,601.73,1.7,1.71,2021-12-10
54495,290,165.87,1.75,1.75,2021-12-10
54484,199,115.72,1.72,1.72,2021-12-10
54540,4,20.74,0.19,0.19,2021-12-10
54635,46,40.62,1.13,1.13,2021-12-10
54542,0,9.1,0.0,0.0,2021-12-10
54612,114,114.61,0.99,0.99,2021-12-10
54613,32,37.65,0.85,0.85,2021-12-10
54614,91,60.36,1.51,1.51,2021-12-10
54615,328,238.46,1.38,1.38,2021-12-10
54616,41,60.0,0.68,0.68,2021-12-10
54618,96,52.05,1.84,1.84,2021-12-10
54619,117,88.21,1.33,1.33,2021-12-10
54621,37,33.19,1.11,1.11,2021-12-10
54622,42,42.61,0.99,0.99,2021-12-10
54611,59,25.86,2.28,2.28,2021-12-10
54623,71,48.5,1.46,1.46,2021-12-10
54625,3,5.43,0.55,0.55,2021-12-10
54626,35,30.34,1.15,1.15,2021-12-10
54627,43,38.65,1.11,1.11,2021-12-10
54628,18,22.32,0.81,0.81,2021-12-10
54629,69,59.0,1.17,1.17,2021-12-10
54630,97,94.48,1.03,1.03,2021-12-10
54631,57,38.63,1.48,1.48,2021-12-10
54632,6,25.63,0.23,0.23,2021-12-10
54634,91,101.48,0.9,0.9,2021-12-10
54624,16,32.2,0.5,0.5,2021-12-10
54541,43,29.59,1.45,1.45,2021-12-10
54610,19,37.34,0.51,0.51,2021-12-10
54601,1039,1140.84,0.91,0.91,2021-12-10
54545,1,18.29,0.055,0.055,2021-12-10
54546,8,25.34,0.32,0.32,2021-12-10
54547,3,30.91,0.097,0.097,2021-12-10
54548,98,109.88,0.89,0.89,2021-12-10
54550,13,14.81,0.88,0.88,2021-12-10
54552,142,92.17,1.54,1.54,2021-12-10
54554,18,23.61,0.76,0.76,2021-12-10
54555,212,108.13,1.96,1.96,2021-12-10
54556,38,26.24,1.45,1.45,2021-12-10
54603,328,319.01,1.03,1.03,2021-12-10
54557,1,18.97,0.053,0.053,2021-12-10
54559,14,20.22,0.69,0.69,2021-12-10
54560,1,12.86,0.078,0.078,2021-12-10
54562,24,42.07,0.57,0.57,2021-12-10
54563,18,17.68,1.02,1.02,2021-12-10
54564,0,8.94,0.0,0.0,2021-12-10
54565,0,0.88,0.0,0.0,2021-12-10
54566,55,28.51,1.93,1.93,2021-12-10
54568,105,115.67,0.91,0.91,2021-12-10
54558,57,45.28,1.26,1.26,2021-12-10
54469,86,38.87,2.21,2.21,2021-12-10
54162,280,206.65,1.35,1.36,2021-12-10
54466,84,62.51,1.34,1.34,2021-12-10
54220,1050,883.19,1.19,1.19,2021-12-10
54227,24,35.34,0.68,0.68,2021-12-10
54228,70,62.69,1.12,1.12,2021-12-10
54229,120,114.7,1.05,1.05,2021-12-10
54230,141,107.32,1.31,1.31,2021-12-10
54232,9,19.02,0.47,0.47,2021-12-10
54234,36,37.22,0.97,0.97,2021-12-10
54235,390,381.28,1.02,1.02,2021-12-10
54241,350,317.29,1.1,1.1,2021-12-10
54217,181,164.85,1.1,1.1,2021-12-10
54245,52,46.78,1.11,1.11,2021-12-10
54247,58,45.01,1.29,1.29,2021-12-10
54301,611,486.81,1.26,1.26,2021-12-10
54302,635,716.21,0.89,0.89,2021-12-10
54303,716,620.73,1.15,1.15,2021-12-10
54304,736,618.44,1.19,1.19,2021-12-10
54307,9,26.56,0.34,0.34,2021-12-10
54311,935,821.63,1.14,1.14,2021-12-10
54313,1009,879.32,1.15,1.15,2021-12-10
54401,1030,691.67,1.49,1.49,2021-12-10
54246,8,19.24,0.42,0.42,2021-12-10
54216,174,141.42,1.23,1.23,2021-12-10
54214,2,5.82,0.34,0.34,2021-12-10
54213,44,30.5,1.44,1.44,2021-12-10
54636,507,330.27,1.54,1.54,2021-12-10
54165,145,173.0,0.84,0.84,2021-12-10
54166,355,376.3,0.94,0.94,2021-12-10
54169,65,62.85,1.03,1.03,2021-12-10
54170,111,80.58,1.38,1.38,2021-12-10
54171,116,83.18,1.39,1.39,2021-12-10
54173,103,100.21,1.03,1.03,2021-12-10
54174,42,68.1,0.62,0.62,2021-12-10
54175,13,21.19,0.61,0.61,2021-12-10
54177,133,63.06,2.11,2.11,2021-12-10
54180,98,79.02,1.24,1.24,2021-12-10
54201,80,116.29,0.69,0.69,2021-12-10
54202,12,29.25,0.41,0.41,2021-12-10
54204,32,36.41,0.88,0.88,2021-12-10
54205,33,47.55,0.69,0.69,2021-12-10
54207,0,3.31,0.0,0.0,2021-12-10
54208,129,145.83,0.88,0.88,2021-12-10
54209,14,30.02,0.47,0.47,2021-12-10
54210,3,17.16,0.17,0.17,2021-12-10
54211,0,5.86,0.0,0.0,2021-12-10
54212,15,23.43,0.64,0.64,2021-12-10
54403,987,555.27,1.78,1.78,2021-12-10
54467,370,319.24,1.16,1.16,2021-12-10
54405,73,69.3,1.05,1.05,2021-12-10
54407,20,33.24,0.6,0.6,2021-12-10
54441,38,20.9,1.82,1.82,2021-12-10
54442,33,26.26,1.26,1.26,2021-12-10
54443,78,48.5,1.61,1.61,2021-12-10
54446,33,70.01,0.47,0.47,2021-12-10
54447,1,9.94,0.1,0.1,2021-12-10
54448,215,99.53,2.16,2.16,2021-12-10
54449,1043,579.03,1.8,1.81,2021-12-10
54450,11,10.3,1.07,1.07,2021-12-10
54451,356,258.2,1.38,1.38,2021-12-10
54440,101,67.06,1.51,1.51,2021-12-10
54452,567,416.76,1.36,1.36,2021-12-10
54455,925,411.48,2.25,2.26,2021-12-10
54456,187,133.54,1.4,1.4,2021-12-10
54457,328,184.64,1.78,1.78,2021-12-10
54458,0,2.22,0.0,0.0,2021-12-10
54459,27,28.03,0.96,0.96,2021-12-10
54460,84,60.09,1.4,1.4,2021-12-10
54462,4,8.08,0.49,0.49,2021-12-10
54463,31,13.49,2.3,2.3,2021-12-10
54465,0,11.21,0.0,0.0,2021-12-10
54454,47,30.61,1.54,1.54,2021-12-10
54437,61,69.03,0.88,0.88,2021-12-10
54436,47,54.25,0.87,0.87,2021-12-10
54435,42,46.01,0.91,0.91,2021-12-10
54408,26,22.57,1.15,1.15,2021-12-10
54409,385,292.07,1.32,1.32,2021-12-10
54410,79,58.73,1.35,1.35,2021-12-10
54411,171,118.32,1.45,1.45,2021-12-10
54412,89,46.1,1.93,1.93,2021-12-10
54413,0,3.37,0.0,0.0,2021-12-10
54414,121,79.7,1.52,1.52,2021-12-10
54416,59,40.39,1.46,1.46,2021-12-10
54417,0,0.88,0.0,0.0,2021-12-10
54418,21,21.87,0.96,0.96,2021-12-10
54420,31,28.71,1.08,1.08,2021-12-10
54421,129,83.07,1.55,1.55,2021-12-10
54422,34,29.57,1.15,1.15,2021-12-10
54423,48,53.14,0.9,0.9,2021-12-10
54424,41,34.66,1.18,1.18,2021-12-10
54425,49,47.43,1.03,1.03,2021-12-10
54426,162,102.63,1.58,1.58,2021-12-10
54427,30,26.83,1.12,1.12,2021-12-10
54428,25,22.78,1.1,1.1,2021-12-10
54430,0,3.53,0.0,0.0,2021-12-10
54433,36,42.2,0.85,0.85,2021-12-10
54406,106,77.5,1.37,1.37,2021-12-10
54637,5,4.42,1.13,1.13,2021-12-10
54835,15,19.74,0.76,0.76,2021-12-10
54639,105,61.31,1.71,1.71,2021-12-10
54870,47,35.05,1.34,1.34,2021-12-10
54871,208,67.97,3.06,3.06,2021-12-10
54872,94,60.72,1.55,1.55,2021-12-10
54873,94,65.77,1.43,1.43,2021-12-10
54874,64,88.3,0.72,0.72,2021-12-10
54875,28,24.0,1.17,1.17,2021-12-10
54876,51,29.82,1.71,1.71,2021-12-10
54880,619,677.29,0.91,0.91,2021-12-10
54888,69,29.5,2.34,2.34,2021-12-10
54868,590,345.21,1.71,1.71,2021-12-10
54889,123,59.95,2.05,2.05,2021-12-10
54893,111,83.91,1.32,1.32,2021-12-10
54895,24,21.96,1.09,1.09,2021-12-10
54896,27,32.31,0.84,0.84,2021-12-10
