FPIS,Observed,Expected,OE,RR,date
55063010201,0,0.35,0.0,0.0,2021-06-05
55063010202,4,0.23,17.68,18.03,2021-06-05
55063001000,0,0.13,0.0,0.0,2021-06-05
55063001101,0,0.068,0.0,0.0,2021-06-05
55063001102,0,0.13,0.0,0.0,2021-06-05
55063000900,0,0.12,0.0,0.0,2021-06-05
55063010101,0,0.19,0.0,0.0,2021-06-05
55063010102,0,0.16,0.0,0.0,2021-06-05
55063001200,0,0.14,0.0,0.0,2021-06-05
55087013200,0,0.15,0.0,0.0,2021-06-06
55089620100,0,0.24,0.0,0.0,2021-06-06
55089610102,0,0.15,0.0,0.0,2021-06-06
55089610101,0,0.17,0.0,0.0,2021-06-06
55087940000,0,0.18,0.0,0.0,2021-06-06
55089630100,0,0.11,0.0,0.0,2021-06-06
55087013300,0,0.3,0.0,0.0,2021-06-06
55087013100,3,0.23,12.97,13.13,2021-06-06
55087012602,0,0.19,0.0,0.0,2021-06-06
55087012901,0,0.24,0.0,0.0,2021-06-06
55087012800,2,0.31,6.51,6.56,2021-06-06
55087012700,0,0.24,0.0,0.0,2021-06-06
55087012601,2,0.38,5.26,5.3,2021-06-06
55087012506,0,0.16,0.0,0.0,2021-06-06
55087012505,0,0.19,0.0,0.0,2021-06-06
55087012504,0,0.13,0.0,0.0,2021-06-06
55089630201,0,0.18,0.0,0.0,2021-06-06
55087012902,0,0.14,0.0,0.0,2021-06-06
55089630202,0,0.21,0.0,0.0,2021-06-06
55093960600,0,0.19,0.0,0.0,2021-06-06
55089640200,0,0.34,0.0,0.0,2021-06-06
55087012503,0,0.14,0.0,0.0,2021-06-06
55093960500,0,0.32,0.0,0.0,2021-06-06
55093960400,0,0.21,0.0,0.0,2021-06-06
55093960300,0,0.22,0.0,0.0,2021-06-06
55093960200,0,0.24,0.0,0.0,2021-06-06
55093960100,0,0.11,0.0,0.0,2021-06-06
55091950200,0,0.13,0.0,0.0,2021-06-06
55091950100,0,0.16,0.0,0.0,2021-06-06
55089640100,0,0.22,0.0,0.0,2021-06-06
55089660304,0,0.12,0.0,0.0,2021-06-06
55089660301,0,0.23,0.0,0.0,2021-06-06
55089660202,0,0.23,0.0,0.0,2021-06-06
55089660201,0,0.16,0.0,0.0,2021-06-06
55089660100,0,0.12,0.0,0.0,2021-06-06
55089650300,0,0.22,0.0,0.0,2021-06-06
55089650200,0,0.2,0.0,0.0,2021-06-06
55089650102,1,0.11,8.97,9.0,2021-06-06
55089650101,0,0.24,0.0,0.0,2021-06-06
55089660303,0,0.2,0.0,0.0,2021-06-06
55087012400,0,0.12,0.0,0.0,2021-06-06
55083101100,0,0.18,0.0,0.0,2021-06-06
55087012200,0,0.075,0.0,0.0,2021-06-06
55087010100,0,0.11,0.0,0.0,2021-06-06
55085971500,0,0.17,0.0,0.0,2021-06-06
55085971400,0,0.14,0.0,0.0,2021-06-06
55085971300,0,0.068,0.0,0.0,2021-06-06
55085971100,0,0.082,0.0,0.0,2021-06-06
55085971002,0,0.093,0.0,0.0,2021-06-06
55085971001,0,0.052,0.0,0.0,2021-06-06
55085970900,0,0.086,0.0,0.0,2021-06-06
55087010200,0,0.18,0.0,0.0,2021-06-06
55085970800,0,0.089,0.0,0.0,2021-06-06
55085970601,0,0.08,0.0,0.0,2021-06-06
55085970500,0,0.076,0.0,0.0,2021-06-06
55085970400,0,0.11,0.0,0.0,2021-06-06
55085970102,0,0.13,0.0,0.0,2021-06-06
55085970101,0,0.064,0.0,0.0,2021-06-06
55083101300,0,0.35,0.0,0.0,2021-06-06
55083101200,0,0.16,0.0,0.0,2021-06-06
55093960700,0,0.19,0.0,0.0,2021-06-06
55085970602,0,0.14,0.0,0.0,2021-06-06
55087012300,0,0.062,0.0,0.0,2021-06-06
55087010300,0,0.097,0.0,0.0,2021-06-06
55087010601,0,0.15,0.0,0.0,2021-06-06
55087012100,0,0.3,0.0,0.0,2021-06-06
55087012000,0,0.27,0.0,0.0,2021-06-06
55087011900,0,0.33,0.0,0.0,2021-06-06
55087011800,0,0.08,0.0,0.0,2021-06-06
55087011700,0,0.095,0.0,0.0,2021-06-06
55087011600,0,0.27,0.0,0.0,2021-06-06
55087011502,0,0.17,0.0,0.0,2021-06-06
55087011501,0,0.14,0.0,0.0,2021-06-06
55087010500,0,0.17,0.0,0.0,2021-06-06
55087011400,0,0.21,0.0,0.0,2021-06-06
55087011200,0,0.11,0.0,0.0,2021-06-06
55087011102,0,0.28,0.0,0.0,2021-06-06
55087011101,0,0.19,0.0,0.0,2021-06-06
55087011000,0,0.23,0.0,0.0,2021-06-06
55087010900,0,0.085,0.0,0.0,2021-06-06
55087010800,0,0.059,0.0,0.0,2021-06-06
55087010700,0,0.16,0.0,0.0,2021-06-06
55087010602,0,0.15,0.0,0.0,2021-06-06
55087011300,0,0.12,0.0,0.0,2021-06-06
55093960800,0,0.14,0.0,0.0,2021-06-06
55101001002,0,0.1,0.0,0.0,2021-06-06
55095960200,0,0.15,0.0,0.0,2021-06-06
55101001900,0,0.15,0.0,0.0,2021-06-06
55101001802,0,0.11,0.0,0.0,2021-06-06
55101001801,0,0.2,0.0,0.0,2021-06-06
55101001706,0,0.15,0.0,0.0,2021-06-06
55101001705,6,0.22,27.74,28.48,2021-06-06
55101001703,0,0.17,0.0,0.0,2021-06-06
55101001702,2,0.26,7.69,7.75,2021-06-06
55101001701,0,0.15,0.0,0.0,2021-06-06
55101001602,0,0.11,0.0,0.0,2021-06-06
55101001601,0,0.26,0.0,0.0,2021-06-06
55101001505,0,0.16,0.0,0.0,2021-06-06
55101001504,0,0.11,0.0,0.0,2021-06-06
55101001502,0,0.27,0.0,0.0,2021-06-06
55101001501,0,0.14,0.0,0.0,2021-06-06
55101001400,0,0.25,0.0,0.0,2021-06-06
55101001302,0,0.17,0.0,0.0,2021-06-06
55101001301,0,0.16,0.0,0.0,2021-06-06
55101002001,0,0.13,0.0,0.0,2021-06-06
55101002002,0,0.19,0.0,0.0,2021-06-06
55101002100,0,0.13,0.0,0.0,2021-06-06
55101002401,0,0.22,0.0,0.0,2021-06-06
55105000700,0,0.16,0.0,0.0,2021-06-06
55105000600,0,0.14,0.0,0.0,2021-06-06
55105000500,0,0.16,0.0,0.0,2021-06-06
55105000400,0,0.14,0.0,0.0,2021-06-06
55105000300,0,0.11,0.0,0.0,2021-06-06
55105000200,0,0.11,0.0,0.0,2021-06-06
55105000100,0,0.039,0.0,0.0,2021-06-06
55103970500,0,0.16,0.0,0.0,2021-06-06
55101001202,3,0.26,11.63,11.77,2021-06-06
55103970400,0,0.13,0.0,0.0,2021-06-06
55103970200,1,0.18,5.49,5.51,2021-06-06
55103970100,0,0.12,0.0,0.0,2021-06-06
55101980000,0,0.035,0.0,0.0,2021-06-06
55101002800,0,0.24,0.0,0.0,2021-06-06
55101002702,0,0.23,0.0,0.0,2021-06-06
55101002701,0,0.15,0.0,0.0,2021-06-06
55101002600,0,0.23,0.0,0.0,2021-06-06
55101002402,0,0.21,0.0,0.0,2021-06-06
55103970300,0,0.093,0.0,0.0,2021-06-06
55101001201,0,0.13,0.0,0.0,2021-06-06
55101001100,0,0.24,0.0,0.0,2021-06-06
55101001003,0,0.16,0.0,0.0,2021-06-06
55097960900,0,0.13,0.0,0.0,2021-06-06
55097960800,0,0.21,0.0,0.0,2021-06-06
55097960702,0,0.13,0.0,0.0,2021-06-06
55097960701,0,0.2,0.0,0.0,2021-06-06
55097960600,0,0.21,0.0,0.0,2021-06-06
55097960500,0,0.29,0.0,0.0,2021-06-06
55097960400,0,0.27,0.0,0.0,2021-06-06
55097960300,1,0.15,6.69,6.72,2021-06-06
55097961000,0,0.1,0.0,0.0,2021-06-06
55097960200,5,0.19,26.97,27.56,2021-06-06
55095961100,0,0.15,0.0,0.0,2021-06-06
55095961000,0,0.18,0.0,0.0,2021-06-06
55095960900,0,0.2,0.0,0.0,2021-06-06
55095960800,0,0.24,0.0,0.0,2021-06-06
55095960700,3,0.23,13.26,13.43,2021-06-06
55095960600,0,0.084,0.0,0.0,2021-06-06
55095960500,0,0.11,0.0,0.0,2021-06-06
55095960300,0,0.21,0.0,0.0,2021-06-06
55097960100,0,0.18,0.0,0.0,2021-06-06
55095960100,1,0.14,7.06,7.08,2021-06-06
55097961100,0,0.28,0.0,0.0,2021-06-06
55097961300,0,0.19,0.0,0.0,2021-06-06
55101001001,0,0.089,0.0,0.0,2021-06-06
55101000904,0,0.2,0.0,0.0,2021-06-06
55101000903,0,0.16,0.0,0.0,2021-06-06
55101000901,0,0.15,0.0,0.0,2021-06-06
55101000800,0,0.16,0.0,0.0,2021-06-06
55101000700,0,0.22,0.0,0.0,2021-06-06
55101000600,0,0.19,0.0,0.0,2021-06-06
55101000500,0,0.2,0.0,0.0,2021-06-06
55097961200,0,0.23,0.0,0.0,2021-06-06
55101000400,0,0.14,0.0,0.0,2021-06-06
55101000200,0,0.22,0.0,0.0,2021-06-06
55101000100,0,0.04,0.0,0.0,2021-06-06
55099970700,0,0.091,0.0,0.0,2021-06-06
55099970600,0,0.088,0.0,0.0,2021-06-06
55099970500,0,0.079,0.0,0.0,2021-06-06
55099970400,0,0.069,0.0,0.0,2021-06-06
55099970200,0,0.1,0.0,0.0,2021-06-06
55099970100,0,0.095,0.0,0.0,2021-06-06
55101000300,0,0.14,0.0,0.0,2021-06-06
55105000800,0,0.15,0.0,0.0,2021-06-06
55083101000,0,0.15,0.0,0.0,2021-06-06
55083100800,0,0.095,0.0,0.0,2021-06-06
55079060101,0,0.16,0.0,0.0,2021-06-06
55079050102,0,0.25,0.0,0.0,2021-06-06
55079050101,1,0.22,4.58,4.6,2021-06-06
55079040100,0,0.058,0.0,0.0,2021-06-06
55079035200,0,0.17,0.0,0.0,2021-06-06
55079035100,0,0.088,0.0,0.0,2021-06-06
55079030100,0,0.17,0.0,0.0,2021-06-06
55079021800,0,0.091,0.0,0.0,2021-06-06
55079021700,0,0.26,0.0,0.0,2021-06-06
55079021600,0,0.19,0.0,0.0,2021-06-06
55079021500,4,0.12,34.06,34.66,2021-06-06
55079021400,0,0.14,0.0,0.0,2021-06-06
55079021300,0,0.068,0.0,0.0,2021-06-06
55079021200,0,0.088,0.0,0.0,2021-06-06
55079021100,0,0.057,0.0,0.0,2021-06-06
55079021000,0,0.085,0.0,0.0,2021-06-06
55079020900,0,0.11,0.0,0.0,2021-06-06
55079060102,0,0.12,0.0,0.0,2021-06-06
55079060200,0,0.23,0.0,0.0,2021-06-06
55079070100,0,0.17,0.0,0.0,2021-06-06
55079070200,0,0.19,0.0,0.0,2021-06-06
55079100100,0,0.15,0.0,0.0,2021-06-06
55079091400,0,0.093,0.0,0.0,2021-06-06
55079091300,0,0.15,0.0,0.0,2021-06-06
55079091200,0,0.2,0.0,0.0,2021-06-06
55079091100,0,0.17,0.0,0.0,2021-06-06
55079091000,0,0.19,0.0,0.0,2021-06-06
55079090900,0,0.16,0.0,0.0,2021-06-06
55079090800,0,0.091,0.0,0.0,2021-06-06
55079020800,0,0.13,0.0,0.0,2021-06-06
55079090700,0,0.12,0.0,0.0,2021-06-06
55079090300,0,0.13,0.0,0.0,2021-06-06
55079090200,0,0.073,0.0,0.0,2021-06-06
55079090100,0,0.17,0.0,0.0,2021-06-06
55079080400,0,0.13,0.0,0.0,2021-06-06
55079080300,0,0.15,0.0,0.0,2021-06-06
55079080200,0,0.14,0.0,0.0,2021-06-06
55079080100,0,0.11,0.0,0.0,2021-06-06
55079070300,0,0.19,0.0,0.0,2021-06-06
55079090600,0,0.18,0.0,0.0,2021-06-06
55079020700,0,0.17,0.0,0.0,2021-06-06
55079020600,0,0.14,0.0,0.0,2021-06-06
55079020500,0,0.11,0.0,0.0,2021-06-06
55079018200,0,0.064,0.0,0.0,2021-06-06
55079018100,0,0.068,0.0,0.0,2021-06-06
55079018000,0,0.12,0.0,0.0,2021-06-06
55079017900,0,0.12,0.0,0.0,2021-06-06
55079017600,0,0.11,0.0,0.0,2021-06-06
55079017500,0,0.15,0.0,0.0,2021-06-06
55079017400,0,0.11,0.0,0.0,2021-06-06
55079017300,0,0.17,0.0,0.0,2021-06-06
55079018300,0,0.09,0.0,0.0,2021-06-06
55079017200,0,0.11,0.0,0.0,2021-06-06
55079017000,0,0.21,0.0,0.0,2021-06-06
55079016900,1,0.14,7.18,7.21,2021-06-06
55079016800,0,0.14,0.0,0.0,2021-06-06
55079016700,0,0.13,0.0,0.0,2021-06-06
55079016600,2,0.066,30.27,30.53,2021-06-06
55079016500,0,0.083,0.0,0.0,2021-06-06
55079016400,0,0.17,0.0,0.0,2021-06-06
55105000900,0,0.11,0.0,0.0,2021-06-06
55079017100,0,0.11,0.0,0.0,2021-06-06
55079100200,0,0.16,0.0,0.0,2021-06-06
55079018400,0,0.054,0.0,0.0,2021-06-06
55079018600,0,0.11,0.0,0.0,2021-06-06
55079020400,0,0.14,0.0,0.0,2021-06-06
55079020300,0,0.16,0.0,0.0,2021-06-06
55079020200,0,0.14,0.0,0.0,2021-06-06
55079020100,0,0.16,0.0,0.0,2021-06-06
55079020000,0,0.13,0.0,0.0,2021-06-06
55079019900,0,0.15,0.0,0.0,2021-06-06
55079019800,0,0.22,0.0,0.0,2021-06-06
55079019700,0,0.2,0.0,0.0,2021-06-06
55079018500,0,0.077,0.0,0.0,2021-06-06
55079019600,0,0.13,0.0,0.0,2021-06-06
55079019400,0,0.16,0.0,0.0,2021-06-06
55079019300,0,0.13,0.0,0.0,2021-06-06
55079019200,0,0.13,0.0,0.0,2021-06-06
55079019100,0,0.15,0.0,0.0,2021-06-06
55079019000,0,0.19,0.0,0.0,2021-06-06
55079018900,0,0.076,0.0,0.0,2021-06-06
55079018800,0,0.076,0.0,0.0,2021-06-06
55079018700,0,0.13,0.0,0.0,2021-06-06
55079019500,0,0.13,0.0,0.0,2021-06-06
55079100300,0,0.1,0.0,0.0,2021-06-06
55079100400,0,0.11,0.0,0.0,2021-06-06
55079100500,0,0.14,0.0,0.0,2021-06-06
55079186300,0,0.15,0.0,0.0,2021-06-06
55079186200,0,0.06,0.0,0.0,2021-06-06
55079186100,1,0.078,12.8,12.86,2021-06-06
55079186000,0,0.058,0.0,0.0,2021-06-06
55079185900,0,0.038,0.0,0.0,2021-06-06
55079185800,0,0.063,0.0,0.0,2021-06-06
55079185700,0,0.073,0.0,0.0,2021-06-06
55079185600,0,0.063,0.0,0.0,2021-06-06
55079186400,0,0.055,0.0,0.0,2021-06-06
55079185500,0,0.068,0.0,0.0,2021-06-06
55079185300,0,0.15,0.0,0.0,2021-06-06
55079185200,0,0.19,0.0,0.0,2021-06-06
55079185100,0,0.18,0.0,0.0,2021-06-06
55079180500,0,0.18,0.0,0.0,2021-06-06
55079180400,0,0.099,0.0,0.0,2021-06-06
55079180300,0,0.13,0.0,0.0,2021-06-06
55079180200,0,0.2,0.0,0.0,2021-06-06
55079180100,0,0.11,0.0,0.0,2021-06-06
55079185400,0,0.056,0.0,0.0,2021-06-06
55079170700,0,0.11,0.0,0.0,2021-06-06
55079186500,0,0.074,0.0,0.0,2021-06-06
55079186800,0,0.063,0.0,0.0,2021-06-06
55083100700,0,0.1,0.0,0.0,2021-06-06
55083100600,0,0.11,0.0,0.0,2021-06-06
55083100500,0,0.092,0.0,0.0,2021-06-06
55083100300,0,0.11,0.0,0.0,2021-06-06
55081950900,0,0.21,0.0,0.0,2021-06-06
55081950800,0,0.18,0.0,0.0,2021-06-06
55081950700,3,0.19,16.01,16.21,2021-06-06
55081950600,0,0.17,0.0,0.0,2021-06-06
55079186600,0,0.086,0.0,0.0,2021-06-06
55081950500,4,0.23,17.42,17.72,2021-06-06
55081950300,0,0.25,0.0,0.0,2021-06-06
55081950200,0,0.18,0.0,0.0,2021-06-06
55081950100,0,0.19,0.0,0.0,2021-06-06
55079187400,0,0.13,0.0,0.0,2021-06-06
55079187300,0,0.26,0.0,0.0,2021-06-06
55079187200,0,0.22,0.0,0.0,2021-06-06
55079187000,0,0.14,0.0,0.0,2021-06-06
55079186900,0,0.092,0.0,0.0,2021-06-06
55081950400,0,0.17,0.0,0.0,2021-06-06
55083100900,0,0.11,0.0,0.0,2021-06-06
55079170600,0,0.14,0.0,0.0,2021-06-06
55079170400,0,0.12,0.0,0.0,2021-06-06
55079120202,0,0.12,0.0,0.0,2021-06-06
55079120201,0,0.15,0.0,0.0,2021-06-06
55079120102,0,0.15,0.0,0.0,2021-06-06
55079120101,0,0.16,0.0,0.0,2021-06-06
55079110100,0,0.16,0.0,0.0,2021-06-06
55079101800,0,0.1,0.0,0.0,2021-06-06
55079101700,0,0.13,0.0,0.0,2021-06-06
55079101600,0,0.16,0.0,0.0,2021-06-06
55079120203,0,0.14,0.0,0.0,2021-06-06
55079101500,0,0.17,0.0,0.0,2021-06-06
55079101300,0,0.11,0.0,0.0,2021-06-06
55079101200,0,0.12,0.0,0.0,2021-06-06
55079101100,0,0.069,0.0,0.0,2021-06-06
55079101000,0,0.2,0.0,0.0,2021-06-06
55079100900,6,0.16,38.71,39.74,2021-06-06
55079100800,0,0.11,0.0,0.0,2021-06-06
55079100700,0,0.13,0.0,0.0,2021-06-06
55079100600,0,0.084,0.0,0.0,2021-06-06
55079101400,0,0.15,0.0,0.0,2021-06-06
55079170500,0,0.097,0.0,0.0,2021-06-06
55079120300,0,0.085,0.0,0.0,2021-06-06
55079120501,0,0.17,0.0,0.0,2021-06-06
55079170300,0,0.097,0.0,0.0,2021-06-06
55079170200,0,0.16,0.0,0.0,2021-06-06
55079170100,0,0.1,0.0,0.0,2021-06-06
55079160300,0,0.4,0.0,0.0,2021-06-06
55079160204,0,0.21,0.0,0.0,2021-06-06
55079160203,0,0.25,0.0,0.0,2021-06-06
55079160202,0,0.28,0.0,0.0,2021-06-06
55079160100,0,0.25,0.0,0.0,2021-06-06
55079120400,0,0.26,0.0,0.0,2021-06-06
55079150304,0,0.17,0.0,0.0,2021-06-06
55079150301,0,0.23,0.0,0.0,2021-06-06
55079150100,0,0.34,0.0,0.0,2021-06-06
55079140202,0,0.23,0.0,0.0,2021-06-06
55079140201,0,0.2,0.0,0.0,2021-06-06
55079140100,0,0.12,0.0,0.0,2021-06-06
55079130200,0,0.11,0.0,0.0,2021-06-06
55079130100,0,0.19,0.0,0.0,2021-06-06
55079120502,0,0.21,0.0,0.0,2021-06-06
55079150303,0,0.19,0.0,0.0,2021-06-06
55105001000,0,0.13,0.0,0.0,2021-06-06
55131440106,0,0.15,0.0,0.0,2021-06-06
55105001201,0,0.2,0.0,0.0,2021-06-06
55133203102,0,0.28,0.0,0.0,2021-06-06
55133203101,0,0.27,0.0,0.0,2021-06-06
55133203000,0,0.099,0.0,0.0,2021-06-06
55133202902,0,0.14,0.0,0.0,2021-06-06
55133202901,0,0.18,0.0,0.0,2021-06-06
55133202800,0,0.18,0.0,0.0,2021-06-06
55133202700,0,0.067,0.0,0.0,2021-06-06
55133202600,0,0.13,0.0,0.0,2021-06-06
55133202500,0,0.16,0.0,0.0,2021-06-06
55133202400,0,0.19,0.0,0.0,2021-06-06
55133202302,0,0.23,0.0,0.0,2021-06-06
55133202301,0,0.17,0.0,0.0,2021-06-06
55133202202,0,0.22,0.0,0.0,2021-06-06
55133202201,0,0.16,0.0,0.0,2021-06-06
55133202103,0,0.15,0.0,0.0,2021-06-06
55133202102,0,0.2,0.0,0.0,2021-06-06
55133202101,0,0.17,0.0,0.0,2021-06-06
55133203103,0,0.19,0.0,0.0,2021-06-06
55133203200,0,0.17,0.0,0.0,2021-06-06
55133203303,0,0.15,0.0,0.0,2021-06-06
55133203304,0,0.19,0.0,0.0,2021-06-06
55133203902,0,0.17,0.0,0.0,2021-06-06
55133203901,0,0.19,0.0,0.0,2021-06-06
55133203804,0,0.29,0.0,0.0,2021-06-06
55133203803,0,0.16,0.0,0.0,2021-06-06
55133203802,0,0.24,0.0,0.0,2021-06-06
55133203704,0,0.2,0.0,0.0,2021-06-06
55133203703,0,0.13,0.0,0.0,2021-06-06
55133203702,0,0.19,0.0,0.0,2021-06-06
55133202002,0,0.15,0.0,0.0,2021-06-06
55133203602,0,0.22,0.0,0.0,2021-06-06
55133203500,0,0.26,0.0,0.0,2021-06-06
55133203406,0,0.28,0.0,0.0,2021-06-06
55133203405,0,0.17,0.0,0.0,2021-06-06
55133203404,0,0.13,0.0,0.0,2021-06-06
55133203403,0,0.21,0.0,0.0,2021-06-06
55133203402,0,0.14,0.0,0.0,2021-06-06
55133203306,0,0.25,0.0,0.0,2021-06-06
55133203305,0,0.16,0.0,0.0,2021-06-06
55133203601,0,0.16,0.0,0.0,2021-06-06
55133202001,0,0.21,0.0,0.0,2021-06-06
55133201900,0,0.22,0.0,0.0,2021-06-06
55133201800,0,0.063,0.0,0.0,2021-06-06
55133200801,0,0.18,0.0,0.0,2021-06-06
55133200700,0,0.15,0.0,0.0,2021-06-06
55133200600,0,0.071,0.0,0.0,2021-06-06
55133200500,0,0.22,0.0,0.0,2021-06-06
55133200400,0,0.25,0.0,0.0,2021-06-06
55133200300,0,0.18,0.0,0.0,2021-06-06
55133200202,0,0.17,0.0,0.0,2021-06-06
55133200201,0,0.15,0.0,0.0,2021-06-06
55133200803,0,0.17,0.0,0.0,2021-06-06
55133200103,0,0.12,0.0,0.0,2021-06-06
55133200101,0,0.19,0.0,0.0,2021-06-06
55131470204,0,0.17,0.0,0.0,2021-06-06
55131470203,0,0.19,0.0,0.0,2021-06-06
55131470202,0,0.23,0.0,0.0,2021-06-06
55131470100,0,0.21,0.0,0.0,2021-06-06
55131460102,0,0.2,0.0,0.0,2021-06-06
55131460101,0,0.25,0.0,0.0,2021-06-06
55131450106,0,0.24,0.0,0.0,2021-06-06
55133200102,0,0.2,0.0,0.0,2021-06-06
55133204002,0,0.22,0.0,0.0,2021-06-06
55133200804,0,0.14,0.0,0.0,2021-06-06
55133200902,0,0.15,0.0,0.0,2021-06-06
55133201704,0,0.22,0.0,0.0,2021-06-06
55133201703,0,0.22,0.0,0.0,2021-06-06
55133201701,0,0.17,0.0,0.0,2021-06-06
55133201600,0,0.2,0.0,0.0,2021-06-06
55133201506,0,0.19,0.0,0.0,2021-06-06
55133201505,0,0.11,0.0,0.0,2021-06-06
55133201504,0,0.26,0.0,0.0,2021-06-06
55133201503,0,0.25,0.0,0.0,2021-06-06
55133200901,0,0.15,0.0,0.0,2021-06-06
55133201404,0,0.14,0.0,0.0,2021-06-06
55133201402,0,0.18,0.0,0.0,2021-06-06
55133201300,0,0.2,0.0,0.0,2021-06-06
55133201203,0,0.13,0.0,0.0,2021-06-06
55133201202,0,0.24,0.0,0.0,2021-06-06
55133201201,0,0.074,0.0,0.0,2021-06-06
55133201102,0,0.12,0.0,0.0,2021-06-06
55133201101,0,0.2,0.0,0.0,2021-06-06
55133201000,0,0.24,0.0,0.0,2021-06-06
55133201403,0,0.16,0.0,0.0,2021-06-06
55131450105,0,0.1,0.0,0.0,2021-06-06
55133204003,0,0.16,0.0,0.0,2021-06-06
55133204100,0,0.2,0.0,0.0,2021-06-06
55139003300,0,0.096,0.0,0.0,2021-06-06
55139003200,0,0.099,0.0,0.0,2021-06-06
55139003100,0,0.079,0.0,0.0,2021-06-06
55139003000,0,0.059,0.0,0.0,2021-06-06
55139002900,0,0.096,0.0,0.0,2021-06-06
55139002800,0,0.18,0.0,0.0,2021-06-06
55139002700,0,0.098,0.0,0.0,2021-06-06
55139002602,0,0.19,0.0,0.0,2021-06-06
55139002601,0,0.15,0.0,0.0,2021-06-06
55139002500,0,0.2,0.0,0.0,2021-06-06
55139002400,0,0.41,0.0,0.0,2021-06-06
55139002300,0,0.22,0.0,0.0,2021-06-06
55139002202,0,0.11,0.0,0.0,2021-06-06
55139002201,0,0.19,0.0,0.0,2021-06-06
55139002100,0,0.15,0.0,0.0,2021-06-06
55139002000,0,0.28,0.0,0.0,2021-06-06
55139001900,0,0.19,0.0,0.0,2021-06-06
55139003400,0,0.17,0.0,0.0,2021-06-06
55139003500,0,0.11,0.0,0.0,2021-06-06
55139003600,0,0.16,0.0,0.0,2021-06-06
55139003701,0,0.14,0.0,0.0,2021-06-06
55141011700,0,0.17,0.0,0.0,2021-06-06
55141011600,0,0.19,0.0,0.0,2021-06-06
55141011500,0,0.22,0.0,0.0,2021-06-06
55141011400,0,0.19,0.0,0.0,2021-06-06
55141011300,0,0.18,0.0,0.0,2021-06-06
55141011200,2,0.16,12.84,12.95,2021-06-06
55141011100,0,0.14,0.0,0.0,2021-06-06
55141011000,0,0.22,0.0,0.0,2021-06-06
55139001804,0,0.18,0.0,0.0,2021-06-06
55141010900,0,0.16,0.0,0.0,2021-06-06
55141010700,0,0.2,0.0,0.0,2021-06-06
55141010600,0,0.16,0.0,0.0,2021-06-06
55141010500,0,0.12,0.0,0.0,2021-06-06
55141010400,0,0.13,0.0,0.0,2021-06-06
55141010300,0,0.11,0.0,0.0,2021-06-06
55141010200,0,0.21,0.0,0.0,2021-06-06
55141010100,0,0.18,0.0,0.0,2021-06-06
55139003702,0,0.34,0.0,0.0,2021-06-06
55141010800,0,0.11,0.0,0.0,2021-06-06
55139001803,0,0.24,0.0,0.0,2021-06-06
55139001801,1,0.2,4.97,4.99,2021-06-06
55139001700,0,0.21,0.0,0.0,2021-06-06
55135101200,0,0.15,0.0,0.0,2021-06-06
55135101100,0,0.19,0.0,0.0,2021-06-06
55135101000,0,0.24,0.0,0.0,2021-06-06
55135100900,0,0.23,0.0,0.0,2021-06-06
55135100800,0,0.18,0.0,0.0,2021-06-06
55135100700,0,0.13,0.0,0.0,2021-06-06
55135100600,0,0.2,0.0,0.0,2021-06-06
55135100500,0,0.12,0.0,0.0,2021-06-06
55137960100,0,0.11,0.0,0.0,2021-06-06
55135100400,0,0.18,0.0,0.0,2021-06-06
55135100200,0,0.1,0.0,0.0,2021-06-06
55135100100,0,0.15,0.0,0.0,2021-06-06
55133204502,0,0.24,0.0,0.0,2021-06-06
55133204501,0,0.1,0.0,0.0,2021-06-06
55133204400,0,0.083,0.0,0.0,2021-06-06
55133204302,1,0.16,6.36,6.38,2021-06-06
55133204301,0,0.22,0.0,0.0,2021-06-06
55133204200,0,0.28,0.0,0.0,2021-06-06
55135100300,0,0.14,0.0,0.0,2021-06-06
55133204004,0,0.17,0.0,0.0,2021-06-06
55137960200,0,0.15,0.0,0.0,2021-06-06
55137960400,0,0.13,0.0,0.0,2021-06-06
55139001600,0,0.19,0.0,0.0,2021-06-06
55139001500,0,0.12,0.0,0.0,2021-06-06
55139001400,0,0.15,0.0,0.0,2021-06-06
55139001300,0,0.096,0.0,0.0,2021-06-06
55139001200,1,0.081,12.31,12.36,2021-06-06
55139001100,0,0.17,0.0,0.0,2021-06-06
55139001000,0,0.11,0.0,0.0,2021-06-06
55139000900,0,0.14,0.0,0.0,2021-06-06
55137960300,0,0.13,0.0,0.0,2021-06-06
55139000800,0,0.12,0.0,0.0,2021-06-06
55139000500,0,0.26,0.0,0.0,2021-06-06
55139000400,0,0.11,0.0,0.0,2021-06-06
55139000300,0,0.16,0.0,0.0,2021-06-06
55139000200,0,0.1,0.0,0.0,2021-06-06
55139000100,0,0.099,0.0,0.0,2021-06-06
55137960800,0,0.17,0.0,0.0,2021-06-06
55137960700,0,0.17,0.0,0.0,2021-06-06
55137960600,0,0.082,0.0,0.0,2021-06-06
55139000700,0,0.19,0.0,0.0,2021-06-06
55131450104,0,0.26,0.0,0.0,2021-06-06
55131450103,0,0.2,0.0,0.0,2021-06-06
55131440200,0,0.16,0.0,0.0,2021-06-06
55113100500,1,0.13,7.83,7.87,2021-06-06
55113100400,2,0.087,23.01,23.21,2021-06-06
55113100300,2,0.18,10.94,11.03,2021-06-06
55111001100,0,0.17,0.0,0.0,2021-06-06
55111001002,0,0.12,0.0,0.0,2021-06-06
