ID,date,clusterN,p,RR_C,RR_L
30093,2021-01-01,2.0,1.0,,
56007,2021-01-01,1.0,2.0,,
45007,2021-01-01,4.0,1.0,1.32,1.13
35021,2021-01-01,1.0,2.0,,
8073,2021-01-01,1.0,1.0,,
27061,2021-01-01,1.0,2.0,,
46061,2021-01-01,1.0,2.0,,
20177,2021-01-01,4.0,1.0,1.38,1.38
28035,2021-01-01,4.0,1.0,,
31071,2021-01-01,1.0,3.0,,
22083,2021-01-01,4.0,1.0,,
38087,2021-01-01,1.0,2.0,,
20009,2021-01-01,4.0,1.0,,
13081,2021-01-01,4.0,1.0,1.28,0.87
37045,2021-01-01,4.0,1.0,1.14,1.29
38103,2021-01-01,1.0,1.0,,
13023,2021-01-01,4.0,2.0,1.28,1.6
31141,2021-01-01,1.0,3.0,,
13159,2021-01-01,4.0,1.0,,
20015,2021-01-01,4.0,2.0,1.37,1.66
26127,2021-01-01,1.0,1.0,,
20191,2021-01-01,4.0,2.0,1.37,0.97
53061,2021-01-01,1.0,2.0,,
37075,2021-01-01,4.0,1.0,1.37,1.18
21217,2021-01-01,1.0,1.0,,
21081,2021-01-01,1.0,1.0,,
47055,2021-01-01,4.0,2.0,1.37,2.06
20065,2021-01-01,3.0,1.0,,
26157,2021-01-01,1.0,1.0,,
20145,2021-01-01,2.0,1.0,,
13167,2021-01-01,4.0,1.0,1.28,1.54
13085,2021-01-01,4.0,1.0,1.37,1.45
8079,2021-01-01,1.0,2.0,,
31119,2021-01-01,1.0,2.0,,
42107,2021-01-01,4.0,1.0,1.2,1.41
51077,2021-01-01,3.0,1.0,1.14,0.71
35033,2021-01-01,1.0,1.0,,
36049,2021-01-01,4.0,1.0,,
51127,2021-01-01,1.0,1.0,,
48489,2021-01-01,1.0,1.0,,
46079,2021-01-01,1.0,1.0,,
18059,2021-01-01,4.0,1.0,1.13,1.12
20123,2021-01-01,3.0,1.0,,
48485,2021-01-01,4.0,2.0,,
41039,2021-01-01,1.0,2.0,,
16067,2021-01-01,1.0,2.0,,
18023,2021-01-01,4.0,1.0,1.13,1.35
46135,2021-01-01,2.0,1.0,,
26105,2021-01-01,1.0,1.0,,
48209,2021-01-01,2.0,1.0,1.68,1.68
31011,2021-01-01,1.0,3.0,,
1109,2021-01-01,4.0,1.0,,
46055,2021-01-01,1.0,2.0,,
20167,2021-01-01,3.0,1.0,,
13283,2021-01-01,4.0,2.0,1.28,1.37
13139,2021-01-01,4.0,2.0,1.32,1.4
38097,2021-01-01,1.0,2.0,,
50009,2021-01-01,1.0,1.0,,
41037,2021-01-01,1.0,1.0,,
54077,2021-01-01,4.0,1.0,1.26,1.64
40147,2021-01-01,3.0,2.0,1.37,0.7
55065,2021-01-01,1.0,1.0,,
41043,2021-01-01,1.0,1.0,,
20021,2021-01-01,4.0,2.0,1.37,1.48
53031,2021-01-01,1.0,3.0,,
38083,2021-01-01,1.0,3.0,,
40111,2021-01-01,4.0,1.0,,
13015,2021-01-01,4.0,2.0,1.37,1.42
55125,2021-01-01,1.0,2.0,,
40005,2021-01-01,4.0,1.0,,
21165,2021-01-01,2.0,1.0,,
48251,2021-01-01,4.0,2.0,1.32,1.45
48131,2021-01-01,4.0,2.0,,
30051,2021-01-01,1.0,1.0,,
1009,2021-01-01,4.0,1.0,1.37,0.96
47087,2021-01-01,3.0,1.0,1.37,0.74
26129,2021-01-01,1.0,2.0,,
4013,2021-01-01,4.0,2.0,,
49027,2021-01-01,1.0,3.0,,
47023,2021-01-01,4.0,1.0,,
8055,2021-01-01,1.0,2.0,,
27089,2021-01-01,1.0,3.0,,
37003,2021-01-01,4.0,1.0,1.14,1.54
20099,2021-01-01,4.0,2.0,1.37,3.03
41011,2021-01-01,1.0,1.0,,
30073,2021-01-01,1.0,2.0,,
27007,2021-01-01,1.0,3.0,,
4019,2021-01-01,4.0,2.0,,
41045,2021-01-01,1.0,1.0,,
38091,2021-01-01,1.0,1.0,,
37173,2021-01-01,4.0,1.0,,
32033,2021-01-01,1.0,2.0,,
18139,2021-01-01,4.0,1.0,1.22,1.57
41069,2021-01-01,1.0,1.0,,
47179,2021-01-01,4.0,1.0,1.14,1.29
27083,2021-01-01,1.0,1.0,,
20061,2021-01-01,4.0,1.0,,
6027,2021-01-01,3.0,1.0,,
56011,2021-01-01,1.0,1.0,,
54031,2021-01-01,4.0,1.0,1.54,1.54
40133,2021-01-01,4.0,1.0,,
48375,2021-01-01,1.0,2.0,,
42037,2021-01-01,4.0,1.0,1.2,1.2
19113,2021-01-01,1.0,1.0,,
36019,2021-01-01,1.0,1.0,,
49057,2021-01-01,1.0,1.0,,
48317,2021-01-01,2.0,2.0,,
1093,2021-01-01,4.0,1.0,,
20023,2021-01-01,2.0,1.0,,
5105,2021-01-01,4.0,1.0,1.15,1.01
47127,2021-01-01,4.0,1.0,1.37,2.12
28101,2021-01-01,4.0,1.0,1.2,1.21
38043,2021-01-01,1.0,1.0,,
33007,2021-01-01,2.0,1.0,,
16023,2021-01-01,1.0,2.0,,
31179,2021-01-01,1.0,1.0,,
38049,2021-01-01,1.0,2.0,,
50021,2021-01-01,1.0,1.0,,
13043,2021-01-01,3.0,1.0,,
13147,2021-01-01,4.0,1.0,1.32,1.25
38057,2021-01-01,1.0,3.0,,
40101,2021-01-01,4.0,1.0,,
13255,2021-01-01,4.0,2.0,,
29217,2021-01-01,4.0,1.0,,
13035,2021-01-01,4.0,1.0,,
48035,2021-01-01,3.0,1.0,1.32,0.71
38069,2021-01-01,1.0,2.0,,
41031,2021-01-01,2.0,1.0,,
47021,2021-01-01,4.0,1.0,1.37,1.42
13187,2021-01-01,4.0,1.0,,
48059,2021-01-01,4.0,1.0,,
35051,2021-01-01,1.0,1.0,,
31123,2021-01-01,1.0,2.0,,
51185,2021-01-01,4.0,2.0,1.14,1.74
42125,2021-01-01,4.0,2.0,,
50001,2021-01-01,1.0,2.0,,
30071,2021-01-01,1.0,3.0,,
53045,2021-01-01,1.0,2.0,,
51199,2021-01-01,1.0,1.0,,
30063,2021-01-01,1.0,2.0,,
20019,2021-01-01,4.0,2.0,1.37,2.62
40061,2021-01-01,4.0,1.0,,
54069,2021-01-01,4.0,1.0,1.42,0.96
6093,2021-01-01,1.0,1.0,,
47113,2021-01-01,4.0,1.0,,
8033,2021-01-01,1.0,1.0,,
5139,2021-01-01,4.0,1.0,,
17071,2021-01-01,1.0,1.0,,
1101,2021-01-01,4.0,1.0,,
8005,2021-01-01,1.0,1.0,,
53057,2021-01-01,1.0,2.0,,
53075,2021-01-01,1.0,1.0,,
30069,2021-01-01,1.0,3.0,,
53035,2021-01-01,1.0,2.0,,
46023,2021-01-01,1.0,3.0,,
48177,2021-01-01,1.0,2.0,,
16051,2021-01-01,1.0,2.0,,
20073,2021-01-01,4.0,2.0,1.37,2.42
13171,2021-01-01,4.0,2.0,,
26109,2021-01-01,1.0,1.0,,
40135,2021-01-01,4.0,1.0,,
31137,2021-01-01,2.0,2.0,,
31101,2021-01-01,2.0,2.0,,
51095,2021-01-01,1.0,2.0,,
48077,2021-01-01,4.0,2.0,,
47065,2021-01-01,4.0,2.0,1.37,1.58
49033,2021-01-01,1.0,1.0,,
8109,2021-01-01,1.0,2.0,,
5137,2021-01-01,3.0,1.0,1.15,1.08
28067,2021-01-01,4.0,1.0,1.2,1.1
40001,2021-01-01,4.0,1.0,,
46099,2021-01-01,1.0,1.0,,
53069,2021-01-01,1.0,2.0,,
30107,2021-01-01,1.0,3.0,,
26029,2021-01-01,1.0,3.0,,
27151,2021-01-01,1.0,1.0,,
30081,2021-01-01,1.0,2.0,,
53043,2021-01-01,1.0,1.0,,
16007,2021-01-01,1.0,1.0,,
40105,2021-01-01,4.0,2.0,1.37,1.21
41059,2021-01-01,2.0,2.0,,
46102,2021-01-01,1.0,3.0,,
30105,2021-01-01,1.0,3.0,,
13313,2021-01-01,4.0,2.0,1.37,1.63
20203,2021-01-01,1.0,1.0,,
6091,2021-01-01,3.0,1.0,,
27029,2021-01-01,1.0,2.0,,
5131,2021-01-01,4.0,1.0,,
6087,2021-01-01,4.0,1.0,,
1021,2021-01-01,4.0,1.0,1.2,0.77
13009,2021-01-01,4.0,1.0,,
37175,2021-01-01,3.0,1.0,,
30019,2021-01-01,1.0,1.0,,
23025,2021-01-01,1.0,2.0,,
40025,2021-01-01,1.0,2.0,,
31125,2021-01-01,1.0,2.0,,
13111,2021-01-01,3.0,1.0,1.37,0.52
31107,2021-01-01,1.0,2.0,,
30079,2021-01-01,1.0,3.0,,
20197,2021-01-01,4.0,1.0,1.38,2.13
37055,2021-01-01,3.0,1.0,,
48441,2021-01-01,4.0,2.0,,
20173,2021-01-01,4.0,2.0,1.37,1.29
47063,2021-01-01,4.0,1.0,,
42129,2021-01-01,4.0,1.0,1.26,1.13
50019,2021-01-01,1.0,2.0,,
20085,2021-01-01,3.0,2.0,1.38,0.74
31031,2021-01-01,1.0,3.0,,
30001,2021-01-01,1.0,2.0,,
29029,2021-01-01,1.0,1.0,,
40047,2021-01-01,3.0,1.0,,
13123,2021-01-01,4.0,2.0,1.37,0.97
27135,2021-01-01,1.0,3.0,,
48227,2021-01-01,1.0,1.0,,
48205,2021-01-01,2.0,3.0,,
8049,2021-01-01,1.0,2.0,,
6079,2021-01-01,4.0,1.0,,
27019,2021-01-01,1.0,1.0,,
47101,2021-01-01,4.0,1.0,1.37,0.97
50025,2021-01-01,1.0,2.0,,
47115,2021-01-01,4.0,1.0,1.37,0.99
27127,2021-01-01,1.0,1.0,,
49019,2021-01-01,1.0,1.0,,
13207,2021-01-01,4.0,2.0,,
13117,2021-01-01,4.0,1.0,,
46111,2021-01-01,1.0,3.0,,
40051,2021-01-01,4.0,1.0,,
42121,2021-01-01,4.0,1.0,,
48479,2021-01-01,4.0,2.0,1.34,1.33
23003,2021-01-01,1.0,2.0,,
47053,2021-01-01,4.0,1.0,,
5075,2021-01-01,4.0,1.0,1.15,1.38
38027,2021-01-01,2.0,1.0,,
16063,2021-01-01,1.0,2.0,,
47151,2021-01-01,4.0,2.0,1.37,1.49
46031,2021-01-01,1.0,2.0,,
46053,2021-01-01,1.0,2.0,,
27119,2021-01-01,1.0,3.0,,
47039,2021-01-01,4.0,1.0,,
20155,2021-01-01,4.0,1.0,,
18041,2021-01-01,4.0,1.0,1.22,1.23
31115,2021-01-01,1.0,3.0,,
30091,2021-01-01,1.0,2.0,,
31063,2021-01-01,1.0,2.0,,
1007,2021-01-01,4.0,1.0,1.2,1.34
27013,2021-01-01,1.0,1.0,,
51091,2021-01-01,3.0,1.0,,
26073,2021-01-01,1.0,1.0,,
46123,2021-01-01,1.0,3.0,,
47119,2021-01-01,4.0,2.0,1.37,1.56
56015,2021-01-01,1.0,3.0,,
17077,2021-01-01,3.0,1.0,,
38041,2021-01-01,1.0,3.0,,
16025,2021-01-01,1.0,2.0,,
48329,2021-01-01,1.0,2.0,,
28017,2021-01-01,4.0,2.0,1.2,1.3
26007,2021-01-01,1.0,1.0,,
6083,2021-01-01,4.0,1.0,,
6067,2021-01-01,4.0,1.0,,
27057,2021-01-01,1.0,1.0,,
47061,2021-01-01,4.0,1.0,1.37,1.4
41051,2021-01-01,1.0,2.0,,
47165,2021-01-01,4.0,1.0,1.37,1.33
13181,2021-01-01,4.0,1.0,1.32,0.59
16037,2021-01-01,1.0,1.0,,
16053,2021-01-01,1.0,1.0,,
37115,2021-01-01,3.0,1.0,1.14,0.56
48123,2021-01-01,1.0,2.0,,
27001,2021-01-01,1.0,2.0,,
27105,2021-01-01,1.0,2.0,,
26163,2021-01-01,1.0,1.0,,
26151,2021-01-01,1.0,1.0,,
13279,2021-01-01,4.0,1.0,1.28,1.77
41029,2021-01-01,1.0,1.0,,
40003,2021-01-01,4.0,2.0,,
30049,2021-01-01,2.0,2.0,,
47159,2021-01-01,4.0,1.0,1.37,1.1
20101,2021-01-01,2.0,1.0,,
13075,2021-01-01,4.0,1.0,,
47149,2021-01-01,4.0,2.0,1.37,1.44
21017,2021-01-01,2.0,1.0,,
20151,2021-01-01,3.0,2.0,,
1065,2021-01-01,4.0,1.0,1.2,1.59
20051,2021-01-01,3.0,1.0,,
42059,2021-01-01,4.0,1.0,1.26,1.26
30097,2021-01-01,1.0,2.0,,
28009,2021-01-01,4.0,1.0,,
21055,2021-01-01,1.0,1.0,,
31077,2021-01-01,1.0,3.0,,
19045,2021-01-01,1.0,1.0,,
28087,2021-01-01,4.0,1.0,1.2,1.63
40063,2021-01-01,4.0,1.0,,
18037,2021-01-01,4.0,1.0,1.38,2.29
46073,2021-01-01,1.0,3.0,,
46097,2021-01-01,1.0,2.0,,
47041,2021-01-01,4.0,1.0,1.37,1.9
8003,2021-01-01,1.0,3.0,,
4021,2021-01-01,4.0,1.0,,
20113,2021-01-01,4.0,2.0,,
50017,2021-01-01,1.0,3.0,,
13129,2021-01-01,4.0,2.0,1.37,1.26
4027,2021-01-01,4.0,2.0,2.06,2.05
6037,2021-01-01,4.0,2.0,2.06,2.29
6111,2021-01-01,4.0,2.0,2.06,1.67
20075,2021-01-01,1.0,2.0,,
27121,2021-01-01,1.0,1.0,,
48311,2021-01-01,4.0,1.0,,
33009,2021-01-01,1.0,2.0,,
20071,2021-01-01,1.0,3.0,,
38035,2021-01-01,1.0,1.0,,
18157,2021-01-01,4.0,1.0,1.13,1.08
47027,2021-01-01,4.0,1.0,1.37,1.31
47003,2021-01-01,4.0,2.0,1.37,1.31
42065,2021-01-01,3.0,1.0,1.32,0.84
31103,2021-01-01,1.0,3.0,,
38013,2021-01-01,1.0,1.0,,
16033,2021-01-01,1.0,2.0,,
47105,2021-01-01,4.0,1.0,1.37,1.8
6009,2021-01-01,3.0,1.0,,
27063,2021-01-01,1.0,2.0,,
13297,2021-01-01,4.0,1.0,1.32,1.62
47123,2021-01-01,4.0,2.0,1.37,1.76
20111,2021-01-01,4.0,2.0,1.37,0.84
31017,2021-01-01,1.0,3.0,,
5063,2021-01-01,4.0,2.0,1.15,0.95
31089,2021-01-01,1.0,3.0,,
32003,2021-01-01,4.0,1.0,,
23001,2021-01-01,1.0,1.0,,
49005,2021-01-01,1.0,3.0,,
27073,2021-01-01,1.0,1.0,,
48127,2021-01-01,3.0,1.0,,
47129,2021-01-01,4.0,2.0,1.37,1.51
41005,2021-01-01,1.0,1.0,,
8017,2021-01-01,1.0,3.0,,
48247,2021-01-01,4.0,1.0,1.34,0.71
32013,2021-01-01,3.0,2.0,,
38099,2021-01-01,2.0,3.0,,
27095,2021-01-01,1.0,2.0,,
5085,2021-01-01,4.0,1.0,1.15,0.99
31015,2021-01-01,1.0,2.0,,
18123,2021-01-01,4.0,1.0,,
46101,2021-01-01,1.0,1.0,,
30065,2021-01-01,1.0,3.0,,
48391,2021-01-01,1.0,1.0,,
26089,2021-01-01,1.0,2.0,,
29117,2021-01-01,2.0,1.0,,
29103,2021-01-01,1.0,1.0,,
26103,2021-01-01,1.0,3.0,,
50011,2021-01-01,1.0,3.0,,
41013,2021-01-01,1.0,2.0,,
32001,2021-01-01,3.0,2.0,,
48265,2021-01-01,1.0,2.0,,
47185,2021-01-01,4.0,2.0,1.37,1.38
21231,2021-01-01,4.0,1.0,,
28145,2021-01-01,4.0,1.0,,
26035,2021-01-01,1.0,1.0,,
13265,2021-01-01,3.0,1.0,1.32,0.14
8067,2021-01-01,1.0,1.0,,
30015,2021-01-01,1.0,3.0,,
13227,2021-01-01,4.0,1.0,1.37,1.32
18117,2021-01-01,4.0,1.0,,
19031,2021-01-01,1.0,1.0,,
53041,2021-01-01,1.0,1.0,,
41007,2021-01-01,1.0,3.0,,
54103,2021-01-01,4.0,1.0,,
48353,2021-01-01,4.0,1.0,,
8027,2021-01-01,1.0,1.0,,
27085,2021-01-01,1.0,1.0,,
17005,2021-01-01,4.0,1.0,,
38085,2021-01-01,1.0,3.0,,
31171,2021-01-01,1.0,3.0,,
18173,2021-01-01,4.0,2.0,1.38,1.46
30059,2021-01-01,1.0,1.0,,
51167,2021-01-01,4.0,1.0,1.14,1.08
16041,2021-01-01,1.0,1.0,,
8111,2021-01-01,1.0,2.0,,
37109,2021-01-01,4.0,1.0,1.14,1.29
5083,2021-01-01,4.0,2.0,,
27153,2021-01-01,1.0,1.0,,
41049,2021-01-01,1.0,2.0,,
26123,2021-01-01,1.0,3.0,,
26003,2021-01-01,1.0,3.0,,
20199,2021-01-01,1.0,3.0,,
26153,2021-01-01,1.0,2.0,,
35059,2021-01-01,1.0,1.0,,
30087,2021-01-01,1.0,3.0,,
36075,2021-01-01,4.0,1.0,,
41035,2021-01-01,1.0,2.0,,
20161,2021-01-01,3.0,2.0,,
30013,2021-01-01,1.0,1.0,,
38001,2021-01-01,1.0,3.0,,
37137,2021-01-01,3.0,2.0,,
30025,2021-01-01,1.0,3.0,,
26051,2021-01-01,1.0,1.0,,
26031,2021-01-01,1.0,2.0,,
42093,2021-01-01,4.0,1.0,1.2,1.79
56001,2021-01-01,1.0,1.0,,
20169,2021-01-01,4.0,2.0,,
48463,2021-01-01,2.0,2.0,1.9,1.9
42123,2021-01-01,4.0,1.0,1.32,1.35
37023,2021-01-01,4.0,1.0,1.14,1.3
6047,2021-01-01,4.0,1.0,,
53015,2021-01-01,1.0,2.0,,
30085,2021-01-01,1.0,3.0,,
31019,2021-01-01,1.0,1.0,,
19095,2021-01-01,1.0,1.0,,
13295,2021-01-01,4.0,1.0,1.37,1.02
20025,2021-01-01,3.0,1.0,,
28093,2021-01-01,3.0,1.0,,
1079,2021-01-01,4.0,1.0,1.37,1.14
48121,2021-01-01,3.0,1.0,,
30067,2021-01-01,1.0,1.0,,
53027,2021-01-01,1.0,2.0,,
48135,2021-01-01,1.0,1.0,,
46095,2021-01-01,1.0,3.0,,
20205,2021-01-01,4.0,2.0,1.37,1.88
53055,2021-01-01,1.0,3.0,,
13221,2021-01-01,4.0,1.0,1.32,1.16
29211,2021-01-01,1.0,1.0,,
4025,2021-01-01,4.0,2.0,,
4015,2021-01-01,4.0,1.0,,
46107,2021-01-01,1.0,1.0,,
48013,2021-01-01,3.0,1.0,,
5119,2021-01-01,4.0,1.0,1.15,1.06
16005,2021-01-01,1.0,1.0,,
13175,2021-01-01,4.0,2.0,1.28,1.64
28043,2021-01-01,3.0,1.0,,
31159,2021-01-01,1.0,2.0,,
47007,2021-01-01,4.0,1.0,1.37,1.15
30095,2021-01-01,1.0,2.0,,
46069,2021-01-01,1.0,3.0,,
46065,2021-01-01,2.0,3.0,,
26055,2021-01-01,1.0,2.0,,
18027,2021-01-01,3.0,1.0,,
26077,2021-01-01,1.0,1.0,,
16083,2021-01-01,1.0,1.0,,
49049,2021-01-01,2.0,1.0,,
49047,2021-01-01,1.0,3.0,,
47037,2021-01-01,4.0,1.0,1.37,1.25
55077,2021-01-01,1.0,1.0,,
31185,2021-01-01,1.0,1.0,,
20185,2021-01-01,3.0,1.0,,
13027,2021-01-01,4.0,1.0,,
4012,2021-01-01,4.0,3.0,2.06,1.87
31059,2021-01-01,1.0,1.0,,
48493,2021-01-01,1.0,1.0,,
13219,2021-01-01,4.0,2.0,1.32,1.73
27069,2021-01-01,1.0,3.0,,
46047,2021-01-01,1.0,3.0,,
30055,2021-01-01,1.0,3.0,,
32017,2021-01-01,1.0,1.0,,
50003,2021-01-01,1.0,1.0,,
51163,2021-01-01,3.0,1.0,,
36117,2021-01-01,4.0,1.0,,
6107,2021-01-01,4.0,1.0,,
47103,2021-01-01,4.0,2.0,1.37,1.8
45001,2021-01-01,3.0,1.0,1.32,0.57
50005,2021-01-01,1.0,3.0,,
26145,2021-01-01,1.0,1.0,,
48399,2021-01-01,4.0,2.0,,
38053,2021-01-01,1.0,3.0,,
48389,2021-01-01,1.0,2.0,,
48161,2021-01-01,3.0,1.0,,
47057,2021-01-01,4.0,1.0,,
19145,2021-01-01,1.0,1.0,,
54085,2021-01-01,4.0,1.0,,
40067,2021-01-01,4.0,2.0,,
47189,2021-01-01,4.0,1.0,1.37,1.59
1089,2021-01-01,4.0,2.0,1.37,1.14
17187,2021-01-01,1.0,1.0,,
56045,2021-01-01,1.0,1.0,,
13243,2021-01-01,1.0,1.0,,
51051,2021-01-01,4.0,1.0,1.14,0.85
20193,2021-01-01,2.0,2.0,,
46105,2021-01-01,1.0,3.0,,
41053,2021-01-01,1.0,2.0,,
30045,2021-01-01,1.0,1.0,,
5147,2021-01-01,4.0,1.0,1.15,1.11
18147,2021-01-01,4.0,1.0,1.38,1.53
13287,2021-01-01,4.0,1.0,1.28,1.35
26099,2021-01-01,1.0,1.0,,
13185,2021-01-01,4.0,1.0,1.16,1.19
20207,2021-01-01,4.0,2.0,1.37,1.03
16043,2021-01-01,1.0,1.0,,
46103,2021-01-01,1.0,1.0,,
20037,2021-01-01,4.0,2.0,1.37,1.45
46003,2021-01-01,1.0,2.0,,
20017,2021-01-01,3.0,2.0,1.37,0.62
31183,2021-01-01,1.0,3.0,,
41065,2021-01-01,1.0,2.0,,
1075,2021-01-01,4.0,1.0,1.2,0.91
13161,2021-01-01,4.0,2.0,1.28,1.12
26043,2021-01-01,1.0,1.0,,
48195,2021-01-01,2.0,2.0,,
46017,2021-01-01,1.0,3.0,,
13133,2021-01-01,4.0,1.0,1.32,1.39
13209,2021-01-01,4.0,1.0,1.28,2.01
37119,2021-01-01,4.0,1.0,,
40079,2021-01-01,4.0,2.0,,
