ID,date,clusterN,p,RR_C,RR_L
48411,2021-02-03,4.0,3.0,,
27087,2021-02-03,1.0,2.0,,
32027,2021-02-03,2.0,1.0,,
48425,2021-02-03,4.0,1.0,1.1,0.91
48269,2021-02-03,1.0,3.0,,
38025,2021-02-03,1.0,3.0,,
31093,2021-02-03,1.0,1.0,,
31065,2021-02-03,2.0,3.0,,
20137,2021-02-03,1.0,1.0,,
31175,2021-02-03,1.0,1.0,,
29199,2021-02-03,1.0,1.0,,
29057,2021-02-03,1.0,1.0,,
26133,2021-02-03,1.0,1.0,,
38065,2021-02-03,1.0,1.0,,
41071,2021-02-03,1.0,1.0,,
16057,2021-02-03,1.0,1.0,,
46059,2021-02-03,1.0,3.0,,
49007,2021-02-03,1.0,3.0,,
31091,2021-02-03,1.0,3.0,,
19119,2021-02-03,1.0,2.0,,
26101,2021-02-03,1.0,1.0,,
50007,2021-02-03,1.0,1.0,,
27015,2021-02-03,1.0,2.0,,
49021,2021-02-03,1.0,3.0,,
49039,2021-02-03,1.0,2.0,,
55043,2021-02-03,1.0,2.0,,
29171,2021-02-03,1.0,2.0,,
16047,2021-02-03,1.0,2.0,,
30111,2021-02-03,2.0,1.0,,
40099,2021-02-03,4.0,1.0,1.1,1.7
8035,2021-02-03,1.0,1.0,,
46019,2021-02-03,1.0,3.0,,
22029,2021-02-03,1.0,1.0,,
30061,2021-02-03,1.0,1.0,,
46049,2021-02-03,1.0,1.0,,
23013,2021-02-03,1.0,1.0,,
23009,2021-02-03,1.0,1.0,,
26005,2021-02-03,1.0,1.0,,
38079,2021-02-03,1.0,2.0,,
5125,2021-02-03,4.0,1.0,,
48069,2021-02-03,1.0,1.0,,
28001,2021-02-03,1.0,1.0,,
20119,2021-02-03,1.0,2.0,,
55075,2021-02-03,1.0,1.0,,
27103,2021-02-03,1.0,1.0,,
45065,2021-02-03,4.0,1.0,1.21,1.39
21239,2021-02-03,4.0,1.0,,
20093,2021-02-03,1.0,3.0,,
29061,2021-02-03,1.0,1.0,,
38059,2021-02-03,1.0,3.0,,
48015,2021-02-03,4.0,2.0,6.63,0.72
48279,2021-02-03,1.0,1.0,,
26111,2021-02-03,1.0,1.0,,
30021,2021-02-03,1.0,2.0,,
35025,2021-02-03,1.0,1.0,,
55103,2021-02-03,1.0,1.0,,
48427,2021-02-03,4.0,1.0,,
20047,2021-02-03,1.0,2.0,,
29091,2021-02-03,1.0,2.0,,
31069,2021-02-03,1.0,1.0,,
48263,2021-02-03,1.0,1.0,,
31033,2021-02-03,1.0,2.0,,
19179,2021-02-03,1.0,1.0,,
45039,2021-02-03,4.0,1.0,1.21,0.84
48217,2021-02-03,4.0,3.0,1.1,4.59
48307,2021-02-03,3.0,1.0,,
26097,2021-02-03,1.0,3.0,,
29197,2021-02-03,1.0,2.0,,
48113,2021-02-03,4.0,1.0,1.1,1.04
29133,2021-02-03,1.0,2.0,,
49055,2021-02-03,1.0,3.0,,
19073,2021-02-03,1.0,1.0,,
19033,2021-02-03,1.0,2.0,,
31035,2021-02-03,1.0,1.0,,
8075,2021-02-03,1.0,2.0,,
20179,2021-02-03,1.0,2.0,,
46045,2021-02-03,1.0,1.0,,
48125,2021-02-03,1.0,2.0,,
29121,2021-02-03,1.0,3.0,,
30075,2021-02-03,1.0,2.0,,
48283,2021-02-03,3.0,1.0,,
38075,2021-02-03,1.0,1.0,,
31147,2021-02-03,1.0,2.0,,
20175,2021-02-03,1.0,2.0,,
27053,2021-02-03,1.0,1.0,,
36035,2021-02-03,4.0,1.0,,
48051,2021-02-03,4.0,3.0,6.63,9.86
27129,2021-02-03,1.0,3.0,,
27117,2021-02-03,1.0,3.0,,
56027,2021-02-03,1.0,3.0,,
38033,2021-02-03,1.0,2.0,,
26125,2021-02-03,1.0,1.0,,
48171,2021-02-03,4.0,2.0,,
48395,2021-02-03,4.0,3.0,7.42,10.48
29203,2021-02-03,1.0,3.0,,
38093,2021-02-03,1.0,3.0,,
26113,2021-02-03,1.0,1.0,,
16087,2021-02-03,1.0,1.0,,
29205,2021-02-03,1.0,2.0,,
27097,2021-02-03,1.0,2.0,,
48465,2021-02-03,4.0,1.0,,
20097,2021-02-03,2.0,3.0,,
29035,2021-02-03,1.0,2.0,,
50023,2021-02-03,1.0,2.0,,
29187,2021-02-03,1.0,1.0,,
23025,2021-02-03,1.0,1.0,,
20069,2021-02-03,1.0,2.0,,
16027,2021-02-03,1.0,1.0,,
27127,2021-02-03,1.0,2.0,,
27119,2021-02-03,1.0,3.0,,
49019,2021-02-03,1.0,1.0,,
38041,2021-02-03,1.0,1.0,,
45043,2021-02-03,4.0,1.0,1.09,0.86
56015,2021-02-03,1.0,3.0,,
46123,2021-02-03,1.0,3.0,,
48001,2021-02-03,4.0,3.0,,
48341,2021-02-03,3.0,1.0,,
27013,2021-02-03,1.0,1.0,,
31115,2021-02-03,1.0,3.0,,
31081,2021-02-03,1.0,1.0,,
45011,2021-02-03,4.0,1.0,1.21,1.13
46053,2021-02-03,1.0,3.0,,
46031,2021-02-03,1.0,3.0,,
38027,2021-02-03,2.0,3.0,,
51149,2021-02-03,4.0,1.0,,
51025,2021-02-03,3.0,1.0,,
48031,2021-02-03,4.0,2.0,,
26073,2021-02-03,1.0,1.0,,
19167,2021-02-03,1.0,1.0,,
46051,2021-02-03,1.0,3.0,,
46091,2021-02-03,1.0,1.0,,
26057,2021-02-03,1.0,1.0,,
31037,2021-02-03,1.0,1.0,,
27019,2021-02-03,1.0,1.0,,
48505,2021-02-03,4.0,1.0,,
27135,2021-02-03,1.0,2.0,,
13123,2021-02-03,4.0,1.0,,
29029,2021-02-03,1.0,3.0,,
31031,2021-02-03,1.0,3.0,,
21115,2021-02-03,4.0,1.0,,
48453,2021-02-03,4.0,3.0,,
19093,2021-02-03,2.0,1.0,,
31135,2021-02-03,1.0,3.0,,
51570,2021-02-03,4.0,1.0,1.96,1.25
37047,2021-02-03,4.0,1.0,1.09,1.24
55029,2021-02-03,1.0,1.0,,
48319,2021-02-03,4.0,2.0,,
48299,2021-02-03,4.0,3.0,,
8071,2021-02-03,1.0,3.0,,
48339,2021-02-03,4.0,3.0,,
48061,2021-02-03,3.0,1.0,,
19005,2021-02-03,1.0,1.0,,
30079,2021-02-03,1.0,3.0,,
31107,2021-02-03,1.0,3.0,,
48479,2021-02-03,4.0,1.0,,
46093,2021-02-03,1.0,3.0,,
40051,2021-02-03,4.0,1.0,1.1,0.75
19183,2021-02-03,1.0,1.0,,
31027,2021-02-03,1.0,3.0,,
46023,2021-02-03,1.0,3.0,,
20203,2021-02-03,1.0,3.0,,
20117,2021-02-03,2.0,1.0,2.66,2.66
46102,2021-02-03,1.0,3.0,,
48285,2021-02-03,4.0,1.0,6.63,1.41
16007,2021-02-03,1.0,2.0,,
8009,2021-02-03,1.0,3.0,,
30081,2021-02-03,1.0,2.0,,
37117,2021-02-03,4.0,1.0,,
53035,2021-02-03,1.0,1.0,,
27151,2021-02-03,1.0,3.0,,
46089,2021-02-03,1.0,3.0,,
30107,2021-02-03,1.0,3.0,,
17095,2021-02-03,1.0,1.0,,
27041,2021-02-03,1.0,2.0,,
48193,2021-02-03,4.0,3.0,,
5011,2021-02-03,4.0,1.0,,
5117,2021-02-03,4.0,1.0,1.91,1.79
16029,2021-02-03,1.0,1.0,,
29049,2021-02-03,1.0,2.0,,
48487,2021-02-03,1.0,1.0,1.1,0.37
26029,2021-02-03,1.0,3.0,,
30069,2021-02-03,1.0,2.0,,
29033,2021-02-03,1.0,1.0,,
31169,2021-02-03,1.0,2.0,,
29137,2021-02-03,1.0,2.0,,
26041,2021-02-03,1.0,3.0,,
27029,2021-02-03,1.0,2.0,,
53057,2021-02-03,1.0,1.0,,
29063,2021-02-03,1.0,2.0,,
6093,2021-02-03,1.0,1.0,,
30063,2021-02-03,1.0,2.0,,
37127,2021-02-03,4.0,1.0,1.81,2.17
29129,2021-02-03,1.0,1.0,,
29185,2021-02-03,1.0,2.0,,
48281,2021-02-03,4.0,3.0,,
29065,2021-02-03,1.0,2.0,,
29015,2021-02-03,1.0,1.0,,
31123,2021-02-03,1.0,1.0,,
20067,2021-02-03,1.0,3.0,,
19141,2021-02-03,1.0,1.0,,
31049,2021-02-03,1.0,2.0,,
19017,2021-02-03,1.0,1.0,,
46127,2021-02-03,1.0,1.0,,
41031,2021-02-03,1.0,1.0,,
38069,2021-02-03,1.0,3.0,,
48035,2021-02-03,4.0,3.0,,
19069,2021-02-03,1.0,1.0,,
46111,2021-02-03,1.0,1.0,,
55141,2021-02-03,1.0,1.0,,
51175,2021-02-03,4.0,1.0,,
5039,2021-02-03,4.0,1.0,,
20109,2021-02-03,1.0,1.0,,
29169,2021-02-03,1.0,2.0,,
54105,2021-02-03,1.0,1.0,,
48207,2021-02-03,1.0,3.0,,
48049,2021-02-03,4.0,2.0,,
46035,2021-02-03,1.0,2.0,,
27141,2021-02-03,1.0,1.0,,
27145,2021-02-03,1.0,3.0,,
29207,2021-02-03,1.0,1.0,,
27173,2021-02-03,1.0,3.0,,
29075,2021-02-03,1.0,1.0,,
30109,2021-02-03,1.0,2.0,,
19161,2021-02-03,1.0,1.0,,
26137,2021-02-03,1.0,2.0,,
27155,2021-02-03,2.0,2.0,,
53003,2021-02-03,1.0,1.0,,
56021,2021-02-03,1.0,1.0,,
48349,2021-02-03,4.0,3.0,1.1,1.07
40009,2021-02-03,1.0,1.0,1.1,0.86
8123,2021-02-03,1.0,1.0,,
20183,2021-02-03,1.0,3.0,,
20105,2021-02-03,1.0,2.0,,
49015,2021-02-03,1.0,3.0,,
31009,2021-02-03,1.0,3.0,,
56031,2021-02-03,1.0,3.0,,
35019,2021-02-03,1.0,1.0,,
46117,2021-02-03,1.0,3.0,,
48191,2021-02-03,1.0,1.0,,
29007,2021-02-03,1.0,1.0,,
26067,2021-02-03,1.0,1.0,,
45037,2021-02-03,4.0,1.0,1.21,1.6
31051,2021-02-03,1.0,1.0,,
27137,2021-02-03,1.0,1.0,,
38037,2021-02-03,1.0,1.0,,
26063,2021-02-03,1.0,2.0,,
48287,2021-02-03,4.0,3.0,6.63,6.16
29229,2021-02-03,1.0,1.0,,
41017,2021-02-03,1.0,1.0,,
19149,2021-02-03,1.0,1.0,,
8105,2021-02-03,1.0,1.0,,
48101,2021-02-03,1.0,2.0,,
31167,2021-02-03,1.0,2.0,,
26081,2021-02-03,1.0,1.0,,
37079,2021-02-03,4.0,1.0,,
37167,2021-02-03,4.0,1.0,,
37015,2021-02-03,3.0,1.0,,
48151,2021-02-03,1.0,1.0,,
29001,2021-02-03,1.0,3.0,,
37101,2021-02-03,4.0,1.0,,
16035,2021-02-03,1.0,2.0,,
32031,2021-02-03,1.0,1.0,,
16071,2021-02-03,1.0,2.0,,
30083,2021-02-03,1.0,1.0,,
49031,2021-02-03,1.0,2.0,,
27059,2021-02-03,1.0,1.0,,
16031,2021-02-03,1.0,2.0,,
8053,2021-02-03,1.0,2.0,,
13245,2021-02-03,4.0,1.0,1.21,1.17
17149,2021-02-03,1.0,1.0,,
35041,2021-02-03,1.0,1.0,,
51173,2021-02-03,1.0,1.0,,
16059,2021-02-03,1.0,2.0,,
41033,2021-02-03,1.0,1.0,,
27009,2021-02-03,1.0,1.0,,
29085,2021-02-03,1.0,1.0,,
32007,2021-02-03,1.0,2.0,,
55073,2021-02-03,1.0,1.0,,
22025,2021-02-03,1.0,1.0,,
48491,2021-02-03,4.0,3.0,,
29161,2021-02-03,1.0,2.0,,
27101,2021-02-03,1.0,3.0,,
23019,2021-02-03,1.0,1.0,,
31161,2021-02-03,2.0,3.0,,
16073,2021-02-03,1.0,1.0,,
31121,2021-02-03,1.0,1.0,,
26165,2021-02-03,1.0,2.0,,
48129,2021-02-03,2.0,3.0,,
49043,2021-02-03,2.0,1.0,,
29167,2021-02-03,1.0,2.0,,
37149,2021-02-03,4.0,1.0,,
26141,2021-02-03,1.0,2.0,,
46125,2021-02-03,1.0,2.0,,
16079,2021-02-03,1.0,1.0,,
19051,2021-02-03,1.0,1.0,,
46121,2021-02-03,1.0,3.0,,
29219,2021-02-03,1.0,1.0,,
48075,2021-02-03,1.0,2.0,,
37035,2021-02-03,4.0,1.0,1.14,1.15
26107,2021-02-03,1.0,2.0,,
29111,2021-02-03,1.0,2.0,,
53007,2021-02-03,1.0,1.0,,
38077,2021-02-03,1.0,2.0,,
46109,2021-02-03,1.0,1.0,,
30017,2021-02-03,1.0,3.0,,
26049,2021-02-03,1.0,1.0,,
48185,2021-02-03,4.0,3.0,,
41021,2021-02-03,1.0,2.0,,
53073,2021-02-03,1.0,1.0,,
27113,2021-02-03,1.0,3.0,,
27159,2021-02-03,1.0,2.0,,
54087,2021-02-03,1.0,1.0,,
55037,2021-02-03,1.0,1.0,,
31075,2021-02-03,1.0,2.0,,
48313,2021-02-03,4.0,3.0,7.42,10.4
27035,2021-02-03,1.0,2.0,,
46107,2021-02-03,2.0,3.0,,
30025,2021-02-03,1.0,3.0,,
19041,2021-02-03,1.0,2.0,,
29113,2021-02-03,1.0,2.0,,
26051,2021-02-03,1.0,1.0,,
26031,2021-02-03,1.0,2.0,,
36081,2021-02-03,4.0,1.0,1.24,1.15
29027,2021-02-03,1.0,1.0,,
48463,2021-02-03,4.0,1.0,,
8125,2021-02-03,1.0,1.0,,
37059,2021-02-03,4.0,1.0,1.14,0.91
29215,2021-02-03,1.0,2.0,,
37197,2021-02-03,4.0,1.0,1.14,0.93
19023,2021-02-03,1.0,1.0,,
31019,2021-02-03,1.0,1.0,,
20081,2021-02-03,1.0,3.0,,
20025,2021-02-03,1.0,2.0,,
48197,2021-02-03,1.0,3.0,1.1,0.6
27149,2021-02-03,1.0,1.0,,
48321,2021-02-03,4.0,1.0,,
53027,2021-02-03,1.0,1.0,,
48293,2021-02-03,4.0,3.0,7.42,8.81
46095,2021-02-03,1.0,3.0,,
53015,2021-02-03,2.0,1.0,,
16005,2021-02-03,1.0,2.0,,
38095,2021-02-03,1.0,3.0,,
37183,2021-02-03,4.0,1.0,,
1113,2021-02-03,4.0,1.0,,
26039,2021-02-03,1.0,1.0,,
31183,2021-02-03,1.0,2.0,,
56033,2021-02-03,1.0,1.0,,
36061,2021-02-03,4.0,1.0,,
31159,2021-02-03,1.0,2.0,,
29077,2021-02-03,1.0,2.0,,
30095,2021-02-03,2.0,1.0,,
46069,2021-02-03,1.0,3.0,,
46065,2021-02-03,1.0,3.0,,
26055,2021-02-03,1.0,1.0,,
56019,2021-02-03,1.0,1.0,,
45061,2021-02-03,4.0,1.0,1.21,1.13
17165,2021-02-03,1.0,1.0,,
16083,2021-02-03,1.0,1.0,,
19143,2021-02-03,1.0,1.0,,
49047,2021-02-03,1.0,3.0,,
31185,2021-02-03,1.0,2.0,,
20185,2021-02-03,1.0,1.0,,
31059,2021-02-03,1.0,2.0,,
48493,2021-02-03,4.0,1.0,,
27069,2021-02-03,1.0,2.0,,
46047,2021-02-03,1.0,3.0,,
53055,2021-02-03,1.0,1.0,,
31029,2021-02-03,1.0,1.0,,
40007,2021-02-03,1.0,2.0,,
20135,2021-02-03,2.0,1.0,,
37065,2021-02-03,4.0,1.0,1.81,1.07
55031,2021-02-03,1.0,1.0,,
46011,2021-02-03,1.0,3.0,,
26043,2021-02-03,1.0,1.0,,
29053,2021-02-03,1.0,1.0,,
20193,2021-02-03,1.0,2.0,,
48443,2021-02-03,3.0,1.0,,
1041,2021-02-03,4.0,1.0,,
38053,2021-02-03,1.0,3.0,,
56045,2021-02-03,1.0,3.0,,
46105,2021-02-03,1.0,2.0,,
41065,2021-02-03,1.0,3.0,,
41053,2021-02-03,1.0,2.0,,
30045,2021-02-03,1.0,1.0,,
21099,2021-02-03,4.0,1.0,,
48331,2021-02-03,4.0,3.0,,
26099,2021-02-03,1.0,1.0,,
46083,2021-02-03,1.0,1.0,,
46103,2021-02-03,1.0,3.0,,
27023,2021-02-03,1.0,3.0,,
31061,2021-02-03,1.0,1.0,,
46003,2021-02-03,1.0,3.0,,
27051,2021-02-03,1.0,1.0,,
49001,2021-02-03,1.0,3.0,,
26117,2021-02-03,1.0,1.0,,
48161,2021-02-03,4.0,2.0,7.42,9.28
26145,2021-02-03,1.0,2.0,,
45051,2021-02-03,4.0,1.0,1.09,1.12
20159,2021-02-03,2.0,1.0,,
31053,2021-02-03,2.0,1.0,,
45001,2021-02-03,4.0,1.0,1.21,1.28
29211,2021-02-03,1.0,3.0,,
50005,2021-02-03,1.0,2.0,,
35039,2021-02-03,1.0,1.0,,
48195,2021-02-03,2.0,1.0,,
46017,2021-02-03,1.0,3.0,,
29115,2021-02-03,1.0,1.0,,
41055,2021-02-03,1.0,1.0,,
26047,2021-02-03,1.0,1.0,,
20141,2021-02-03,1.0,2.0,,
19111,2021-02-03,2.0,1.0,,
53039,2021-02-03,1.0,2.0,,
48021,2021-02-03,4.0,3.0,6.63,8.2
27115,2021-02-03,1.0,1.0,,
26017,2021-02-03,1.0,1.0,,
38073,2021-02-03,1.0,3.0,,
29147,2021-02-03,1.0,2.0,,
48415,2021-02-03,2.0,3.0,,
16061,2021-02-03,1.0,1.0,,
48445,2021-02-04,1.0,1.0,,
19021,2021-02-04,1.0,1.0,,
35021,2021-02-04,1.0,3.0,,
48155,2021-02-04,1.0,2.0,1.09,0.0
21063,2021-02-04,3.0,1.0,,
37067,2021-02-04,4.0,1.0,,
32510,2021-02-04,1.0,1.0,,
27061,2021-02-04,1.0,2.0,,
48065,2021-02-04,1.0,3.0,,
29223,2021-02-04,1.0,3.0,,
48385,2021-02-04,3.0,1.0,,
46061,2021-02-04,1.0,2.0,,
20167,2021-02-04,1.0,2.0,,
22083,2021-02-04,2.0,1.0,,
38087,2021-02-04,1.0,3.0,,
20009,2021-02-04,1.0,2.0,,
38039,2021-02-04,1.0,1.0,,
5059,2021-02-04,4.0,1.0,1.12,1.3
38103,2021-02-04,1.0,2.0,,
46055,2021-02-04,1.0,3.0,,
41045,2021-02-04,1.0,2.0,,
26087,2021-02-04,1.0,2.0,,
48369,2021-02-04,1.0,1.0,,
31071,2021-02-04,1.0,2.0,,
26079,2021-02-04,1.0,1.0,,
16069,2021-02-04,1.0,2.0,,
29039,2021-02-04,1.0,1.0,,
46079,2021-02-04,1.0,1.0,,
29071,2021-02-04,1.0,1.0,,
20123,2021-02-04,1.0,3.0,,
20089,2021-02-04,1.0,2.0,,
41039,2021-02-04,1.0,1.0,,
48345,2021-02-04,1.0,2.0,,
45077,2021-02-04,4.0,1.0,1.2,1.18
46135,2021-02-04,1.0,3.0,,
26105,2021-02-04,1.0,1.0,,
48325,2021-02-04,4.0,1.0,,
48209,2021-02-04,3.0,3.0,,
38023,2021-02-04,1.0,1.0,,
29175,2021-02-04,1.0,2.0,,
13197,2021-02-04,3.0,1.0,,
31141,2021-02-04,1.0,3.0,,
38051,2021-02-04,1.0,3.0,,
31139,2021-02-04,1.0,3.0,,
29017,2021-02-04,1.0,1.0,,
41057,2021-02-04,1.0,1.0,,
46041,2021-02-04,1.0,3.0,,
40071,2021-02-04,4.0,1.0,1.09,1.1
48275,2021-02-04,1.0,3.0,1.09,0.78
16085,2021-02-04,2.0,2.0,,
13059,2021-02-04,4.0,1.0,,
46027,2021-02-04,1.0,1.0,,
38091,2021-02-04,1.0,3.0,,
48153,2021-02-04,2.0,1.0,,
32033,2021-02-04,2.0,1.0,,
29139,2021-02-04,1.0,1.0,,
53031,2021-02-04,1.0,2.0,,
38083,2021-02-04,1.0,3.0,,
41011,2021-02-04,1.0,1.0,,
41023,2021-02-04,1.0,1.0,,
48251,2021-02-04,4.0,3.0,1.09,1.28
29173,2021-02-04,1.0,2.0,,
26129,2021-02-04,1.0,2.0,,
49027,2021-02-04,1.0,2.0,,
8055,2021-02-04,1.0,2.0,,
27089,2021-02-04,1.0,3.0,,
37003,2021-02-04,4.0,1.0,1.35,0.97
5127,2021-02-04,4.0,1.0,1.09,0.83
35007,2021-02-04,1.0,3.0,,
26135,2021-02-04,1.0,2.0,,
26119,2021-02-04,1.0,2.0,,
31045,2021-02-04,1.0,1.0,,
27107,2021-02-04,1.0,2.0,,
31143,2021-02-04,1.0,2.0,,
29131,2021-02-04,1.0,1.0,,
46129,2021-02-04,1.0,2.0,,
38011,2021-02-04,1.0,3.0,,
19007,2021-02-04,1.0,2.0,,
37083,2021-02-04,4.0,1.0,1.77,2.31
36059,2021-02-04,4.0,1.0,1.22,1.29
48473,2021-02-04,4.0,3.0,,
27007,2021-02-04,1.0,3.0,,
29105,2021-02-04,1.0,2.0,,
32005,2021-02-04,1.0,1.0,,
41069,2021-02-04,1.0,1.0,,
27083,2021-02-04,1.0,2.0,,
19059,2021-02-04,1.0,1.0,,
20029,2021-02-04,1.0,1.0,,
48055,2021-02-04,4.0,3.0,6.75,11.46
56011,2021-02-04,1.0,3.0,,
45059,2021-02-04,4.0,1.0,1.2,1.19
55089,2021-02-04,1.0,1.0,,
48169,2021-02-04,1.0,1.0,,
45003,2021-02-04,4.0,1.0,1.2,1.36
13215,2021-02-04,4.0,1.0,,
38063,2021-02-04,1.0,1.0,,
29127,2021-02-04,1.0,2.0,,
49057,2021-02-04,1.0,1.0,,
48317,2021-02-04,2.0,1.0,,
38043,2021-02-04,1.0,3.0,,
16023,2021-02-04,1.0,1.0,,
38045,2021-02-04,1.0,3.0,,
31179,2021-02-04,1.0,2.0,,
38049,2021-02-04,1.0,2.0,,
48323,2021-02-04,4.0,1.0,,
38097,2021-02-04,1.0,3.0,,
13263,2021-02-04,3.0,1.0,,
37061,2021-02-04,4.0,1.0,,
35033,2021-02-04,1.0,1.0,,
5013,2021-02-04,4.0,1.0,,
8095,2021-02-04,1.0,1.0,,
31085,2021-02-04,1.0,1.0,,
49017,2021-02-04,1.0,3.0,,
48163,2021-02-04,4.0,1.0,,
31005,2021-02-04,1.0,3.0,,
29087,2021-02-04,1.0,2.0,,
37049,2021-02-04,4.0,1.0,,
38017,2021-02-04,1.0,2.0,,
38105,2021-02-04,1.0,2.0,,
20057,2021-02-04,1.0,2.0,,
31047,2021-02-04,1.0,2.0,,
49041,2021-02-04,1.0,3.0,,
46071,2021-02-04,1.0,3.0,,
46007,2021-02-04,1.0,3.0,,
38067,2021-02-04,1.0,2.0,,
46009,2021-02-04,1.0,2.0,,
27003,2021-02-04,1.0,1.0,,
6023,2021-02-04,1.0,1.0,,
27075,2021-02-04,1.0,1.0,,
46029,2021-02-04,1.0,1.0,,
17073,2021-02-04,1.0,1.0,,
48139,2021-02-04,4.0,2.0,1.09,1.32
30027,2021-02-04,1.0,1.0,,
31111,2021-02-04,1.0,3.0,,
8011,2021-02-04,2.0,2.0,,
41027,2021-02-04,1.0,1.0,,
46063,2021-02-04,1.0,3.0,,
35055,2021-02-04,1.0,1.0,,
46021,2021-02-04,1.0,3.0,,
29045,2021-02-04,1.0,1.0,,
41025,2021-02-04,1.0,2.0,,
48497,2021-02-04,4.0,1.0,1.09,1.2
27081,2021-02-04,1.0,2.0,,
48089,2021-02-04,4.0,1.0,6.75,0.93
48087,2021-02-04,1.0,2.0,1.09,0.32
31165,2021-02-04,1.0,2.0,,
38061,2021-02-04,1.0,2.0,,
41009,2021-02-04,1.0,1.0,,
26019,2021-02-04,1.0,1.0,,
56005,2021-02-04,1.0,3.0,,
29073,2021-02-04,1.0,1.0,,
31003,2021-02-04,1.0,2.0,,
38007,2021-02-04,1.0,3.0,,
37007,2021-02-04,4.0,1.0,,
46075,2021-02-04,1.0,3.0,,
46005,2021-02-04,1.0,2.0,,
46033,2021-02-04,1.0,2.0,,
27111,2021-02-04,1.0,2.0,,
29055,2021-02-04,1.0,2.0,,
38055,2021-02-04,1.0,2.0,,
35009,2021-02-04,1.0,2.0,,
46085,2021-02-04,1.0,3.0,,
27077,2021-02-04,1.0,2.0,,
31145,2021-02-04,1.0,2.0,,
31117,2021-02-04,1.0,2.0,,
27093,2021-02-04,1.0,1.0,,
31173,2021-02-04,1.0,1.0,,
48145,2021-02-04,4.0,3.0,,
35053,2021-02-04,2.0,1.0,,
40125,2021-02-04,4.0,1.0,1.09,0.79
46013,2021-02-04,1.0,3.0,,
20189,2021-02-04,1.0,2.0,,
8001,2021-02-04,1.0,1.0,,
38001,2021-02-04,1.0,3.0,,
20171,2021-02-04,1.0,3.0,,
27065,2021-02-04,1.0,1.0,,
26127,2021-02-04,1.0,1.0,,
53061,2021-02-04,1.0,1.0,,
51071,2021-02-04,2.0,1.0,,
20129,2021-02-04,2.0,2.0,,
26157,2021-02-04,1.0,1.0,,
29059,2021-02-04,1.0,1.0,,
5095,2021-02-04,4.0,1.0,1.94,2.04
8079,2021-02-04,1.0,1.0,,
31119,2021-02-04,1.0,3.0,,
31011,2021-02-04,1.0,2.0,,
31149,2021-02-04,1.0,3.0,,
51197,2021-02-04,1.0,1.0,,
53077,2021-02-04,2.0,2.0,,
5143,2021-02-04,4.0,1.0,,
29151,2021-02-04,1.0,1.0,,
17109,2021-02-04,1.0,1.0,,
48179,2021-02-04,1.0,2.0,,
48053,2021-02-04,4.0,3.0,,
37195,2021-02-04,4.0,1.0,,
8007,2021-02-04,1.0,1.0,,
27021,2021-02-04,1.0,2.0,,
48093,2021-02-04,4.0,2.0,,
23027,2021-02-04,1.0,1.0,,
16017,2021-02-04,2.0,1.0,,
40103,2021-02-04,4.0,1.0,1.09,0.85
54015,2021-02-04,1.0,1.0,,
38019,2021-02-04,1.0,3.0,,
40085,2021-02-04,4.0,1.0,1.09,1.17
48439,2021-02-04,4.0,1.0,1.09,1.41
53065,2021-02-04,1.0,1.0,,
53009,2021-02-04,1.0,1.0,,
53029,2021-02-04,1.0,2.0,,
48187,2021-02-04,4.0,3.0,,
55113,2021-02-04,1.0,1.0,,
53047,2021-02-04,1.0,1.0,,
55083,2021-02-04,1.0,1.0,,
48471,2021-02-04,4.0,3.0,,
48213,2021-02-04,3.0,2.0,,
41019,2021-02-04,1.0,1.0,,
40019,2021-02-04,4.0,1.0,1.09,1.51
8109,2021-02-04,1.0,1.0,,
38029,2021-02-04,1.0,3.0,,
26151,2021-02-04,1.0,1.0,,
31007,2021-02-04,1.0,1.0,,
48507,2021-02-04,4.0,1.0,,
46039,2021-02-04,1.0,3.0,,
30097,2021-02-04,1.0,2.0,,
20075,2021-02-04,1.0,3.0,,
19027,2021-02-04,1.0,1.0,,
37069,2021-02-04,4.0,1.0,,
31017,2021-02-04,1.0,3.0,,
13227,2021-02-04,4.0,1.0,,
53041,2021-02-04,1.0,1.0,,
41007,2021-02-04,1.0,3.0,,
40095,2021-02-04,4.0,1.0,1.09,1.12
48041,2021-02-04,4.0,3.0,,
29123,2021-02-04,1.0,1.0,,
8027,2021-02-04,1.0,2.0,,
27085,2021-02-04,1.0,1.0,,
17009,2021-02-04,1.0,1.0,,
21061,2021-02-04,4.0,1.0,,
38085,2021-02-04,1.0,3.0,,
31171,2021-02-04,1.0,3.0,,
16041,2021-02-04,1.0,3.0,,
37109,2021-02-04,4.0,1.0,,
48397,2021-02-04,4.0,1.0,1.09,1.32
27153,2021-02-04,1.0,2.0,,
27105,2021-02-04,1.0,2.0,,
38071,2021-02-04,1.0,3.0,,
41001,2021-02-04,1.0,1.0,,
19187,2021-02-04,1.0,1.0,,
31103,2021-02-04,1.0,3.0,,
38013,2021-02-04,1.0,1.0,,
19109,2021-02-04,2.0,2.0,,
16033,2021-02-04,1.0,2.0,,
27063,2021-02-04,1.0,2.0,,
31151,2021-02-04,1.0,3.0,,
31095,2021-02-04,1.0,2.0,,
31077,2021-02-04,2.0,3.0,,
29179,2021-02-04,1.0,3.0,,
36089,2021-02-04,4.0,1.0,,
38081,2021-02-04,1.0,2.0,,
27057,2021-02-04,1.0,2.0,,
41051,2021-02-04,1.0,2.0,,
19089,2021-02-04,2.0,1.0,,
